source airport,destination airport,aircraft type,distance (weighted in km),number of passengers for 2% market share (flight demand), fuel (gallons)
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,Boeing 747-400,8372.238545747063,64,23651.727627965032
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,1512.7410144656446,21,1709.4084575011523
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,1512.7410144656446,21,2089.2770036125194
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,1512.7410144656446,21,1566.9577527093898
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,1512.7410144656446,21,1424.5070479176268
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 747-400,1512.7410144656446,21,4273.521143752881
Logan International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,2484.103383076064,26,2807.055068733899
Logan International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,2484.103383076064,26,3430.845084008099
Logan International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,2484.103383076064,26,2573.1338130060744
Logan International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,2484.103383076064,26,2339.212557278249
Logan International Airport,Dallas/Fort Worth International Airport,Boeing 747-400,2484.103383076064,26,7017.637671834747
Logan International Airport,Denver International Airport,Boeing 737-600,2783.2769106867063,10,3145.1233523777687
Logan International Airport,Denver International Airport,Boeing 767-800,2783.2769106867063,10,3844.039652906162
Logan International Airport,Denver International Airport,Airbus A200-100,2783.2769106867063,10,2883.0297396796213
Logan International Airport,Denver International Airport,Airbus A220-300,2783.2769106867063,10,2620.9361269814735
Logan International Airport,Denver International Airport,Boeing 747-400,2783.2769106867063,10,7862.808380944421
Logan International Airport,O'Hare International Airport,Boeing 737-600,1383.86412804955,32,1563.7766292440815
Logan International Airport,O'Hare International Airport,Boeing 767-800,1383.86412804955,32,1911.2825468538774
Logan International Airport,O'Hare International Airport,Airbus A200-100,1383.86412804955,32,1433.461910140408
Logan International Airport,O'Hare International Airport,Airbus A220-300,1383.86412804955,32,1303.1471910367345
Logan International Airport,O'Hare International Airport,Boeing 747-400,1383.86412804955,32,3909.4415731102035
Logan International Airport,Los Angeles International Airport,Boeing 737-600,4118.240982820358,61,4653.64255926364
Logan International Airport,Los Angeles International Airport,Boeing 767-800,4118.240982820358,61,5687.785350211116
Logan International Airport,Los Angeles International Airport,Airbus A200-100,4118.240982820358,61,4265.839012658337
Logan International Airport,Los Angeles International Airport,Airbus A220-300,4118.240982820358,61,3878.035466053033
Logan International Airport,Los Angeles International Airport,Boeing 747-400,4118.240982820358,61,11634.1063981591
Logan International Airport,John F. Kennedy International Airport,Boeing 737-600,299.61181233398116,22,338.5635486004646
Logan International Airport,John F. Kennedy International Airport,Boeing 767-800,299.61181233398116,22,413.79989273390123
Logan International Airport,John F. Kennedy International Airport,Airbus A200-100,299.61181233398116,22,310.3499195504259
Logan International Airport,John F. Kennedy International Airport,Airbus A220-300,299.61181233398116,22,282.13629050038713
Logan International Airport,John F. Kennedy International Airport,Boeing 747-400,299.61181233398116,22,846.4088715011615
Logan International Airport,Harry Reid International Airport,Boeing 737-600,3760.368057355639,8,4249.243524894784
Logan International Airport,Harry Reid International Airport,Boeing 767-800,3760.368057355639,8,5193.519863760292
Logan International Airport,Harry Reid International Airport,Airbus A200-100,3760.368057355639,8,3895.1398978202187
Logan International Airport,Harry Reid International Airport,Airbus A220-300,3760.368057355639,8,3541.036270745653
Logan International Airport,Harry Reid International Airport,Boeing 747-400,3760.368057355639,8,10623.108812236958
Logan International Airport,Orlando International Airport,Boeing 737-600,1793.760924766775,9,2026.9630202460871
Logan International Airport,Orlando International Airport,Boeing 767-800,1793.760924766775,9,2477.39924696744
Logan International Airport,Orlando International Airport,Airbus A200-100,1793.760924766775,9,1858.04943522558
Logan International Airport,Orlando International Airport,Airbus A220-300,1793.760924766775,9,1689.1358502050725
Logan International Airport,Orlando International Airport,Boeing 747-400,1793.760924766775,9,5067.407550615218
Logan International Airport,Miami International Airport,Boeing 737-600,2011.3900079594,10,2272.88548274976
Logan International Airport,Miami International Airport,Boeing 767-800,2011.3900079594,10,2777.9711455830397
Logan International Airport,Miami International Airport,Airbus A200-100,2011.3900079594,10,2083.47835918728
Logan International Airport,Miami International Airport,Airbus A220-300,2011.3900079594,10,1894.0712356247998
Logan International Airport,Miami International Airport,Boeing 747-400,2011.3900079594,10,5682.2137068744
Logan International Airport,Charlotte Douglas International Airport,Boeing 737-600,1165.9469913363594,9,1317.5286641464031
Logan International Airport,Charlotte Douglas International Airport,Boeing 767-800,1165.9469913363594,9,1610.3128117344927
Logan International Airport,Charlotte Douglas International Airport,Airbus A200-100,1165.9469913363594,9,1207.7346088008696
Logan International Airport,Charlotte Douglas International Airport,Airbus A220-300,1165.9469913363594,9,1097.9405534553357
Logan International Airport,Charlotte Douglas International Airport,Boeing 747-400,1165.9469913363594,9,3293.8216603660076
Logan International Airport,Seattle-Tacoma International Airport,Boeing 737-600,3937.3756905979144,13,4449.263450588072
Logan International Airport,Seattle-Tacoma International Airport,Boeing 767-800,3937.3756905979144,13,5437.988661829866
Logan International Airport,Seattle-Tacoma International Airport,Airbus A200-100,3937.3756905979144,13,4078.4914963723995
Logan International Airport,Seattle-Tacoma International Airport,Airbus A220-300,3937.3756905979144,13,3707.719542156726
Logan International Airport,Seattle-Tacoma International Airport,Boeing 747-400,3937.3756905979144,13,11123.15862647018
Logan International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,3635.939904234464,16,4108.638797937131
Logan International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,3635.939904234464,16,5021.66964192316
Logan International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,3635.939904234464,16,3766.2522314423704
Logan International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,3635.939904234464,16,3423.865664947609
Logan International Airport,Phoenix Sky Harbor International Airport,Boeing 747-400,3635.939904234464,16,10271.596994842826
Logan International Airport,Newark Liberty International Airport,Boeing 737-600,322.117138445863,22,363.9947324095859
Logan International Airport,Newark Liberty International Airport,Boeing 767-800,322.117138445863,22,444.8824507228272
Logan International Airport,Newark Liberty International Airport,Airbus A200-100,322.117138445863,22,333.6618380421204
Logan International Airport,Newark Liberty International Airport,Airbus A220-300,322.117138445863,22,303.32894367465485
Logan International Airport,Newark Liberty International Airport,Boeing 747-400,322.117138445863,22,909.9868310239647
Logan International Airport,San Francisco International Airport,Boeing 737-600,4261.23027608969,24,4815.221510921171
Logan International Airport,San Francisco International Airport,Boeing 767-800,4261.23027608969,24,5885.27073557032
Logan International Airport,San Francisco International Airport,Airbus A200-100,4261.23027608969,24,4413.95305167774
Logan International Airport,San Francisco International Airport,Airbus A220-300,4261.23027608969,24,4012.6845924343083
Logan International Airport,San Francisco International Airport,Boeing 747-400,4261.23027608969,24,12038.053777302926
Logan International Airport,George Bush Intercontinental Airport,Boeing 737-600,2539.99234950237,24,2870.2100113027514
Logan International Airport,George Bush Intercontinental Airport,Boeing 767-800,2539.99234950237,24,3508.0344582589187
Logan International Airport,George Bush Intercontinental Airport,Airbus A200-100,2539.99234950237,24,2631.025843694189
Logan International Airport,George Bush Intercontinental Airport,Airbus A220-300,2539.99234950237,24,2391.841676085626
Logan International Airport,George Bush Intercontinental Airport,Boeing 747-400,2539.99234950237,24,7175.525028256879
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,1978.3475226022224,10,2235.5472315975167
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,1978.3475226022224,10,2732.3355052858537
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,1978.3475226022224,10,2049.2516289643904
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,1978.3475226022224,10,1862.9560263312637
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 747-400,1978.3475226022224,10,5588.868078993792
Logan International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,1790.5397281457897,12,2023.323044404531
Logan International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,1790.5397281457897,12,2472.950387605538
Logan International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,1790.5397281457897,12,1854.7127907041536
Logan International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,1790.5397281457897,12,1686.1025370037758
Logan International Airport,Minneapolis-Saint Paul International Airport,Boeing 747-400,1790.5397281457897,12,5058.307611011327
Logan International Airport,LaGuardia Airport,Boeing 737-600,296.5185405151034,22,335.06812872490354
Logan International Airport,LaGuardia Airport,Boeing 767-800,296.5185405151034,22,409.5277128859932
Logan International Airport,LaGuardia Airport,Airbus A200-100,296.5185405151034,22,307.14578466449495
Logan International Airport,LaGuardia Airport,Airbus A220-300,296.5185405151034,22,279.22344060408625
Logan International Airport,LaGuardia Airport,Boeing 747-400,296.5185405151034,22,837.6703218122587
Logan International Airport,Detroit Metropolitan Airport,Boeing 737-600,1011.0309864161861,15,1142.472440721155
Logan International Airport,Detroit Metropolitan Airport,Boeing 767-800,1011.0309864161861,15,1396.355205325856
Logan International Airport,Detroit Metropolitan Airport,Airbus A200-100,1011.0309864161861,15,1047.2664039943922
Logan International Airport,Detroit Metropolitan Airport,Airbus A220-300,1011.0309864161861,15,952.0603672676291
Logan International Airport,Detroit Metropolitan Airport,Boeing 747-400,1011.0309864161861,15,2856.1811018028875
Logan International Airport,Philadelphia International Airport,Boeing 737-600,449.6047543021551,21,508.05667472982094
Logan International Airport,Philadelphia International Airport,Boeing 767-800,449.6047543021551,21,620.9581580031146
Logan International Airport,Philadelphia International Airport,Airbus A200-100,449.6047543021551,21,465.7186185023359
Logan International Airport,Philadelphia International Airport,Airbus A220-300,449.6047543021551,21,423.3805622748508
Logan International Airport,Philadelphia International Airport,Boeing 747-400,449.6047543021551,21,1270.1416868245524
Logan International Airport,Salt Lake City International Airport,Boeing 737-600,3332.1495739622806,4,3765.353493375084
Logan International Airport,Salt Lake City International Airport,Boeing 767-800,3332.1495739622806,4,4602.098714125103
Logan International Airport,Salt Lake City International Airport,Airbus A200-100,3332.1495739622806,4,3451.5740355938274
Logan International Airport,Salt Lake City International Airport,Airbus A220-300,3332.1495739622806,4,3137.7945778125695
Logan International Airport,Salt Lake City International Airport,Boeing 747-400,3332.1495739622806,4,9413.38373343771
Logan International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,640.3480887507968,7,723.5980436756843
Logan International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,640.3480887507968,7,884.3976089369476
Logan International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,640.3480887507968,7,663.2982067027107
Logan International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,640.3480887507968,7,602.9983697297369
Logan International Airport,Ronald Reagan Washington National Airport,Boeing 747-400,640.3480887507968,7,1808.9951091892106
Logan International Airport,San Diego International Airport,Boeing 737-600,4083.2813980507253,11,4614.137971694136
Logan International Airport,San Diego International Airport,Boeing 767-800,4083.2813980507253,11,5639.501965403943
Logan International Airport,San Diego International Airport,Airbus A200-100,4083.2813980507253,11,4229.626474052958
Logan International Airport,San Diego International Airport,Airbus A220-300,4083.2813980507253,11,3845.1149764117795
Logan International Airport,San Diego International Airport,Boeing 747-400,4083.2813980507253,11,11535.344929235338
Logan International Airport,Baltimore/Washington International Airport,Boeing 737-600,592.7621014190373,7,669.8255284694472
Logan International Airport,Baltimore/Washington International Airport,Boeing 767-800,592.7621014190373,7,818.6756459071022
Logan International Airport,Baltimore/Washington International Airport,Airbus A200-100,592.7621014190373,7,614.0067344303267
Logan International Airport,Baltimore/Washington International Airport,Airbus A220-300,592.7621014190373,7,558.187940391206
Logan International Airport,Baltimore/Washington International Airport,Boeing 747-400,592.7621014190373,7,1674.563821173618
Logan International Airport,Tampa International Airport,Boeing 737-600,1893.8067357044542,11,2140.015521446923
Logan International Airport,Tampa International Airport,Boeing 767-800,1893.8067357044542,11,2615.5745262129058
Logan International Airport,Tampa International Airport,Airbus A200-100,1893.8067357044542,11,1961.6808946596793
Logan International Airport,Tampa International Airport,Airbus A220-300,1893.8067357044542,11,1783.3462678724354
Logan International Airport,Tampa International Airport,Boeing 747-400,1893.8067357044542,11,5350.038803617306
Logan International Airport,Austin-Bergstrom International Airport,Boeing 737-600,2698.6302828115845,8,3049.4720411453577
Logan International Airport,Austin-Bergstrom International Airport,Boeing 767-800,2698.6302828115845,8,3727.1324947332155
Logan International Airport,Austin-Bergstrom International Airport,Airbus A200-100,2698.6302828115845,8,2795.3493710499115
Logan International Airport,Austin-Bergstrom International Airport,Airbus A220-300,2698.6302828115845,8,2541.226700954465
Logan International Airport,Austin-Bergstrom International Airport,Boeing 747-400,2698.6302828115845,8,7623.6801028633945
Logan International Airport,Washington Dulles International Airport,Boeing 737-600,661.7469453668143,7,747.7789088274076
Logan International Airport,Washington Dulles International Airport,Boeing 767-800,661.7469453668143,7,913.9519996779426
Logan International Airport,Washington Dulles International Airport,Airbus A200-100,661.7469453668143,7,685.463999758457
Logan International Airport,Washington Dulles International Airport,Airbus A220-300,661.7469453668143,7,623.1490906895062
Logan International Airport,Washington Dulles International Airport,Boeing 747-400,661.7469453668143,7,1869.4472720685187
Logan International Airport,Nashville International Airport,Boeing 737-600,1505.375667156531,7,1701.0855609430262
Logan International Airport,Nashville International Airport,Boeing 767-800,1505.375667156531,7,2079.104574485921
Logan International Airport,Nashville International Airport,Airbus A200-100,1505.375667156531,7,1559.3284308644409
Logan International Airport,Nashville International Airport,Airbus A220-300,1505.375667156531,7,1417.571300785855
Logan International Airport,Nashville International Airport,Boeing 747-400,1505.375667156531,7,4252.7139023575655
Logan International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,5678.063133676458,44,6416.253046699201
Logan International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,5678.063133676458,44,-1
Logan International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,5678.063133676458,44,-1
Logan International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,5678.063133676458,44,5346.877538916001
Logan International Airport,Paris Charles de Gaulle Airport,Boeing 747-400,5678.063133676458,44,16040.632616748002
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,933.4748136023289,13,1054.8333957877044
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,933.4748136023289,13,1289.2408170738609
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,933.4748136023289,13,966.9306128053958
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,933.4748136023289,13,879.0278298230868
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 747-400,933.4748136023289,13,2637.0834894692607
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,1786.8843926807838,16,2019.1924884804607
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,1786.8843926807838,16,2467.901930365008
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,1786.8843926807838,16,1850.9264477737559
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,1786.8843926807838,16,1682.6604070670505
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,Boeing 747-400,1786.8843926807838,16,5047.981221201152
Fort Lauderdale-Hollywood International Airport,Denver International Airport,Boeing 737-600,2708.3545737742384,6,3060.460561358538
Fort Lauderdale-Hollywood International Airport,Denver International Airport,Boeing 767-800,2708.3545737742384,6,3740.5629083271024
Fort Lauderdale-Hollywood International Airport,Denver International Airport,Airbus A200-100,2708.3545737742384,6,2805.422181245327
Fort Lauderdale-Hollywood International Airport,Denver International Airport,Airbus A220-300,2708.3545737742384,6,2550.383801132115
Fort Lauderdale-Hollywood International Airport,Denver International Airport,Boeing 747-400,2708.3545737742384,6,7651.151403396345
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,Boeing 737-600,1891.3957007221059,20,2137.291034207702
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,Boeing 767-800,1891.3957007221059,20,2612.244597364969
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,Airbus A200-100,1891.3957007221059,20,1959.183448023727
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,Airbus A220-300,1891.3957007221059,20,1781.0758618397515
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,Boeing 747-400,1891.3957007221059,20,5343.227585519255
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,Boeing 737-600,3703.9155003529686,38,4185.45172083504
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,Boeing 767-800,3703.9155003529686,38,5115.552103242827
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,Airbus A200-100,3703.9155003529686,38,3836.6640774321204
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,Airbus A220-300,3703.9155003529686,38,3487.8764340291996
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,Boeing 747-400,3703.9155003529686,38,10463.6293020876
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,Boeing 737-600,1738.8278562289274,14,1964.8882493123085
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,Boeing 767-800,1738.8278562289274,14,2401.5300824928217
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,Airbus A200-100,1738.8278562289274,14,1801.1475618696163
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,Airbus A220-300,1738.8278562289274,14,1637.4068744269237
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,Boeing 747-400,1738.8278562289274,14,4912.220623280771
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,Boeing 737-600,3440.941136678447,5,3888.2887583235743
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,Boeing 767-800,3440.941136678447,5,4752.352926839924
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,Airbus A200-100,3440.941136678447,5,3564.2646951299434
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,Airbus A220-300,3440.941136678447,5,3240.2406319363117
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,Boeing 747-400,3440.941136678447,5,9720.721895808934
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,Boeing 737-600,285.3540285574186,6,322.4521482088464
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,Boeing 767-800,285.3540285574186,6,394.1081811441456
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,Airbus A200-100,285.3540285574186,6,295.5811358581092
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,Airbus A220-300,285.3540285574186,6,268.7101235073719
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,Boeing 747-400,285.3540285574186,6,806.1303705221159
Fort Lauderdale-Hollywood International Airport,Miami International Airport,Boeing 737-600,-1,6,-1
Fort Lauderdale-Hollywood International Airport,Miami International Airport,Boeing 767-800,-1,6,-1
Fort Lauderdale-Hollywood International Airport,Miami International Airport,Airbus A200-100,-1,6,-1
Fort Lauderdale-Hollywood International Airport,Miami International Airport,Airbus A220-300,-1,6,-1
Fort Lauderdale-Hollywood International Airport,Miami International Airport,Boeing 747-400,-1,6,-1
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,Boeing 737-600,1015.6663429156415,5,1147.7104276124544
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,Boeing 767-800,1015.6663429156415,5,1402.757189304111
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,Airbus A200-100,1015.6663429156415,5,1052.0678919780833
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,Airbus A220-300,1015.6663429156415,5,956.4253563437119
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,Boeing 747-400,1015.6663429156415,5,2869.2760690311356
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,Boeing 737-600,4286.608361591002,8,4843.898933940903
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,Boeing 767-800,4286.608361591002,8,5920.320919261104
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,Airbus A200-100,4286.608361591002,8,4440.240689445828
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,Airbus A220-300,4286.608361591002,8,4036.582444950752
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,Boeing 747-400,4286.608361591002,8,12109.747334852256
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,3127.2201140752695,10,3533.7816984860947
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,3127.2201140752695,10,4319.066520371894
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,3127.2201140752695,10,3239.2998902789204
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,3127.2201140752695,10,2944.8180820717453
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,Boeing 747-400,3127.2201140752695,10,8834.454246215237
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,Boeing 737-600,1732.1509344416877,14,1957.3432786504184
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,Boeing 767-800,1732.1509344416877,14,2392.308451683845
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,Airbus A200-100,1732.1509344416877,14,1794.2313387628835
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,Airbus A220-300,1732.1509344416877,14,1631.1193988753485
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,Boeing 747-400,1732.1509344416877,14,4893.358196626045
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,Boeing 737-600,4078.4428754292962,15,4608.670405592741
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,Boeing 767-800,4078.4428754292962,15,5632.819384613351
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,Airbus A200-100,4078.4428754292962,15,4224.614538460013
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,Airbus A220-300,4078.4428754292962,15,3840.5586713272837
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,Boeing 747-400,4078.4428754292962,15,11521.676013981853
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,Boeing 737-600,1542.7987136827187,15,1743.3738783916817
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,Boeing 767-800,1542.7987136827187,15,2130.7902958120553
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,Airbus A200-100,1542.7987136827187,15,1598.0927218590416
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,Airbus A220-300,1542.7987136827187,15,1452.8115653264013
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,Boeing 747-400,1542.7987136827187,15,4358.434695979204
Fort Lauderdale-Hollywood International Airport,Logan International Airport,Boeing 737-600,2014.1453686844798,10,2275.999060607356
Fort Lauderdale-Hollywood International Airport,Logan International Airport,Boeing 767-800,2014.1453686844798,10,2781.776629631213
Fort Lauderdale-Hollywood International Airport,Logan International Airport,Airbus A200-100,2014.1453686844798,10,2086.3324722234097
Fort Lauderdale-Hollywood International Airport,Logan International Airport,Airbus A220-300,2014.1453686844798,10,1896.6658838394633
Fort Lauderdale-Hollywood International Airport,Logan International Airport,Boeing 747-400,2014.1453686844798,10,5689.99765151839
Fort Lauderdale-Hollywood International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,2372.687439126893,8,2681.154233715908
Fort Lauderdale-Hollywood International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,2372.687439126893,8,3276.9662856527766
Fort Lauderdale-Hollywood International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,2372.687439126893,8,2457.7247142395827
Fort Lauderdale-Hollywood International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,2372.687439126893,8,2234.2951947632564
Fort Lauderdale-Hollywood International Airport,Minneapolis-Saint Paul International Airport,Boeing 747-400,2372.687439126893,8,6702.88558428977
Fort Lauderdale-Hollywood International Airport,LaGuardia Airport,Boeing 737-600,1749.7479167678498,14,1977.2279979296568
Fort Lauderdale-Hollywood International Airport,LaGuardia Airport,Boeing 767-800,1749.7479167678498,14,2416.6119974695807
Fort Lauderdale-Hollywood International Airport,LaGuardia Airport,Airbus A200-100,1749.7479167678498,14,1812.4589981021857
Fort Lauderdale-Hollywood International Airport,LaGuardia Airport,Airbus A220-300,1749.7479167678498,14,1647.6899982747138
Fort Lauderdale-Hollywood International Airport,LaGuardia Airport,Boeing 747-400,1749.7479167678498,14,4943.069994824142
Fort Lauderdale-Hollywood International Airport,Detroit Metropolitan Airport,Boeing 737-600,1805.3849389897089,9,2040.098241696942
Fort Lauderdale-Hollywood International Airport,Detroit Metropolitan Airport,Boeing 767-800,1805.3849389897089,9,2493.453406518485
Fort Lauderdale-Hollywood International Airport,Detroit Metropolitan Airport,Airbus A200-100,1805.3849389897089,9,1870.0900548888637
Fort Lauderdale-Hollywood International Airport,Detroit Metropolitan Airport,Airbus A220-300,1805.3849389897089,9,1700.081868080785
Fort Lauderdale-Hollywood International Airport,Detroit Metropolitan Airport,Boeing 747-400,1805.3849389897089,9,5100.245604242355
Fort Lauderdale-Hollywood International Airport,Philadelphia International Airport,Boeing 737-600,1613.7837237179538,13,1823.587461119785
Fort Lauderdale-Hollywood International Airport,Philadelphia International Airport,Boeing 767-800,1613.7837237179538,13,2228.829119146404
Fort Lauderdale-Hollywood International Airport,Philadelphia International Airport,Airbus A200-100,1613.7837237179538,13,1671.621839359803
Fort Lauderdale-Hollywood International Airport,Philadelphia International Airport,Airbus A220-300,1613.7837237179538,13,1519.6562175998206
Fort Lauderdale-Hollywood International Airport,Philadelphia International Airport,Boeing 747-400,1613.7837237179538,13,4558.968652799463
Fort Lauderdale-Hollywood International Airport,Salt Lake City International Airport,Boeing 737-600,3303.30884947102,3,3732.763262863461
Fort Lauderdale-Hollywood International Airport,Salt Lake City International Airport,Boeing 767-800,3303.30884947102,3,4562.266210166453
Fort Lauderdale-Hollywood International Airport,Salt Lake City International Airport,Airbus A200-100,3303.30884947102,3,3421.69965762484
Fort Lauderdale-Hollywood International Airport,Salt Lake City International Airport,Airbus A220-300,3303.30884947102,3,3110.636052386217
Fort Lauderdale-Hollywood International Airport,Salt Lake City International Airport,Boeing 747-400,3303.30884947102,3,9331.908157158652
Fort Lauderdale-Hollywood International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,1461.222166957208,4,1651.1917814082242
Fort Lauderdale-Hollywood International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,1461.222166957208,4,2018.1232883878297
Fort Lauderdale-Hollywood International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,1461.222166957208,4,1513.5924662908722
Fort Lauderdale-Hollywood International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,1461.222166957208,4,1375.99315117352
Fort Lauderdale-Hollywood International Airport,Ronald Reagan Washington National Airport,Boeing 747-400,1461.222166957208,4,4127.97945352056
Fort Lauderdale-Hollywood International Airport,San Diego International Airport,Boeing 737-600,3589.666383794179,7,4056.349379958392
Fort Lauderdale-Hollywood International Airport,San Diego International Airport,Boeing 767-800,3589.666383794179,7,4957.76035328248
Fort Lauderdale-Hollywood International Airport,San Diego International Airport,Airbus A200-100,3589.666383794179,7,3718.3202649618597
Fort Lauderdale-Hollywood International Airport,San Diego International Airport,Airbus A220-300,3589.666383794179,7,3380.2911499653264
