source airport,destination airport,aircraft type,distance (weighted in km),number of passengers for 2% market share (flight demand), fuel (gallons)
Fort Lauderdale-Hollywood International Airport,San Diego International Airport,Boeing 747-400,3589.666383794179,7,10140.87344989598
Fort Lauderdale-Hollywood International Airport,Baltimore/Washington International Airport,Boeing 737-600,1504.4309039572142,4,1700.0179715884674
Fort Lauderdale-Hollywood International Airport,Baltimore/Washington International Airport,Boeing 767-800,1504.4309039572142,4,2077.7997430525716
Fort Lauderdale-Hollywood International Airport,Baltimore/Washington International Airport,Airbus A200-100,1504.4309039572142,4,1558.3498072894286
Fort Lauderdale-Hollywood International Airport,Baltimore/Washington International Airport,Airbus A220-300,1504.4309039572142,4,1416.6816429903893
Fort Lauderdale-Hollywood International Airport,Baltimore/Washington International Airport,Boeing 747-400,1504.4309039572142,4,4250.044928971169
Fort Lauderdale-Hollywood International Airport,Tampa International Airport,Boeing 737-600,316.6227242915863,7,357.78600405851887
Fort Lauderdale-Hollywood International Airport,Tampa International Airport,Boeing 767-800,316.6227242915863,7,437.294004960412
Fort Lauderdale-Hollywood International Airport,Tampa International Airport,Airbus A200-100,316.6227242915863,7,327.970503720309
Fort Lauderdale-Hollywood International Airport,Tampa International Airport,Airbus A220-300,316.6227242915863,7,298.15500338209904
Fort Lauderdale-Hollywood International Airport,Tampa International Airport,Boeing 747-400,316.6227242915863,7,894.4650101462971
Fort Lauderdale-Hollywood International Airport,Austin-Bergstrom International Airport,Boeing 737-600,1763.329082519386,5,1992.5748149832036
Fort Lauderdale-Hollywood International Airport,Austin-Bergstrom International Airport,Boeing 767-800,1763.329082519386,5,2435.3692183128046
Fort Lauderdale-Hollywood International Airport,Austin-Bergstrom International Airport,Airbus A200-100,1763.329082519386,5,1826.5269137346033
Fort Lauderdale-Hollywood International Airport,Austin-Bergstrom International Airport,Airbus A220-300,1763.329082519386,5,1660.4790124860028
Fort Lauderdale-Hollywood International Airport,Austin-Bergstrom International Airport,Boeing 747-400,1763.329082519386,5,4981.4370374580085
Fort Lauderdale-Hollywood International Airport,Washington Dulles International Airport,Boeing 737-600,1464.9996840806646,4,1655.4604035037737
Fort Lauderdale-Hollywood International Airport,Washington Dulles International Airport,Boeing 767-800,1464.9996840806646,4,2023.3404931712791
Fort Lauderdale-Hollywood International Airport,Washington Dulles International Airport,Airbus A200-100,1464.9996840806646,4,1517.5053698784593
Fort Lauderdale-Hollywood International Airport,Washington Dulles International Airport,Airbus A220-300,1464.9996840806646,4,1379.5503362531447
Fort Lauderdale-Hollywood International Airport,Washington Dulles International Airport,Boeing 747-400,1464.9996840806646,4,4138.651008759434
Fort Lauderdale-Hollywood International Airport,Nashville International Airport,Boeing 737-600,1271.9625913536267,4,1437.3270708555588
Fort Lauderdale-Hollywood International Airport,Nashville International Airport,Boeing 767-800,1271.9625913536267,4,1756.7330866012385
Fort Lauderdale-Hollywood International Airport,Nashville International Airport,Airbus A200-100,1271.9625913536267,4,1317.549814950929
Fort Lauderdale-Hollywood International Airport,Nashville International Airport,Airbus A220-300,1271.9625913536267,4,1197.772559046299
Fort Lauderdale-Hollywood International Airport,Nashville International Airport,Boeing 747-400,1271.9625913536267,4,3593.3176771388967
Fort Lauderdale-Hollywood International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,7590.074207949167,27,-1
Fort Lauderdale-Hollywood International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,7590.074207949167,27,-1
Fort Lauderdale-Hollywood International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,7590.074207949167,27,-1
Fort Lauderdale-Hollywood International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,7590.074207949167,27,-1
Fort Lauderdale-Hollywood International Airport,Paris Charles de Gaulle Airport,Boeing 747-400,7590.074207949167,27,21442.09901109997
Minneapolis-Saint Paul International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,1470.8263627964905,15,1662.0445932498903
Minneapolis-Saint Paul International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,1470.8263627964905,15,2031.3878361943105
Minneapolis-Saint Paul International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,1470.8263627964905,15,1523.540877145733
Minneapolis-Saint Paul International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,1470.8263627964905,15,1385.0371610415752
Minneapolis-Saint Paul International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 747-400,1470.8263627964905,15,4155.111483124726
Minneapolis-Saint Paul International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,1366.606617404103,19,1544.2755154574868
Minneapolis-Saint Paul International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,1366.606617404103,19,1887.4478522258173
Minneapolis-Saint Paul International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,1366.606617404103,19,1415.585889169363
Minneapolis-Saint Paul International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,1366.606617404103,19,1286.896262881239
Minneapolis-Saint Paul International Airport,Dallas/Fort Worth International Airport,Boeing 747-400,1366.606617404103,19,3860.688788643717
Minneapolis-Saint Paul International Airport,Denver International Airport,Boeing 737-600,1089.5576966676908,7,1231.2082000877913
Minneapolis-Saint Paul International Airport,Denver International Airport,Boeing 767-800,1089.5576966676908,7,1504.8100223295226
Minneapolis-Saint Paul International Airport,Denver International Airport,Airbus A200-100,1089.5576966676908,7,1128.607516747142
Minneapolis-Saint Paul International Airport,Denver International Airport,Airbus A220-300,1089.5576966676908,7,1026.0068334064927
Minneapolis-Saint Paul International Airport,Denver International Airport,Boeing 747-400,1089.5576966676908,7,3078.020500219478
Minneapolis-Saint Paul International Airport,O'Hare International Airport,Boeing 737-600,538.1351693017358,24,608.0966939394721
Minneapolis-Saint Paul International Airport,O'Hare International Airport,Boeing 767-800,538.1351693017358,24,743.2292925926881
Minneapolis-Saint Paul International Airport,O'Hare International Airport,Airbus A200-100,538.1351693017358,24,557.4219694445161
Minneapolis-Saint Paul International Airport,O'Hare International Airport,Airbus A220-300,538.1351693017358,24,506.74724494956
Minneapolis-Saint Paul International Airport,O'Hare International Airport,Boeing 747-400,538.1351693017358,24,1520.2417348486802
Minneapolis-Saint Paul International Airport,Los Angeles International Airport,Boeing 737-600,2443.391186751013,46,2761.0499878535657
Minneapolis-Saint Paul International Airport,Los Angeles International Airport,Boeing 767-800,2443.391186751013,46,3374.616651821025
Minneapolis-Saint Paul International Airport,Los Angeles International Airport,Airbus A200-100,2443.391186751013,46,2530.9624888657686
Minneapolis-Saint Paul International Airport,Los Angeles International Airport,Airbus A220-300,2443.391186751013,46,2300.874989877971
Minneapolis-Saint Paul International Airport,Los Angeles International Airport,Boeing 747-400,2443.391186751013,46,6902.624969633914
Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,Boeing 737-600,1664.4960507866067,17,1880.8927631918264
Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,Boeing 767-800,1664.4960507866067,17,2298.86893279001
Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,Airbus A200-100,1664.4960507866067,17,1724.1516995925076
Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,Airbus A220-300,1664.4960507866067,17,1567.4106359931884
Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,Boeing 747-400,1664.4960507866067,17,4702.231907979565
Minneapolis-Saint Paul International Airport,Harry Reid International Airport,Boeing 737-600,2070.7616682085145,6,2339.975894918938
Minneapolis-Saint Paul International Airport,Harry Reid International Airport,Boeing 767-800,2070.7616682085145,6,2859.970538234258
Minneapolis-Saint Paul International Airport,Harry Reid International Airport,Airbus A200-100,2070.7616682085145,6,2144.9779036756936
Minneapolis-Saint Paul International Airport,Harry Reid International Airport,Airbus A220-300,2070.7616682085145,6,1949.9799124324484
Minneapolis-Saint Paul International Airport,Harry Reid International Airport,Boeing 747-400,2070.7616682085145,6,5849.939737297345
Minneapolis-Saint Paul International Airport,Orlando International Airport,Boeing 737-600,2133.1508031151516,7,2410.476075614613
Minneapolis-Saint Paul International Airport,Orlando International Airport,Boeing 767-800,2133.1508031151516,7,2946.1374257511934
Minneapolis-Saint Paul International Airport,Orlando International Airport,Airbus A200-100,2133.1508031151516,7,2209.6030693133953
Minneapolis-Saint Paul International Airport,Orlando International Airport,Airbus A220-300,2133.1508031151516,7,2008.7300630121772
Minneapolis-Saint Paul International Airport,Orlando International Airport,Boeing 747-400,2133.1508031151516,7,6026.190189036532
Minneapolis-Saint Paul International Airport,Miami International Airport,Boeing 737-600,2447.2955909559173,8,2765.461993283143
Minneapolis-Saint Paul International Airport,Miami International Airport,Boeing 767-800,2447.2955909559173,8,3380.0091029016194
Minneapolis-Saint Paul International Airport,Miami International Airport,Airbus A200-100,2447.2955909559173,8,2535.0068271762143
Minneapolis-Saint Paul International Airport,Miami International Airport,Airbus A220-300,2447.2955909559173,8,2304.5516610692857
Minneapolis-Saint Paul International Airport,Miami International Airport,Boeing 747-400,2447.2955909559173,8,6913.654983207857
Minneapolis-Saint Paul International Airport,Charlotte Douglas International Airport,Boeing 737-600,1507.1498861352095,7,1703.090441420656
Minneapolis-Saint Paul International Airport,Charlotte Douglas International Airport,Boeing 767-800,1507.1498861352095,7,2081.5549839585797
Minneapolis-Saint Paul International Airport,Charlotte Douglas International Airport,Airbus A200-100,1507.1498861352095,7,1561.1662379689349
Minneapolis-Saint Paul International Airport,Charlotte Douglas International Airport,Airbus A220-300,1507.1498861352095,7,1419.2420345172131
Minneapolis-Saint Paul International Airport,Charlotte Douglas International Airport,Boeing 747-400,1507.1498861352095,7,4257.726103551639
Minneapolis-Saint Paul International Airport,Seattle-Tacoma International Airport,Boeing 737-600,2225.1577623678213,10,2514.444615365638
Minneapolis-Saint Paul International Airport,Seattle-Tacoma International Airport,Boeing 767-800,2225.1577623678213,10,3073.210085446891
Minneapolis-Saint Paul International Airport,Seattle-Tacoma International Airport,Airbus A200-100,2225.1577623678213,10,2304.9075640851684
Minneapolis-Saint Paul International Airport,Seattle-Tacoma International Airport,Airbus A220-300,2225.1577623678213,10,2095.370512804698
Minneapolis-Saint Paul International Airport,Seattle-Tacoma International Airport,Boeing 747-400,2225.1577623678213,10,6286.111538414095
Minneapolis-Saint Paul International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,2035.6008172579736,12,2300.243875086698
Minneapolis-Saint Paul International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,2035.6008172579736,12,2811.40918066152
Minneapolis-Saint Paul International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,2035.6008172579736,12,2108.5568854961402
Minneapolis-Saint Paul International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,2035.6008172579736,12,1916.8698959055816
