Origin Airport,Destination Airport,Weighted Distance
Nashville International Airport,Logan International Airport,1526.0129166587208
Nashville International Airport,Fort Lauderdale-Hollywood International Airport,1286.6648034722728
Nashville International Airport,Minneapolis-Saint Paul International Airport,1114.6089472683311
Nashville International Airport,LaGuardia Airport,1235.7117868757935
Nashville International Airport,Detroit Metropolitan Airport,738.3302246166248
Nashville International Airport,Philadelphia International Airport,1090.6376878796973
Nashville International Airport,Salt Lake City International Airport,2234.9015863363625
Nashville International Airport,Ronald Reagan Washington National Airport,906.9166114538293
Nashville International Airport,San Diego International Airport,2780.514582357463
Nashville International Airport,Baltimore/Washington International Airport,948.7754422198836
Nashville International Airport,Tampa International Airport,991.8996277201363
Nashville International Airport,Austin-Bergstrom International Airport,1210.386644433785
Nashville International Airport,Washington Dulles International Airport,875.4691681025321
Nashville International Airport,Paris Charles de Gaulle Airport,7247.354568777
Paris Charles de Gaulle Airport,Hartsfield-Jackson Atlanta International Airport,6839.184761286936
Paris Charles de Gaulle Airport,Dallas/Fort Worth International Airport,7668.809079612741
Paris Charles de Gaulle Airport,Denver International Airport,7565.147505155193
Paris Charles de Gaulle Airport,O'Hare International Airport,6471.144752634625
Paris Charles de Gaulle Airport,Los Angeles International Airport,8738.583682841783
Paris Charles de Gaulle Airport,John F. Kennedy International Airport,5686.27658188417
Paris Charles de Gaulle Airport,Harry Reid International Airport,8401.558503674161
Paris Charles de Gaulle Airport,Orlando International Airport,7010.971828521029
Paris Charles de Gaulle Airport,Miami International Airport,7134.079250851285
Paris Charles de Gaulle Airport,Charlotte Douglas International Airport,6506.3507563687845
Paris Charles de Gaulle Airport,Seattle-Tacoma International Airport,7765.220031264176
Paris Charles de Gaulle Airport,Phoenix Sky Harbor International Airport,8460.20890056833
Paris Charles de Gaulle Airport,Newark Liberty International Airport,5708.388694065843
Paris Charles de Gaulle Airport,San Francisco International Airport,8609.605923558556
Paris Charles de Gaulle Airport,George Bush Intercontinental Airport,7785.896471732479
Paris Charles de Gaulle Airport,Logan International Airport,5402.336062599801
Paris Charles de Gaulle Airport,Fort Lauderdale-Hollywood International Airport,7105.100598476333
Paris Charles de Gaulle Airport,Minneapolis-Saint Paul International Airport,6574.152162484239
Paris Charles de Gaulle Airport,LaGuardia Airport,5684.031674105642
Paris Charles de Gaulle Airport,Detroit Metropolitan Airport,6183.374471274275
Paris Charles de Gaulle Airport,Philadelphia International Airport,5829.259626762487
Paris Charles de Gaulle Airport,Salt Lake City International Airport,7862.431746655999
Paris Charles de Gaulle Airport,Ronald Reagan Washington National Airport,6010.641573538111
Paris Charles de Gaulle Airport,San Diego International Airport,8781.249218751145
Paris Charles de Gaulle Airport,Baltimore/Washington International Airport,5965.514124141293
Paris Charles de Gaulle Airport,Tampa International Airport,7123.542080812921
Paris Charles de Gaulle Airport,Austin-Bergstrom International Airport,7910.9076066593
Paris Charles de Gaulle Airport,Washington Dulles International Airport,6030.7738396832
Paris Charles de Gaulle Airport,Nashville International Airport,6803.948343888338
