Origin Airport,Destination Airport,Flight Time (Minutes)
Nashville International Airport,Salt Lake City International Airport,236.03319894679657
Nashville International Airport,Ronald Reagan Washington National Airport,133.2479841726067
Nashville International Airport,San Diego International Airport,284.72212638604134
Nashville International Airport,Baltimore/Washington International Airport,136.48783175511863
Nashville International Airport,Tampa International Airport,139.82561701055616
Nashville International Airport,Austin-Bergstrom International Airport,156.7363768181141
Nashville International Airport,Washington Dulles International Airport,130.81397152931743
Nashville International Airport,Paris Charles de Gaulle Airport,630.4527754897206
Paris Charles de Gaulle Airport,Hartsfield-Jackson Atlanta International Airport,600.8606851267125
Paris Charles de Gaulle Airport,Dallas/Fort Worth International Airport,665.0730936658615
Paris Charles de Gaulle Airport,Denver International Airport,657.0497519895807
Paris Charles de Gaulle Airport,O'Hare International Airport,572.6838673455738
Paris Charles de Gaulle Airport,Los Angeles International Airport,745.8729855566543
Paris Charles de Gaulle Airport,John F. Kennedy International Airport,509.6263059159721
Paris Charles de Gaulle Airport,Harry Reid International Airport,719.7874453734019
Paris Charles de Gaulle Airport,Orlando International Airport,612.1568977609303
Paris Charles de Gaulle Airport,Miami International Airport,621.6853360217859
Paris Charles de Gaulle Airport,Charlotte Douglas International Airport,573.0995392352147
Paris Charles de Gaulle Airport,Seattle-Tacoma International Airport,670.535241626499
Paris Charles de Gaulle Airport,Phoenix Sky Harbor International Airport,724.3269497769753
Paris Charles de Gaulle Airport,Newark Liberty International Airport,511.3377697071233
Paris Charles de Gaulle Airport,San Francisco International Airport,735.8901868505222
Paris Charles de Gaulle Airport,George Bush Intercontinental Airport,672.135585315996
Paris Charles de Gaulle Airport,Logan International Airport,487.649485537925
Paris Charles de Gaulle Airport,Fort Lauderdale-Hollywood International Airport,619.4424062714028
Paris Charles de Gaulle Airport,Minneapolis-Saint Paul International Airport,578.3473260862561
Paris Charles de Gaulle Airport,LaGuardia Airport,509.45255144394986
Paris Charles de Gaulle Airport,Detroit Metropolitan Airport,548.1013747542155
Paris Charles de Gaulle Airport,Philadelphia International Airport,520.6931050551607
Paris Charles de Gaulle Airport,Salt Lake City International Airport,678.0593682048134
Paris Charles de Gaulle Airport,Ronald Reagan Washington National Airport,534.7319554247911
Paris Charles de Gaulle Airport,San Diego International Airport,749.1752716177505
Paris Charles de Gaulle Airport,Baltimore/Washington International Airport,531.2391187841705
Paris Charles de Gaulle Airport,Tampa International Airport,620.8697655853802
Paris Charles de Gaulle Airport,Austin-Bergstrom International Airport,681.8113697530564
Paris Charles de Gaulle Airport,Washington Dulles International Airport,536.2901803586215
Paris Charles de Gaulle Airport,Nashville International Airport,596.1334082382762
