source airport,destination airport,distance (weighted in km),number of passengers for 2% market share (flight demand),Fuel for Boeing 737-600 (Gallons),Fuel for Boeing 767-800 (Gallons),Fuel for Airbus A200-100 (Gallons),Fuel for Airbus A220-300 (Gallons)
Philadelphia International Airport,Miami International Airport,1623.6212066029073,13,2385.115055747533,2981.3938196844165,2301.426808177445,1987.5958797896108
Philadelphia International Airport,Charlotte Douglas International Airport,720.1873884543413,11,1057.962150393405,1322.4526879917562,1020.8406714322331,881.6351253278374
Philadelphia International Airport,Seattle-Tacoma International Airport,3756.0547256856503,17,5517.68025695389,6897.1003211923635,5324.077440920421,4598.066880794909
Philadelphia International Airport,Phoenix Sky Harbor International Airport,3286.148368391832,21,4827.383331159253,6034.229163949068,4658.001459890509,4022.8194426327113
Philadelphia International Airport,Newark Liberty International Airport,-1,29,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Philadelphia International Airport,San Francisco International Airport,3978.660526708612,30,5844.690304221928,7305.86288027741,5639.613451442213,4870.575253518274
Philadelphia International Airport,George Bush Intercontinental Airport,2110.7705219264635,30,3100.7420515333097,3875.9275644166373,2991.9440848128434,2583.9517096110912
Philadelphia International Airport,Logan International Airport,451.4280191932891,21,663.1520706834011,828.9400883542514,639.8835769752118,552.6267255695009
Philadelphia International Airport,Fort Lauderdale-Hollywood International Airport,1590.7220559260636,13,2336.7858892636677,2920.9823615795844,2254.7934019210834,1947.3215743863893
Philadelphia International Airport,Minneapolis-Saint Paul International Airport,1564.2040835053729,16,2297.8307345691674,2872.288418211459,2217.205094759723,1914.858945474306
Philadelphia International Airport,LaGuardia Airport,-1,29,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Philadelphia International Airport,Detroit Metropolitan Airport,726.1874599330929,19,1066.776312687746,1333.4703908596823,1029.345564874141,888.9802605731215
Philadelphia International Airport,Salt Lake City International Airport,3053.5935586678866,5,4485.758095110744,5607.197618888429,4328.3630742296655,3738.1317459256193
Philadelphia International Airport,Ronald Reagan Washington National Airport,-1,9,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Philadelphia International Airport,San Diego International Airport,3745.648545092866,14,5502.393478299029,6877.991847873786,5309.327040463976,4585.327898582524
Philadelphia International Airport,Baltimore/Washington International Airport,-1,9,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Philadelphia International Airport,Tampa International Airport,1474.2404615414591,14,2165.6733148809503,2707.091643601188,2089.6847775167066,1804.7277624007918
Philadelphia International Airport,Austin-Bergstrom International Airport,2277.424207750388,10,3345.557907311718,4181.947384139647,3228.1699105639386,2787.9649227597647
Philadelphia International Airport,Washington Dulles International Airport,-1,9,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Philadelphia International Airport,Nashville International Airport,1080.0557410157771,9,1586.6121965314542,1983.2652456643175,1530.9415931443857,1322.1768304428783
Philadelphia International Airport,Paris Charles de Gaulle Airport,6151.623414804222,56,9036.793535505383,11295.99191938173,8719.713060575372,7530.661279587818
Salt Lake City International Airport,Hartsfield-Jackson Atlanta International Airport,2586.345300417465,5,3799.36594219188,4749.207427739851,3666.0548565009376,3166.1382851598996
Salt Lake City International Airport,Dallas/Fort Worth International Airport,1602.8723132744433,6,2354.6347333259237,2943.2934166574046,2272.0159707530847,1962.1956111049365
Salt Lake City International Airport,Denver International Airport,630.5104119986953,2,926.2258156938855,1157.7822696173569,893.7266642660298,771.8548464115711
Salt Lake City International Airport,O'Hare International Airport,2026.794711927716,8,2977.380784796916,3721.7259809961447,2872.911283575972,2481.15065399743
Salt Lake City International Airport,Los Angeles International Airport,945.7980010676418,15,1389.3862945792807,1736.732868224101,1340.6358982782535,1157.8219121494005
Salt Lake City International Airport,John F. Kennedy International Airport,3243.5488090522017,6,4764.804171724801,5956.005214656001,4597.618060436212,3970.6701431040005
Salt Lake City International Airport,Harry Reid International Airport,590.1814928188653,2,866.9822483355274,1083.727810419409,836.5618185693686,722.4852069462727
Salt Lake City International Airport,Orlando International Airport,3150.8649429744305,2,4628.650687458907,5785.813359323634,4466.241891407718,3857.2089062157556
Salt Lake City International Airport,Miami International Airport,3413.2848634823267,3,5014.148056417905,6267.685070522381,4838.21303689447,4178.456713681587
Salt Lake City International Airport,Charlotte Douglas International Airport,2811.449072690846,2,4130.045533078818,5162.5569163485225,3985.131654725176,3441.704610899015
Salt Lake City International Airport,Seattle-Tacoma International Airport,1102.0225553087066,3,1618.8816564792571,2023.6020705990713,1562.0787913396343,1349.0680470660475
Salt Lake City International Airport,Phoenix Sky Harbor International Airport,815.4331144973769,4,1197.8790314103508,1497.3487892629385,1155.8481882029703,998.2325261752923
Salt Lake City International Airport,Newark Liberty International Airport,3208.615943732535,6,4713.487459011578,5891.859323764472,4548.101934133979,3927.9062158429806
Salt Lake City International Airport,San Francisco International Airport,958.5543411572131,6,1408.125479975566,1760.1568499694574,1358.7175683974763,1173.4378999796381
Salt Lake City International Airport,George Bush Intercontinental Airport,1940.9195516947145,6,2851.2293544303393,3564.036693037924,2751.18621918717,2376.0244620252824
Salt Lake City International Airport,Logan International Airport,3434.993661978192,4,5046.03848869614,6307.548110870176,4868.984506636628,4205.03207391345
Salt Lake City International Airport,Fort Lauderdale-Hollywood International Airport,3404.352936984882,3,5001.026971106104,6251.28371388263,4825.552340540979,4167.522475921753
Salt Lake City International Airport,Minneapolis-Saint Paul International Airport,1606.0826717391171,3,2359.3507805648364,2949.1884757060457,2276.5665426502815,1966.1256504706973
Salt Lake City International Airport,LaGuardia Airport,3232.1978478948563,6,4748.129501399303,5935.161876749128,4581.528466262486,3956.7745844994192
Salt Lake City International Airport,Detroit Metropolitan Airport,2406.7181748491266,4,3535.4919795512337,4419.364974439042,3411.439629391542,2946.243316292695
Salt Lake City International Airport,Philadelphia International Airport,3139.735958792256,5,4612.302103429497,5765.377629286871,4450.466941905655,3843.585086191247
Salt Lake City International Airport,Ronald Reagan Washington National Airport,3015.6119432886544,2,4429.96273944884,5537.453424311049,4274.5254503453725,3691.635616207366
Salt Lake City International Airport,San Diego International Airport,1005.0751051255135,3,1476.4649264514014,1845.5811580642517,1424.6591395583696,1230.3874387095009
Salt Lake City International Airport,Baltimore/Washington International Airport,3037.761496077083,2,4462.5006439914205,5578.125804989277,4305.92167402681,3718.750536659517
Salt Lake City International Airport,Tampa International Airport,3079.6254097138794,3,4523.999132864053,5654.998916080066,4365.262321184612,3769.9992773867098
Salt Lake City International Airport,Austin-Bergstrom International Airport,1762.86907999559,2,2589.6715113783457,3237.089389222932,2498.805844312439,2158.059592815288
Salt Lake City International Airport,Washington Dulles International Airport,2976.6757708892587,2,4372.765130409669,5465.956413012086,4219.334774956699,3643.970942008057
Salt Lake City International Airport,Nashville International Airport,2280.6945529520804,2,3350.362075640098,4187.952594550122,3232.805511582551,2791.968396366748
Salt Lake City International Airport,Paris Charles de Gaulle Airport,8460.818351127155,11,12429.022946454941,15536.278683068676,11992.916878158278,10357.519122045784
Ronald Reagan Washington National Airport,Hartsfield-Jackson Atlanta International Airport,877.4889293449543,9,1289.0396159652416,1611.2995199565519,1243.810155755935,1074.1996799710346
Ronald Reagan Washington National Airport,Dallas/Fort Worth International Airport,1901.0262934052712,11,2792.6257770798948,3490.7822213498675,2694.63890770867,2327.188147566578
Ronald Reagan Washington National Airport,Denver International Airport,2346.7417323371483,4,3447.3860128123542,4309.232516015442,3326.4251000820964,2872.8216773436284
Ronald Reagan Washington National Airport,O'Hare International Airport,979.5944741438616,14,1439.0336362359683,1798.7920452949604,1388.5412279469872,1199.1946968633067
Ronald Reagan Washington National Airport,Los Angeles International Airport,3652.905628463995,26,5366.153248209722,6707.691560262152,5177.867169325171,4471.794373508102
Ronald Reagan Washington National Airport,John F. Kennedy International Airport,343.6101346680733,9,504.76656881009694,630.9582110126212,487.05546113254974,420.6388073417474
Ronald Reagan Washington National Airport,Harry Reid International Airport,3306.0935680441867,3,4856.68301989654,6070.853774870675,4686.273089373854,4047.2358499137827
Ronald Reagan Washington National Airport,Orlando International Airport,1219.1398097280048,4,1790.928021522579,2238.6600269032238,1728.0884418200326,1492.4400179354823
Ronald Reagan Washington National Airport,Miami International Airport,1474.8092674108805,4,2166.508896134408,2708.13612016801,2090.4910401296925,1805.4240801120068
Ronald Reagan Washington National Airport,Charlotte Douglas International Airport,532.032235819732,4,781.560434562011,976.9505432025137,754.1372614194844,651.3003621350091
Ronald Reagan Washington National Airport,Seattle-Tacoma International Airport,3679.2632633307976,6,5404.872865506568,6756.091081883209,5215.22820355897,4504.060721255472
Ronald Reagan Washington National Airport,Phoenix Sky Harbor International Airport,3135.4129311827105,7,4605.951534592376,5757.43941824047,4444.339200045276,3838.2929454936466
Ronald Reagan Washington National Airport,Newark Liberty International Airport,320.2820067949897,9,470.49732621446026,588.1216577680752,453.9886481016722,392.0811051787168
Ronald Reagan Washington National Airport,San Francisco International Airport,3856.322339983358,10,5664.974339768761,7081.217924710952,5466.203310303192,4720.811949807301
Ronald Reagan Washington National Airport,George Bush Intercontinental Airport,1926.0688762015138,10,2829.413570328231,3536.766962910289,2730.135901193907,2357.844641940192
Ronald Reagan Washington National Airport,Logan International Airport,644.052932339465,7,946.1199073860721,1182.64988423259,912.9227176532277,788.43325615506
Ronald Reagan Washington National Airport,Fort Lauderdale-Hollywood International Airport,1442.289330065875,4,2118.736797655955,2648.420997069944,2044.3951556329393,1765.6139980466291
Ronald Reagan Washington National Airport,Minneapolis-Saint Paul International Airport,1485.8118999657966,5,2182.6718684169,2728.3398355211248,2106.0868905777106,1818.8932236807498
Ronald Reagan Washington National Airport,LaGuardia Airport,345.8220355676308,9,508.01587235202,635.0198404400248,490.1907540238789,423.3465602933499
Ronald Reagan Washington National Airport,Detroit Metropolitan Airport,649.9391338334714,6,954.7667935855278,1193.4584919819097,921.2662043369129,795.6389946546063
Ronald Reagan Washington National Airport,Philadelphia International Airport,-1,9,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Ronald Reagan Washington National Airport,Salt Lake City International Airport,2936.0607546561077,2,4313.101283748167,5391.376604685208,4161.764396599109,3594.2510697901384
Ronald Reagan Washington National Airport,San Diego International Airport,3599.417185898151,5,5287.578215342784,6609.472769178479,5102.049155155318,4406.315179452319
Ronald Reagan Washington National Airport,Baltimore/Washington International Airport,-1,3,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Ronald Reagan Washington National Airport,Tampa International Airport,1305.1623727238957,4,1917.2959879553246,2396.6199849441555,1850.022444518296,1597.746656629437
Ronald Reagan Washington National Airport,Austin-Bergstrom International Airport,2096.072795233414,3,3079.150950679065,3848.9386883488305,2971.1105664447123,2565.9591255658875
Ronald Reagan Washington National Airport,Washington Dulles International Airport,-1,3,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Ronald Reagan Washington National Airport,Nashville International Airport,899.5875807552859,3,1321.5027458973634,1651.878432371704,1275.134228497456,1101.2522882478027
Ronald Reagan Washington National Airport,Paris Charles de Gaulle Airport,6353.986561743513,18,9334.06693063627,11667.583663295338,9006.55581026307,7778.389108863558
San Diego International Airport,Hartsfield-Jackson Atlanta International Airport,3083.441600153375,13,4529.605153058803,5662.006441323504,4370.671638916389,3774.6709608823353
San Diego International Airport,Dallas/Fort Worth International Airport,1898.8043174352938,17,2789.3616731633224,3486.7020914541527,2691.489333754083,2324.468060969435
San Diego International Airport,Denver International Airport,1381.559039485363,7,2029.5234209062342,2536.9042761327923,1958.3120728042613,1691.2695174218616
San Diego International Airport,O'Hare International Airport,2806.2419645734058,21,4122.396241533903,5152.995301917379,3977.7507593748196,3435.3302012782524
San Diego International Airport,Los Angeles International Airport,-1,40,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
San Diego International Airport,John F. Kennedy International Airport,4002.731407650435,15,5880.050658167767,7350.063322709709,5673.733091214513,4900.042215139805
San Diego International Airport,Harry Reid International Airport,418.6963412029478,5,615.068923175131,768.8361539689137,593.4875574496879,512.5574359792757
San Diego International Airport,Orlando International Airport,3509.9747761247218,6,5156.186461339215,6445.233076674019,4975.267638134331,4296.8220511160125
San Diego International Airport,Miami International Airport,3708.242908112901,7,5447.444240405414,6809.305300506769,5256.305846005225,4539.536867004512
San Diego International Airport,Charlotte Douglas International Airport,3389.5868537482606,6,4979.335453836645,6224.169317295807,4804.621929140623,4149.446211530537
San Diego International Airport,Seattle-Tacoma International Airport,1681.1796250447092,9,2469.668922038671,3087.0861525483388,2383.013872142578,2058.057435032226
San Diego International Airport,Phoenix Sky Harbor International Airport,491.3337244999386,11,721.7739328209733,902.2174160262164,696.4485316693601,601.478277350811
San Diego International Airport,Newark Liberty International Airport,3967.9675901993296,15,5828.982278387625,7286.227847984531,5624.456584409113,4857.485231989687
San Diego International Airport,San Francisco International Airport,717.3505960622982,16,1053.7948752822053,1317.2435941027568,1016.8196165003737,878.1623960685044
San Diego International Airport,George Bush Intercontinental Airport,2115.847618300151,16,3108.200354585227,3885.2504432315336,2999.1406930208336,2590.1669621543556
San Diego International Airport,Logan International Airport,4238.818663738077,11,6226.865091654331,7783.581364567913,6008.37859721032,5189.054243045275
San Diego International Airport,Fort Lauderdale-Hollywood International Airport,3709.3108485699536,7,5449.013055134121,6811.26631891765,5257.8196146031,4540.844212611767
San Diego International Airport,Minneapolis-Saint Paul International Airport,2494.460245227093,8,3664.385918747071,4580.482398433839,3535.810974229631,3053.654932289226
San Diego International Airport,LaGuardia Airport,3994.2070896678997,15,5867.528353656444,7334.410442070554,5661.65016580885,4889.606961380369
San Diego International Airport,Detroit Metropolitan Airport,3191.133208934256,10,4687.805154657927,5859.756443322409,4523.320763266422,3906.5042955482722
San Diego International Airport,Philadelphia International Airport,3876.108988644921,14,5694.04111558664,7117.5513944833,5494.2501992502675,4745.034262988866
San Diego International Airport,Salt Lake City International Airport,1014.2325343317233,3,1489.9172773956045,1862.3965967445056,1437.6394781887416,1241.5977311630038
San Diego International Airport,Ronald Reagan Washington National Airport,3719.7236037594084,5,5464.309491934269,6830.386864917836,5272.5793343225405,4553.591243278556
San Diego International Airport,Baltimore/Washington International Airport,3751.7963246201152,5,5511.424625127013,6889.2807814087655,5318.041304947118,4592.85385427251
San Diego International Airport,Tampa International Airport,3407.635070619145,7,5005.848456754493,6257.3105709431165,4830.204651254337,4171.540380628744
San Diego International Airport,Austin-Bergstrom International Airport,1889.050708599042,5,2775.033528649929,3468.791910812411,2677.663931153441,2312.527940541607
San Diego International Airport,Washington Dulles International Airport,3681.9690553273435,5,5408.847699785916,6761.059624732396,5219.063569968867,4507.37308315493
San Diego International Airport,Nashville International Airport,2851.756515307984,5,4189.257551161511,5236.571938951889,4042.2660581383007,3491.047959301259
San Diego International Airport,Paris Charles de Gaulle Airport,9534.648142824713,29,14006.48916398907,17508.111454986338,13515.033403849104,11672.074303324225
Baltimore/Washington International Airport,Hartsfield-Jackson Atlanta International Airport,924.9685180963187,9,1358.787585202796,1698.4844815034949,1311.1108278272595,1132.3229876689966
Baltimore/Washington International Airport,Dallas/Fort Worth International Airport,1940.4907826678877,11,2850.599488635803,3563.2493607947536,2750.5784539468277,2375.499573863169
Baltimore/Washington International Airport,Denver International Airport,2370.7550970991774,4,3482.661874940879,4353.327343676098,3360.463212662252,2902.2182291173986
Baltimore/Washington International Airport,O'Hare International Airport,994.8882957565859,14,1461.500406219065,1826.8755077738313,1410.2196902113787,1217.917005182554
Baltimore/Washington International Airport,Los Angeles International Airport,3681.158657901265,26,5407.657218228876,6759.571522786096,5217.9148596945315,4506.38101519073
Baltimore/Washington International Airport,John F. Kennedy International Airport,296.18393630722636,9,435.09703056601415,543.8712882075178,419.83046809001377,362.5808588050118
Baltimore/Washington International Airport,Harry Reid International Airport,3332.999130318767,3,4896.2075477873295,6120.259434734162,4724.4107917246165,4080.1729564894413
Baltimore/Washington International Airport,Orlando International Airport,1263.9401276872134,4,1856.7401163832728,2320.925145479091,1791.591340369825,1547.2834303193938
Baltimore/Washington International Airport,Miami International Airport,1516.9777096719843,4,2228.454740463958,2785.568425579947,2150.263346061714,1857.0456170532982
Baltimore/Washington International Airport,Charlotte Douglas International Airport,580.3069698967947,4,852.4764798755106,1065.5955998443883,822.5650244412823,710.3970665629255
Baltimore/Washington International Airport,Seattle-Tacoma International Airport,3688.9518094226437,6,5419.105432227173,6773.881790283966,5228.961381973589,4515.921193522644
Baltimore/Washington International Airport,Phoenix Sky Harbor International Airport,3166.754996407902,7,4651.993327679838,5814.9916595997975,4488.765491620898,3876.661106399865
Baltimore/Washington International Airport,Newark Liberty International Airport,272.1491443839883,9,399.7896917330751,499.73711466634387,385.7619832512129,333.1580764442292
Baltimore/Washington International Airport,San Francisco International Airport,3879.0522608967226,10,5698.364810628555,7122.956013285692,5498.42218569422,4748.637342190462
Baltimore/Washington International Airport,George Bush Intercontinental Airport,1969.8195362017268,10,2893.6837076244365,3617.1046345305454,2792.1509459534036,2411.40308968703
Baltimore/Washington International Airport,Logan International Airport,595.935402611408,7,875.4347967623373,1094.2934959529216,844.7177863496239,729.5289973019477
Baltimore/Washington International Airport,Fort Lauderdale-Hollywood International Airport,1484.3694500048875,4,2180.5528956510016,2725.6911195637517,2104.0422677334227,1817.1274130425013
Baltimore/Washington International Airport,Minneapolis-Saint Paul International Airport,1494.477194586267,5,2195.4012689554743,2744.2515861943425,2118.369645483353,1829.5010574628952
Baltimore/Washington International Airport,LaGuardia Airport,297.89313332795217,9,437.6078573098343,547.0098216372928,422.2531956498401,364.67321442486184
Baltimore/Washington International Airport,Detroit Metropolitan Airport,655.3738716160797,6,962.7504752821104,1203.438094102638,928.9697568511592,802.2920627350918
Baltimore/Washington International Airport,Philadelphia International Airport,-1,9,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Baltimore/Washington International Airport,Salt Lake City International Airport,2957.0528486776007,2,4343.938870310053,5429.923587887566,4191.519962579876,3619.94905859171
Baltimore/Washington International Airport,Ronald Reagan Washington National Airport,-1,3,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Baltimore/Washington International Airport,San Diego International Airport,3629.4398933888724,5,5331.681859320339,6664.602324150424,5144.6053028529595,4443.068216100282
Baltimore/Washington International Airport,Tampa International Airport,1351.0790403294116,4,1984.7480111059776,2480.935013882472,1915.10773001454,1653.956675921648
Baltimore/Washington International Airport,Austin-Bergstrom International Airport,2138.286952016627,3,3141.1639500781002,3926.4549375976253,3030.9476711279917,2617.6366250650835
Baltimore/Washington International Airport,Washington Dulles International Airport,-1,3,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Baltimore/Washington International Airport,Nashville International Airport,940.7572325954452,3,1381.9813575615333,1727.4766969519164,1333.4907836120058,1151.6511313012775
Baltimore/Washington International Airport,Paris Charles de Gaulle Airport,6303.573618866603,18,9260.009836178975,11575.01229522372,8935.097210348136,7716.674863482478
Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,653.6556577132181,13,960.2264026523347,1200.2830033154182,926.5342481733055,800.1886688769456
Tampa International Airport,Dallas/Fort Worth International Airport,1484.9773861710216,16,2181.445959683969,2726.807449604961,2104.903996186286,1817.871633069974
Tampa International Airport,Denver International Airport,2398.9229131070706,6,3524.0406656186133,4405.050832023267,3400.390115947785,2936.700554682178
Tampa International Airport,O'Hare International Airport,1621.3113446573136,20,2381.721846493596,2977.152308116995,2298.1526588973297,1984.76820541133
Tampa International Airport,Los Angeles International Airport,3416.537575368623,39,5018.926321237595,6273.657901546994,4842.8236432994345,4182.438601031329
Tampa International Airport,John F. Kennedy International Airport,1633.2807877320515,14,2399.305072661356,2999.1313408266947,2315.118929760958,1999.420893884463
Tampa International Airport,Harry Reid International Airport,3145.1940125656165,5,4620.3200365391285,5775.40004567391,4458.203544028984,3850.2666971159397
Tampa International Airport,Orlando International Airport,-1,6,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Tampa International Airport,Miami International Airport,330.5076745361371,7,485.5189297666289,606.898662208286,468.4831778449928,404.59910813885733
Tampa International Airport,Charlotte Douglas International Airport,822.4813736829609,6,1208.232991454714,1510.2912393183926,1165.8388514036717,1006.8608262122617
Tampa International Airport,Seattle-Tacoma International Airport,3981.688567105861,9,5849.138524478919,7311.423155598648,5643.905593795448,4874.282103732432
Tampa International Airport,Phoenix Sky Harbor International Airport,2838.87546431209,10,4170.335164253028,5212.918955316285,4024.0076146301153,3475.27930354419
Tampa International Airport,Newark Liberty International Airport,1620.6181799221486,14,2380.703580878912,2975.87947609864,2297.170121900705,1983.9196507324266
Tampa International Airport,San Francisco International Airport,3782.2413235767926,15,5556.148619300334,6945.185774125417,5361.196036166989,4630.123849416945
Tampa International Airport,George Bush Intercontinental Airport,1259.6243467508914,15,1850.400192978314,2313.0002412228923,1785.4738704176716,1542.0001608152613
Tampa International Airport,Logan International Airport,1926.584879780165,11,2830.1715845123617,3537.714480640452,2730.8673183891215,2358.476320426968
Tampa International Airport,Fort Lauderdale-Hollywood International Airport,317.52585506563986,7,466.4485130067595,583.0606412584493,450.0818985152943,388.70709417229955
Tampa International Airport,Minneapolis-Saint Paul International Airport,2087.0927569696314,8,3065.959188723115,3832.448985903894,2958.3816733293224,2554.965990602596
Tampa International Airport,LaGuardia Airport,1641.675032003735,14,2411.6362976494215,3014.5453720617766,2327.0174801880385,2009.6969147078512
Tampa International Airport,Detroit Metropolitan Airport,1575.2134881477516,9,2314.0036551128055,2892.504568891007,2232.810544407093,1928.336379260671
Tampa International Airport,Philadelphia International Airport,1494.0272231431975,13,2194.740256609025,2743.4253207612815,2117.7318265525682,1828.950213840854
Tampa International Airport,Salt Lake City International Airport,2996.706874079325,3,4402.191012264108,5502.738765330136,4247.728169728526,3668.49251022009
Tampa International Airport,Ronald Reagan Washington National Airport,1320.6467916598317,5,1940.04274722615,2425.053434032687,1871.9710718848817,1616.7022893551245
Tampa International Airport,San Diego International Airport,3306.398910675597,7,4857.131571137665,6071.41446392208,4686.70590197494,4047.6096426147205
Tampa International Airport,Baltimore/Washington International Airport,1367.679103615463,5,2009.1336625799217,2511.4170782249025,1938.6377445946616,1674.2780521499349
Tampa International Airport,Austin-Bergstrom International Airport,1481.8862197876315,5,2176.9050067505746,2721.131258438218,2100.522374934765,1814.0875056254786
Tampa International Airport,Washington Dulles International Airport,1316.4832875628035,5,1933.926519952138,2417.4081499401727,1866.0694490766248,1611.6054332934482
Tampa International Airport,Nashville International Airport,983.1393087988677,4,1444.241032192246,1805.3012902403073,1393.565908255676,1203.5341934935382
Tampa International Airport,Paris Charles de Gaulle Airport,7611.125920446167,28,11180.816652443662,13976.020815554575,10788.50729621757,9317.347210369717
Austin-Bergstrom International Airport,Hartsfield-Jackson Atlanta International Airport,1314.67848671959,10,1931.2752502802045,2414.0940628502553,1863.5112064107238,1609.3960419001703
Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,306.5245768621311,12,450.2875302794174,562.8594128492717,434.487967813473,375.2396085661812
Austin-Bergstrom International Airport,Denver International Airport,1242.8919883995532,5,1825.8201987902357,2282.2752484877947,1761.7563321660173,1521.5168323251964
Austin-Bergstrom International Airport,O'Hare International Airport,1587.1849800718746,16,2331.5898910598758,2914.4873638248446,2249.7797194437403,1942.9915758832296
Austin-Bergstrom International Airport,Los Angeles International Airport,1979.0522967340314,30,2907.2467210059785,3634.058401257473,2805.2380641285768,2422.705600838315
Austin-Bergstrom International Airport,John F. Kennedy International Airport,2474.9420801945953,11,3635.7135479439225,4544.641934929902,3508.1446515248376,3029.7612899532683
Austin-Bergstrom International Airport,Harry Reid International Airport,1739.2850122382374,4,2555.02629064886,3193.782863311075,2465.3762453629356,2129.1885755407166
Austin-Bergstrom International Airport,Orlando International Airport,1609.9195447851712,4,2364.9871837061105,2956.2339796326382,2282.0051772602824,1970.8226530884253
Austin-Bergstrom International Airport,Miami International Airport,1789.8672573532851,5,2629.332091710572,3286.665114638215,2537.074825334763,2191.1100764254766
Austin-Bergstrom International Airport,Charlotte Douglas International Airport,1672.4606744826333,4,2456.860700409541,3071.075875511926,2370.6550617986804,2047.3839170079507
Austin-Bergstrom International Airport,Seattle-Tacoma International Airport,2814.1311003383953,6,4133.985457302576,5167.481821628219,3988.9333359937136,3444.9878810854793
Austin-Bergstrom International Airport,Phoenix Sky Harbor International Airport,1393.7494765564163,8,2047.4312893647566,2559.2891117059457,1975.591595001081,1706.192741137297
Austin-Bergstrom International Airport,Newark Liberty International Airport,2445.2313227589143,11,3592.0681615758954,4490.08520196987,3466.030682222356,2993.390134646579
Austin-Bergstrom International Airport,San Francisco International Airport,2393.1153537900996,11,3515.5093055281422,4394.386631910178,3392.158101825401,2929.5910879401185
Austin-Bergstrom International Airport,George Bush Intercontinental Airport,-1,11,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Austin-Bergstrom International Airport,Logan International Airport,2765.6867027190933,8,4062.8201746254836,5078.525218281854,3920.2650807789755,3385.683478854569
Austin-Bergstrom International Airport,Fort Lauderdale-Hollywood International Airport,1791.712053562135,5,2632.0421149565236,3290.0526436956543,2539.6897600457687,2193.368429130436
Austin-Bergstrom International Airport,Minneapolis-Saint Paul International Airport,1693.8113573903288,6,2488.2250574692666,3110.281321836583,2400.9189151019245,2073.5208812243886
Austin-Bergstrom International Airport,LaGuardia Airport,2472.7602514662967,11,3632.5084207087243,4540.635525885906,3505.051984894384,3027.090350590604
Austin-Bergstrom International Airport,Detroit Metropolitan Airport,1865.824913531027,7,2740.9146139220693,3426.1432674025864,2644.742171328313,2284.095511601724
Austin-Bergstrom International Airport,Philadelphia International Airport,2324.995062194192,10,3415.439946722922,4269.299933403652,3295.5999485922935,2846.199955602435
Austin-Bergstrom International Airport,Salt Lake City International Airport,1735.3856175631329,2,2549.2980426375193,3186.6225532968992,2459.8489885098875,2124.4150355312663
Austin-Bergstrom International Airport,Ronald Reagan Washington National Airport,2136.3015641690795,3,3138.247396372454,3922.809245465568,3028.133452640088,2615.2061636437115
Austin-Bergstrom International Airport,San Diego International Airport,1857.526944414286,5,2728.7248180559036,3410.906022569879,2632.980087597802,2273.9373483799195
Austin-Bergstrom International Airport,Baltimore/Washington International Airport,2180.168771020719,3,3202.6887421062597,4003.3609276328243,3090.313698523584,2668.9072850885495
Austin-Bergstrom International Airport,Tampa International Airport,1501.8801523700045,5,2206.2762846273868,2757.845355784233,2128.863081658005,1838.563570522822
Austin-Bergstrom International Airport,Washington Dulles International Airport,2106.040784138452,3,3093.7940215605267,3867.242526950658,2985.2398453654205,2578.1616846337715
Austin-Bergstrom International Airport,Nashville International Airport,1223.6923506614248,3,1797.6157476239928,2247.0196845299906,1734.5415108652562,1498.0131230199938
Austin-Bergstrom International Airport,Paris Charles de Gaulle Airport,8516.991355929003,21,12511.541626880282,15639.42703360035,12072.540166287992,10426.284689066899
Washington Dulles International Airport,Hartsfield-Jackson Atlanta International Airport,857.1850303520923,9,1259.2129944716878,1574.0162430896096,1215.030082384962,1049.3441620597396
Washington Dulles International Airport,Dallas/Fort Worth International Airport,1869.3035306499728,11,2746.024735685592,3432.53091960699,2649.672990573817,2288.35394640466
Washington Dulles International Airport,Denver International Airport,2309.790407309981,4,3393.104163515425,4241.3802043942815,3274.047877076288,2827.5868029295207
Washington Dulles International Airport,O'Hare International Airport,942.2472846727713,14,1384.1702582909802,1730.212822863725,1335.602880807086,1153.4752152424833
Washington Dulles International Airport,Los Angeles International Airport,3617.128327397561,26,5313.59605132135,6641.995064151688,5127.154084608322,4427.996709434459
Washington Dulles International Airport,John F. Kennedy International Airport,367.2831611964163,9,539.5424708235959,674.4280885294949,520.6111560578557,449.61872568632987
