source airport,destination airport,Fuel for Boeing 737-600 (Gallons),Fuel for Boeing 767-800 (Gallons),Fuel for Airbus A200-100 (Gallons),Fuel for Airbus A220-300 (Gallons),Fuel for Boeing 747-400 (Gallons)
Harry Reid International Airport,Paris Charles de Gaulle Airport,-1,-1,-1,-1,25675.33150033593
Orlando International Airport,Hartsfield-Jackson Atlanta International Airport,734.4673284947783,897.6822903825067,673.2617177868801,612.0561070789818,1836.1683212369455
Orlando International Airport,Dallas/Fort Worth International Airport,1778.0025537561794,2173.114232368664,1629.835674276498,1481.668794796816,4445.006384390448
Orlando International Airport,Denver International Airport,2781.5199317393776,3399.635472125906,2549.7266040944296,2317.933276449481,6953.799829348443
Orlando International Airport,O'Hare International Airport,1820.2442900391832,2224.7430211590017,1668.5572658692513,1516.8702416993192,4550.610725097958
Orlando International Airport,Los Angeles International Airport,3965.5385057287585,4846.769284779594,3635.0769635846955,3304.615421440632,9913.846264321895
Orlando International Airport,John F. Kennedy International Airport,1734.0070745999099,2119.3419800665565,1589.5064850499175,1445.0058954999247,4335.017686499775
Orlando International Airport,Harry Reid International Airport,3651.296398059923,4462.6955976287945,3347.021698221596,3042.746998383269,9128.240995149807
Orlando International Airport,Miami International Airport,350.8251764496089,428.7863267717442,321.58974507880816,292.3543137080074,877.0629411240221
Orlando International Airport,Charlotte Douglas International Airport,857.8815537342338,1048.521899008508,786.391424256381,714.901294778528,2144.7038843355845
Orlando International Airport,Seattle-Tacoma International Airport,4558.02847675509,5570.9236938117765,4178.192770358833,3798.3570639625746,11395.071191887724
Orlando International Airport,Phoenix Sky Harbor International Airport,3314.5005596329383,4051.0562395513693,3038.292179663527,2762.083799694115,8286.251399082345
Orlando International Airport,Newark Liberty International Airport,1721.7532371112661,2104.3650675804365,1578.2738006853276,1434.7943642593884,4304.3830927781655
Orlando International Airport,San Francisco International Airport,4366.987068330795,5337.428639070973,4003.07147930323,3639.155890275663,10917.467670826989
Orlando International Airport,George Bush Intercontinental Airport,1542.559953761634,1885.3510545975528,1414.0132909481647,1285.466628134695,3856.399884404085
Orlando International Airport,Logan International Airport,2060.1618783389704,2517.9756290809637,1888.481721810723,1716.8015652824752,5150.4046958474255
Orlando International Airport,Fort Lauderdale-Hollywood International Airport,323.2808404536806,395.12102722116515,296.3407704158739,269.40070037806714,808.2021011342014
Orlando International Airport,Minneapolis-Saint Paul International Airport,2365.1500166290903,2890.738909213333,2168.05418191,1970.9583471909084,5912.875041572725
Orlando International Airport,LaGuardia Airport,1744.3880091696574,2132.029788985137,1599.022341738853,1453.6566743080477,4360.970022924143
Orlando International Airport,Detroit Metropolitan Airport,1734.8260674087785,2120.342971277396,1590.257228458047,1445.6883895073152,4337.065168521946
Orlando International Airport,Philadelphia International Airport,1581.3063641771714,1932.7077784387652,1449.530833829074,1317.7553034809762,3953.2659104429285
Orlando International Airport,Salt Lake City International Airport,3462.47709845049,4231.91645366171,3173.9373402462825,2885.3975820420746,8656.192746126224
Orlando International Airport,Ronald Reagan Washington National Airport,1392.891956606888,1702.4235025195298,1276.8176268896475,1160.7432971724065,3482.22989151722
Orlando International Airport,San Diego International Airport,3845.031796577902,4699.483306928547,3524.61248019641,3204.193163814918,9612.579491444754
Orlando International Airport,Baltimore/Washington International Airport,1444.6651246218792,1765.7018189822968,1324.2763642367227,1203.887603851566,3611.662811554698
Orlando International Airport,Tampa International Airport,-1,-1,-1,-1,-1
Orlando International Airport,Austin-Bergstrom International Airport,1793.2848257310807,2191.7925647824322,1643.8444235868242,1494.4040214425672,4483.212064327702
Orlando International Airport,Washington Dulles International Airport,1391.5349732811956,1700.7649673436836,1275.5737255077627,1159.6124777343296,3478.837433202989
Orlando International Airport,Nashville International Airport,1118.7654164870112,1367.3799534841248,1025.5349651130937,932.304513739176,2796.913541217528
Orlando International Airport,Paris Charles de Gaulle Airport,-1,-1,-1,-1,21138.875278327905
Miami International Airport,Hartsfield-Jackson Atlanta International Airport,1080.565693302652,1320.6914029254638,990.5185521940978,900.4714110855433,2701.4142332566303
Miami International Airport,Dallas/Fort Worth International Airport,2023.6270793380615,2473.321985857631,1854.9914893932232,1686.3558994483844,5059.067698345154
Miami International Airport,Denver International Airport,3071.8261940745565,3754.454237202236,2815.8406779016773,2559.855161728797,7679.565485186391
Miami International Airport,O'Hare International Airport,2164.9811751933735,2646.0881030141236,1984.5660772605927,1804.1509793278112,5412.452937983434
Miami International Airport,Los Angeles International Airport,4185.679997826807,5115.831108454987,3836.87333134124,3488.066664855672,10464.199994567016
Miami International Airport,John F. Kennedy International Airport,2003.4058448920946,2448.6071437570045,1836.4553578177536,1669.504870743412,5008.514612230237
Miami International Airport,Harry Reid International Airport,3891.3874581316054,4756.1402266052955,3567.105169953972,3242.8228817763375,9728.468645329012
Miami International Airport,Orlando International Airport,349.8494678553607,427.59379404544086,320.6953455340807,291.54122321280056,874.6236696384017
Miami International Airport,Charlotte Douglas International Airport,1181.486637867553,1444.0392240603428,1083.029418045257,984.5721982229608,2953.7165946688824
Miami International Airport,Seattle-Tacoma International Airport,4857.445349321004,5936.8776491701165,4452.658236877588,4047.87112443417,12143.61337330251
Miami International Airport,Phoenix Sky Harbor International Airport,3533.9611882407758,4319.2858967387265,3239.4644225540446,2944.967656867313,8834.90297060194
Miami International Airport,Newark Liberty International Airport,1995.796444667503,2439.306765704726,1829.4800742785446,1663.1637038895858,4989.491111668757
Miami International Airport,San Francisco International Airport,4612.633815266397,5637.663551992262,4228.247663994197,3843.8615127219964,11531.584538165991
Miami International Airport,George Bush Intercontinental Airport,1741.9289540704963,2129.0242771972735,1596.768207897955,1451.6074617254135,4354.8223851762405
Miami International Airport,Logan International Airport,2314.7126116017007,2829.093191957634,2121.8198939682256,1928.9271763347501,5786.781529004251
Miami International Airport,Fort Lauderdale-Hollywood International Airport,-1,-1,-1,-1,-1
Miami International Airport,Minneapolis-Saint Paul International Airport,2705.9658681214737,3307.2916165929128,2480.4687124446846,2254.9715567678945,6764.914670303684
Miami International Airport,LaGuardia Airport,2015.7271520031848,2463.6665191150037,1847.7498893362529,1679.7726266693205,5039.317880007962
Miami International Airport,Detroit Metropolitan Airport,2072.226207620983,2532.720920425646,1899.5406903192347,1726.8551730174859,5180.565519052458
Miami International Airport,Philadelphia International Airport,1861.8610271882499,2275.607922118972,1706.7059415892293,1551.5508559902082,4654.652567970625
Miami International Airport,Salt Lake City International Airport,3742.265280088654,4573.879786775022,3430.409840081267,3118.5544000738782,9355.663200221636
Miami International Airport,Ronald Reagan Washington National Airport,1688.9218643309794,2064.2378341823082,1548.1783756367313,1407.4348869424828,4222.304660827448
Miami International Airport,San Diego International Airport,4055.2192031183513,4956.379026033541,3717.2842695251557,3379.349335931959,10138.048007795878
Miami International Airport,Baltimore/Washington International Airport,1737.8795643000237,2124.0750230333624,1593.056267275022,1448.2329702500197,4344.698910750059
Miami International Airport,Tampa International Airport,372.370529453548,455.1195359987809,341.3396519990857,310.3087745446233,930.92632363387
Miami International Airport,Austin-Bergstrom International Airport,1990.5556761775294,2432.901381994758,1824.6760364960687,1658.7963968146078,4976.389190443823
Miami International Airport,Washington Dulles International Airport,1692.976819559424,2069.1938905726297,1551.8954179294722,1410.81401629952,4232.44204889856
Miami International Airport,Nashville International Airport,1461.7447432128386,1786.576908371247,1339.9326812784354,1218.1206193440319,3654.3618580320963
Miami International Airport,Paris Charles de Gaulle Airport,-1,-1,-1,-1,21535.56105659455
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,411.4042883363098,502.82746352215645,377.12059764161734,342.8369069469248,1028.5107208407744
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,1689.2091234220718,2064.5889286269767,1548.4416964702325,1407.674269518393,4223.022808555179
Charlotte Douglas International Airport,Denver International Airport,2406.4206938079114,2941.1808479874476,2205.885635990586,2005.3505781732595,6016.051734519779
Charlotte Douglas International Airport,O'Hare International Airport,1086.4879139207103,1327.9296725697573,995.947254427318,905.4065949339252,2716.219784801776
Charlotte Douglas International Airport,Los Angeles International Airport,3800.7738621463177,4645.390275956611,3484.0427069674583,3167.311551788598,9501.934655365794
Charlotte Douglas International Airport,John F. Kennedy International Airport,989.3797328020752,1209.2418956469808,906.9314217352356,824.4831106683959,2473.449332005188
Charlotte Douglas International Airport,Harry Reid International Airport,3431.317306386327,4193.832263361066,3145.3741975208,2859.431088655272,8578.293265965816
Charlotte Douglas International Airport,Orlando International Airport,852.0704959881355,1041.41949509661,781.0646213224576,710.0587466567796,2130.176239970339
Charlotte Douglas International Airport,Miami International Airport,1192.689088735997,1457.7311084551075,1093.2983313413306,993.9075739466641,2981.7227218399926
Charlotte Douglas International Airport,Seattle-Tacoma International Airport,4072.22689256421,4977.166202022924,3732.8746515171933,3393.522410470175,10180.567231410525
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,3180.24009880319,3886.9601207594546,2915.220090569591,2650.2000823359913,7950.600247007975
Charlotte Douglas International Airport,Newark Liberty International Airport,965.9041358551383,1180.5494993785026,885.4121245338769,804.9201132126152,2414.760339637846
Charlotte Douglas International Airport,San Francisco International Airport,4101.718135109677,5013.211054022939,3759.908290517204,3418.09844592473,10254.295337774192
Charlotte Douglas International Airport,George Bush Intercontinental Airport,1647.517073367612,2013.6319785604148,1510.2239839203112,1372.9308944730099,4118.79268341903
Charlotte Douglas International Airport,Logan International Airport,1331.4747509262095,1627.3580289098118,1220.5185216823588,1109.562292438508,3328.686877315524
Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,1158.2786469340188,1415.6739018082453,1061.755426356184,965.232205778349,2895.696617335047
Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,1680.33937949868,2053.7481304983867,1540.3110978737902,1400.2828162489,4200.8484487467
Charlotte Douglas International Airport,LaGuardia Airport,993.9186823132137,1214.7895006050392,911.0921254537793,828.2655685943447,2484.796705783034
Charlotte Douglas International Airport,Detroit Metropolitan Airport,908.0406879376118,1109.8275074793032,832.3706306094775,756.700573281343,2270.1017198440295
Charlotte Douglas International Airport,Philadelphia International Airport,819.116409423782,1001.1422781846226,750.8567086384669,682.5970078531516,2047.791023559455
Charlotte Douglas International Airport,Salt Lake City International Airport,3098.6865379628744,3787.2835463990687,2840.462659799302,2582.238781635728,7746.716344907186
Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,604.0874810292563,738.3291434802022,553.7468576101517,503.40623419104685,1510.2187025731407
Charlotte Douglas International Airport,San Diego International Airport,3717.051467336526,4543.0629045224205,3407.2971783918156,3097.5428894471047,9292.628668341315
Charlotte Douglas International Airport,Baltimore/Washington International Airport,659.1874955389109,805.6736056586689,604.2552042440017,549.3229129490923,1647.9687388472769
Charlotte Douglas International Airport,Tampa International Airport,922.5933455954597,1127.6140890611175,845.7105667958382,768.8277879962164,2306.483363988649
Charlotte Douglas International Airport,Austin-Bergstrom International Airport,1861.917905787246,2275.677440406634,1706.7580803049755,1551.5982548227048,4654.794764468114
Charlotte Douglas International Airport,Washington Dulles International Airport,587.5637060661143,718.1334185252508,538.6000638939381,489.63642172176185,1468.9092651652854
Charlotte Douglas International Airport,Nashville International Airport,595.0685496181866,727.3060050888947,545.479503816671,495.8904580151554,1487.6713740454663
Charlotte Douglas International Airport,Paris Charles de Gaulle Airport,-1,-1,-1,-1,19522.6475316559
Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,4027.462131004171,4922.453715671765,3691.840286753824,3356.2184425034757,10068.655327510427
Seattle-Tacoma International Airport,Dallas/Fort Worth International Airport,3054.3737243431037,3733.1234408637933,2799.8425806478454,2545.311436952586,7635.934310857759
Seattle-Tacoma International Airport,Denver International Airport,1874.888708273795,2291.5306434457493,1718.647982584312,1562.407256894829,4687.221770684488
Seattle-Tacoma International Airport,O'Hare International Airport,3162.610524129336,3865.4128628247445,2899.0596471185586,2635.50877010778,7906.526310323341
Seattle-Tacoma International Airport,Los Angeles International Airport,1750.4140132711561,2139.394905109191,1604.5461788318933,1458.67834439263,4376.03503317789
Seattle-Tacoma International Airport,John F. Kennedy International Airport,4473.310335304588,5467.379298705609,4100.534474029207,3727.7586127538234,11183.27583826147
Seattle-Tacoma International Airport,Harry Reid International Airport,1587.8625755171968,1940.7209256321296,1455.5406942240973,1323.2188129309973,3969.656438792992
Seattle-Tacoma International Airport,Orlando International Airport,4729.457220599941,5780.447714066595,4335.335785549946,3941.2143504999503,11823.643051499852
Seattle-Tacoma International Airport,Miami International Airport,5052.627931279199,6175.434138230133,4631.5756036726,4210.523276065999,12631.569828197999
Seattle-Tacoma International Airport,Charlotte Douglas International Airport,4208.504571844049,5143.727810031615,3857.795857523711,3507.087143203373,10521.26142961012
Seattle-Tacoma International Airport,Phoenix Sky Harbor International Airport,2031.7718992165467,2483.2767657091126,1862.4575742818345,1693.143249347122,5079.429748041366
Seattle-Tacoma International Airport,Newark Liberty International Airport,4435.424116417991,5421.073920066434,4065.8054400498254,3696.1867636816587,11088.560291044976
Seattle-Tacoma International Airport,San Francisco International Airport,1230.266287058009,1503.6587952931225,1127.744096469842,1025.2219058816743,3075.6657176450226
Seattle-Tacoma International Airport,George Bush Intercontinental Airport,3454.2672451386165,4221.882188502754,3166.4116413770653,2878.5560376155136,8635.66811284654
Seattle-Tacoma International Airport,Logan International Airport,4612.459206007044,5637.450140675276,4228.087605506457,3843.7160050058696,11531.14801501761
Seattle-Tacoma International Airport,Fort Lauderdale-Hollywood International Airport,5037.972192771672,6157.521568943154,4618.141176707366,4198.310160643059,12594.93048192918
Seattle-Tacoma International Airport,Minneapolis-Saint Paul International Airport,2565.736145815744,3135.8997337747983,2351.924800331099,2138.1134548464534,6414.34036453936
Seattle-Tacoma International Airport,LaGuardia Airport,4457.064867019614,5447.523726357306,4085.64279476798,3714.2207225163447,11142.662167549035
Seattle-Tacoma International Airport,Detroit Metropolitan Airport,3547.7111133047315,4336.091360705783,3252.068520529337,2956.4259277539427,8869.277783261829
Seattle-Tacoma International Airport,Philadelphia International Airport,4392.625559350362,5368.764572539331,4026.5734294044987,3660.5212994586345,10981.563898375904
Seattle-Tacoma International Airport,Salt Lake City International Airport,1257.745104210934,1537.2440162578082,1152.933012193356,1048.120920175778,3144.3627605273346
Seattle-Tacoma International Airport,Ronald Reagan Washington National Airport,4299.747202343775,5255.246580642392,3941.4349354817937,3583.122668619812,10749.368005859436
Seattle-Tacoma International Airport,San Diego International Airport,1928.8774713688144,2357.5169094507733,1768.13768208808,1607.3978928073452,4822.193678422036
Seattle-Tacoma International Airport,Baltimore/Washington International Airport,4311.4580646733475,5269.559856822981,3952.1698926172357,3592.8817205611226,10778.64516168337
Seattle-Tacoma International Airport,Tampa International Airport,4666.297316529502,5703.25227575828,4277.439206818711,3888.581097107918,11665.743291323755
Seattle-Tacoma International Airport,Austin-Bergstrom International Airport,3262.4769640308887,3987.471844926642,2990.603883694982,2718.730803359074,8156.192410077222
Seattle-Tacoma International Airport,Washington Dulles International Airport,4256.473537873842,5202.356546290252,3901.767409717689,3547.061281561535,10641.183844684605
Seattle-Tacoma International Airport,Nashville International Airport,3644.60975819763,4454.523037797104,3340.892278347828,3037.1747984980248,9111.524395494076
Seattle-Tacoma International Airport,Paris Charles de Gaulle Airport,-1,-1,-1,-1,23584.187963557735
Phoenix Sky Harbor International Airport,Hartsfield-Jackson Atlanta International Airport,2916.417048072814,3564.5097254223283,2673.3822940667465,2430.347540060678,7291.042620182035
Phoenix Sky Harbor International Airport,Dallas/Fort Worth International Airport,1585.9018395150733,1938.3244705184231,1453.7433528888173,1321.584866262561,3964.7545987876833
Phoenix Sky Harbor International Airport,Denver International Airport,1099.4738419993525,1343.8013624436533,1007.8510218327399,916.228201666127,2748.684604998381
Phoenix Sky Harbor International Airport,O'Hare International Airport,2643.781922531438,3231.289016427313,2423.4667623204846,2203.1516021095313,6609.454806328594
Phoenix Sky Harbor International Airport,Los Angeles International Airport,670.8922187528104,819.9793784756572,614.9845338567429,559.0768489606753,1677.230546882026
Phoenix Sky Harbor International Airport,John F. Kennedy International Airport,3972.606200298755,4855.407578142923,3641.5556836071923,3310.5051669156287,9931.515500746887
Phoenix Sky Harbor International Airport,Harry Reid International Airport,463.964282970886,567.0674569644164,425.30059272331226,386.63690247573834,1159.9107074272151
Phoenix Sky Harbor International Airport,Orlando International Airport,3404.21446627809,4160.706569895444,3120.529927421583,2836.845388565075,8510.536165695226
Phoenix Sky Harbor International Airport,Miami International Airport,3636.134441779369,4444.1643177303395,3333.123238297755,3030.1120348161403,9090.33610444842
Phoenix Sky Harbor International Airport,Charlotte Douglas International Airport,3262.7414579430183,3987.7951152636892,2990.846336447767,2718.951214952515,8156.853644857545
Phoenix Sky Harbor International Airport,Seattle-Tacoma International Airport,1999.4746124758638,2443.802304137167,1832.8517281028753,1666.2288437298862,4998.686531189659
Phoenix Sky Harbor International Airport,Newark Liberty International Airport,3933.753804595076,4807.921316727316,3605.9409875454867,3278.1281704958965,9834.38451148769
Phoenix Sky Harbor International Airport,San Francisco International Airport,1178.4036067999239,1440.2710749776847,1080.2033062332637,982.0030056666031,2946.00901699981
Phoenix Sky Harbor International Airport,George Bush Intercontinental Airport,1846.5817325418582,2256.933228662271,1692.6999214967034,1538.8181104515484,4616.454331354646
Phoenix Sky Harbor International Airport,Logan International Airport,4247.40666575782,5191.274813704003,3893.4561102780017,3539.505554798183,10618.516664394549
Phoenix Sky Harbor International Airport,Fort Lauderdale-Hollywood International Airport,3635.944421317666,4443.93207049937,3332.9490528745278,3029.953684431388,9089.861053294166
Phoenix Sky Harbor International Airport,Minneapolis-Saint Paul International Airport,2343.093578578873,2863.781040485289,2147.835780363967,1952.5779821490605,5857.733946447182
Phoenix Sky Harbor International Airport,LaGuardia Airport,3963.6793260465265,4844.496954056866,3633.3727155426495,3303.0661050387716,9909.198315116317
Phoenix Sky Harbor International Airport,Detroit Metropolitan Airport,3072.8299268565747,3755.6810217135917,2816.7607662851938,2560.691605713812,7682.074817141436
Phoenix Sky Harbor International Airport,Philadelphia International Airport,3826.350882859584,4676.651079050603,3507.4883092879522,3188.62573571632,9565.87720714896
Phoenix Sky Harbor International Airport,Salt Lake City International Airport,928.245041190609,1134.5217170107444,850.8912877580583,773.5375343255074,2320.6126029765223
Phoenix Sky Harbor International Airport,Ronald Reagan Washington National Airport,3645.746259343571,4455.912094753254,3341.9340710649403,3038.121882786309,9114.365648358928
Phoenix Sky Harbor International Airport,San Diego International Airport,552.7709274886441,675.6089113750096,506.7066835312572,460.6424395738701,1381.9273187216104
Phoenix Sky Harbor International Airport,Baltimore/Washington International Airport,3683.2574452937993,4501.759099803533,3376.3193248526495,3069.3812044114993,9208.143613234499
Phoenix Sky Harbor International Airport,Tampa International Airport,3291.9146781255436,4023.4512732645535,3017.5884549484153,2743.262231771286,8229.786695313858
Phoenix Sky Harbor International Airport,Austin-Bergstrom International Airport,1594.9167079699255,1949.3426430743536,1462.0069823057652,1329.0972566416044,3987.2917699248137
Phoenix Sky Harbor International Airport,Washington Dulles International Airport,3603.6737919416364,4404.490190150889,3303.367642613167,3003.0614932846966,9009.18447985409
Phoenix Sky Harbor International Airport,Nashville International Airport,2659.024008100792,3249.9182321231906,2437.438674092393,2215.8533400839933,6647.56002025198
Phoenix Sky Harbor International Airport,Paris Charles de Gaulle Airport,-1,-1,-1,-1,25869.38335615007
Newark Liberty International Airport,Hartsfield-Jackson Atlanta International Airport,1349.4385741285587,1649.313812823794,1236.9853596178457,1124.5321451071322,3373.5964353213967
Newark Liberty International Airport,Dallas/Fort Worth International Airport,2469.7728890750705,3018.611308869531,2263.9584816521483,2058.144074229225,6174.432222687677
Newark Liberty International Airport,Denver International Airport,2880.534499007631,3520.6532765648826,2640.489957423662,2400.4454158396925,7201.336247519077
Newark Liberty International Airport,O'Hare International Airport,1298.7857379120273,1587.4047907813667,1190.553593086025,1082.3214482600226,3246.964344780068
Newark Liberty International Airport,Los Angeles International Airport,4378.660928367103,5351.696690226459,4013.7725176698445,3648.8841069725854,10946.652320917758
Newark Liberty International Airport,John F. Kennedy International Airport,-1,-1,-1,-1,-1
Newark Liberty International Airport,Harry Reid International Airport,3979.1514740079315,4863.4073571208055,3647.5555178406044,3315.959561673276,9947.878685019828
Newark Liberty International Airport,Orlando International Airport,1698.5042027463,2075.949581134367,1556.9621858507753,1415.42016895525,4246.26050686575
Newark Liberty International Airport,Miami International Airport,1964.6240670075897,2401.2071930092766,1800.9053947569573,1637.1867225063245,4911.560167518974
Newark Liberty International Airport,Charlotte Douglas International Airport,958.5437659007773,1171.5534916565057,878.6651187423793,798.786471583981,2396.359414751943
Newark Liberty International Airport,Seattle-Tacoma International Airport,4284.313774585016,5236.383502270575,3927.287626702932,3570.2614788208466,10710.78443646254
Newark Liberty International Airport,Phoenix Sky Harbor International Airport,3814.4406442408613,4662.0941207388305,3496.570590554123,3178.700536867384,9536.101610602153
Newark Liberty International Airport,San Francisco International Airport,4572.3537197158785,5588.432324097184,4191.324243072889,3810.294766429898,11430.884299289695
Newark Liberty International Airport,George Bush Intercontinental Airport,2519.241027833148,3079.072367351626,2309.3042755137194,2099.36752319429,6298.10256958287
Newark Liberty International Airport,Logan International Airport,365.0510558999945,446.17351276665994,334.630134574995,304.2092132499954,912.6276397499862
Newark Liberty International Airport,Fort Lauderdale-Hollywood International Airport,1927.3515742345783,2355.651924064485,1766.7389430483636,1606.1263118621484,4818.378935586446
Newark Liberty International Airport,Minneapolis-Saint Paul International Airport,1816.2861828336122,2219.905334574415,1664.9290009308115,1513.5718190280102,4540.71545708403
Newark Liberty International Airport,LaGuardia Airport,-1,-1,-1,-1,-1
Newark Liberty International Airport,Detroit Metropolitan Airport,882.2646675072866,1078.323482508906,808.7426118816795,735.2205562560721,2205.6616687682167
Newark Liberty International Airport,Philadelphia International Airport,-1,-1,-1,-1,-1
Newark Liberty International Airport,Salt Lake City International Airport,3524.1605203939876,4307.307302703763,3230.4804770278224,2936.800433661656,8810.40130098497
Newark Liberty International Airport,Ronald Reagan Washington National Airport,360.8827076363693,441.0788648888958,330.8091486666719,300.7355896969744,902.2067690909231
Newark Liberty International Airport,San Diego International Airport,4329.462164221417,5291.564867381731,3968.6736505362987,3607.88513685118,10823.655410553542
Newark Liberty International Airport,Baltimore/Washington International Airport,306.78052738509575,374.9539779151171,281.2154834363378,255.65043948757977,766.9513184627394
Newark Liberty International Airport,Tampa International Airport,1805.030974964891,2206.148969401533,1654.6117270511502,1504.1924791374088,4512.577437412227
Newark Liberty International Airport,Austin-Bergstrom International Airport,2703.7324898854163,3304.5619320821756,2478.421449061632,2253.1104082378465,6759.33122471354
Newark Liberty International Airport,Washington Dulles International Airport,385.0828889232594,470.65686423953935,352.9926481796545,320.9024074360495,962.7072223081486
Newark Liberty International Airport,Nashville International Airport,1350.9134579587287,1651.116448616224,1238.3373364621682,1125.7612149656072,3377.2836448968214
Newark Liberty International Airport,Paris Charles de Gaulle Airport,6799.433306824034,-1,-1,5666.194422353361,16998.583267060083
San Francisco International Airport,Hartsfield-Jackson Atlanta International Airport,3946.0074147913174,4822.89795141161,3617.1734635587077,3288.3395123260975,9865.018536978292
San Francisco International Airport,Dallas/Fort Worth International Airport,2688.8508746460943,3286.3732912341156,2464.7799684255865,2240.709062205078,6722.127186615236
San Francisco International Airport,Denver International Airport,1768.9453455511052,2162.0443112291287,1621.5332334218465,1474.1211212925875,4422.363363877763
San Francisco International Airport,O'Hare International Airport,3397.763208778251,4152.821699617863,3114.616274713397,2831.469340648542,8494.408021945626
San Francisco International Airport,Los Angeles International Airport,616.2318855449507,753.1723045549398,564.8792284162049,513.526571287459,1540.5797138623768
San Francisco International Airport,John F. Kennedy International Airport,4784.723492249194,5847.995379415682,4385.996534561761,3987.269576874328,11961.808730622985
San Francisco International Airport,Harry Reid International Airport,755.1981433287383,923.019952957347,692.2649647180102,629.3317861072819,1887.9953583218457
San Francisco International Airport,Orlando International Airport,4524.094420131936,5529.448735716811,4147.086551787608,3770.0786834432797,11310.236050329839
San Francisco International Airport,Miami International Airport,4788.275272889789,5852.336444643077,4389.252333482308,3990.2293940748245,11970.688182224474
San Francisco International Airport,Charlotte Douglas International Airport,4240.0109080326565,5182.235554262136,3886.6766656966024,3533.342423360547,10600.027270081642
San Francisco International Airport,Seattle-Tacoma International Airport,1242.4176372662853,1518.510445547682,1138.8828341607616,1035.3480310552375,3106.0440931657126
San Francisco International Airport,Phoenix Sky Harbor International Airport,1189.5473924329783,1453.8912574180847,1090.4184430635635,991.2894936941485,2973.8684810824457
San Francisco International Airport,Newark Liberty International Airport,4744.882494828309,5799.300827012377,4349.4756202592835,3954.068745690257,11862.206237070772
San Francisco International Airport,George Bush Intercontinental Airport,3007.190939287899,3675.4555924629876,2756.591694347241,2505.992449406582,7517.977348219747
San Francisco International Airport,Logan International Airport,5006.957214558598,6119.614373349398,4589.710780012048,4172.464345465498,12517.393036396494
San Francisco International Airport,Fort Lauderdale-Hollywood International Airport,4784.004304724265,5847.116372440769,4385.337279330577,3986.6702539368875,11960.010761810663
San Francisco International Airport,Minneapolis-Saint Paul International Airport,2920.6557439172316,3569.6903536766167,2677.2677652574625,2433.879786597693,7301.639359793079
San Francisco International Airport,LaGuardia Airport,4772.146742788379,5832.623796741353,4374.467847556014,3976.7889523236486,11930.366856970946
San Francisco International Airport,Detroit Metropolitan Airport,3832.6143368717912,4684.306411732189,3513.229808799142,3193.8452807264925,9581.535842179477
San Francisco International Airport,Philadelphia International Airport,4662.616968663706,5698.754072811196,4274.065554608397,3885.514140553088,11656.542421659264
San Francisco International Airport,Salt Lake City International Airport,1092.5816636848879,1335.3775889481965,1001.5331917111473,910.4847197374065,2731.4541592122196
San Francisco International Airport,Ronald Reagan Washington National Airport,4514.09821317194,5517.231149432371,4137.923362074279,3761.748510976616,11285.24553292985
San Francisco International Airport,San Diego International Airport,815.8690120492216,997.1732369490487,747.8799277117865,679.8908433743512,2039.672530123054
San Francisco International Airport,Baltimore/Washington International Airport,4541.66674152831,5550.9260174234905,4163.194513067619,3784.722284606925,11354.166853820776
San Francisco International Airport,Tampa International Airport,4424.328320304647,5407.512391483457,4055.634293612593,3686.9402669205383,11060.820800761616
San Francisco International Airport,Austin-Bergstrom International Airport,2763.657248686016,3377.8033039495754,2533.3524779621816,2303.0477072383464,6909.14312171504
San Francisco International Airport,Washington Dulles International Airport,4469.861880707922,5463.164520865238,4097.373390648929,3724.8849005899347,11174.654701769805
San Francisco International Airport,Nashville International Airport,3626.7761516256337,4432.726407542442,3324.544805656831,3022.3134596880277,9066.940379064084
San Francisco International Airport,Paris Charles de Gaulle Airport,-1,-1,-1,-1,26364.692344135296
George Bush Intercontinental Airport,Hartsfield-Jackson Atlanta International Airport,1258.615980022255,1538.3084200272006,1153.7313150204004,1048.8466500185457,3146.5399500556373
George Bush Intercontinental Airport,Dallas/Fort Worth International Airport,407.3751006892758,497.9029008424483,373.42717563183623,339.4792505743965,1018.4377517231895
George Bush Intercontinental Airport,Denver International Airport,1558.62493182073,1904.986027780892,1428.739520835669,1298.854109850608,3896.5623295518244
George Bush Intercontinental Airport,O'Hare International Airport,1696.6371615613543,2073.667641908322,1555.2507314312415,1413.8643013011285,4241.592903903385
George Bush Intercontinental Airport,Los Angeles International Airport,2480.6814896074666,3031.9440428535704,2273.9580321401777,2067.2345746728884,6201.7037240186655
George Bush Intercontinental Airport,John F. Kennedy International Airport,2602.850667882942,3181.2619274124854,2385.946445559364,2169.042223235785,6507.126669707355
George Bush Intercontinental Airport,Harry Reid International Airport,2200.102048299681,2689.013614588499,2016.7602109413745,1833.4183735830673,5500.255120749202
George Bush Intercontinental Airport,Orlando International Airport,1561.7116279653592,1908.7586564021058,1431.5689923015793,1301.426356637799,3904.2790699133975
