Origin Airport,Destination Airport,Aircraft,Flight Time (Minutes)
San Diego International Airport,Los Angeles International Airport,Boeing 767-800,53.1974960023467
San Diego International Airport,Los Angeles International Airport,Airbus A200-100,51.09487227845193
San Diego International Airport,Los Angeles International Airport,Airbus A220-300,51.09487227845193
San Diego International Airport,John F. Kennedy International Airport,Boeing 737-600,346.4509488169277
San Diego International Airport,John F. Kennedy International Airport,Boeing 767-800,346.4509488169277
San Diego International Airport,John F. Kennedy International Airport,Airbus A200-100,367.5957293512191
San Diego International Airport,John F. Kennedy International Airport,Airbus A220-300,367.5957293512191
San Diego International Airport,Harry Reid International Airport,Boeing 737-600,88.62706692143067
San Diego International Airport,Harry Reid International Airport,Boeing 767-800,88.62706692143067
San Diego International Airport,Harry Reid International Airport,Airbus A200-100,88.7927275335643
San Diego International Airport,Harry Reid International Airport,Airbus A220-300,88.7927275335643
San Diego International Airport,Orlando International Airport,Boeing 737-600,312.88442078384094
San Diego International Airport,Orlando International Airport,Boeing 767-800,312.88442078384094
San Diego International Airport,Orlando International Airport,Airbus A200-100,331.07720428755465
San Diego International Airport,Orlando International Airport,Airbus A220-300,331.07720428755465
San Diego International Airport,Miami International Airport,Boeing 737-600,326.3904243252701
San Diego International Airport,Miami International Airport,Boeing 767-800,326.3904243252701
San Diego International Airport,Miami International Airport,Airbus A200-100,345.77098877284465
San Diego International Airport,Miami International Airport,Airbus A220-300,345.77098877284465
San Diego International Airport,Charlotte Douglas International Airport,Boeing 737-600,304.68360863285585
San Diego International Airport,Charlotte Douglas International Airport,Boeing 767-800,304.68360863285585
San Diego International Airport,Charlotte Douglas International Airport,Airbus A200-100,322.1551744671648
San Diego International Airport,Charlotte Douglas International Airport,Airbus A220-300,322.1551744671648
San Diego International Airport,Seattle-Tacoma International Airport,Boeing 737-600,181.4671925161831
San Diego International Airport,Seattle-Tacoma International Airport,Boeing 767-800,181.4671925161831
San Diego International Airport,Seattle-Tacoma International Airport,Airbus A200-100,188.95008940716582
San Diego International Airport,Seattle-Tacoma International Airport,Airbus A220-300,188.95008940716582
San Diego International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,93.57511755474067
San Diego International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,93.57511755474067
San Diego International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,94.1759328174322
San Diego International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,94.1759328174322
San Diego International Airport,Newark Liberty International Airport,Boeing 737-600,344.0828413611303
San Diego International Airport,Newark Liberty International Airport,Boeing 767-800,344.0828413611303
San Diego International Airport,Newark Liberty International Airport,Airbus A200-100,365.01935948083093
San Diego International Airport,Newark Liberty International Airport,Airbus A220-300,365.01935948083093
San Diego International Airport,San Francisco International Airport,Boeing 737-600,115.81126411138672
San Diego International Airport,San Francisco International Airport,Boeing 767-800,115.81126411138672
San Diego International Airport,San Francisco International Airport,Airbus A200-100,117.52007243712546
San Diego International Airport,San Francisco International Airport,Airbus A220-300,117.52007243712546
San Diego International Airport,George Bush Intercontinental Airport,Boeing 737-600,211.0767288414857
San Diego International Airport,George Bush Intercontinental Airport,Boeing 767-800,211.0767288414857
San Diego International Airport,George Bush Intercontinental Airport,Airbus A200-100,221.1636264567292
San Diego International Airport,George Bush Intercontinental Airport,Airbus A220-300,221.1636264567292
San Diego International Airport,Logan International Airport,Boeing 737-600,362.53318697003675
San Diego International Airport,Logan International Airport,Boeing 767-800,362.53318697003675
San Diego International Airport,Logan International Airport,Airbus A200-100,385.09231453557993
San Diego International Airport,Logan International Airport,Airbus A220-300,385.09231453557993
San Diego International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,326.46317231280767
San Diego International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,326.46317231280767
San Diego International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,345.85013455770525
San Diego International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,345.85013455770525
San Diego International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,243.70768162187716
San Diego International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,243.70768162187716
San Diego International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,255.8167400411889
San Diego International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,255.8167400411889
San Diego International Airport,LaGuardia Airport,Boeing 737-600,345.87027320503836
San Diego International Airport,LaGuardia Airport,Boeing 767-800,345.87027320503836
San Diego International Airport,LaGuardia Airport,Airbus A200-100,366.96398641773084
San Diego International Airport,LaGuardia Airport,Airbus A220-300,366.96398641773084
San Diego International Airport,Detroit Metropolitan Airport,Boeing 737-600,291.16496797795094
San Diego International Airport,Detroit Metropolitan Airport,Boeing 767-800,291.16496797795094
San Diego International Airport,Detroit Metropolitan Airport,Airbus A200-100,307.4476415017
San Diego International Airport,Detroit Metropolitan Airport,Airbus A220-300,307.4476415017
San Diego International Airport,Philadelphia International Airport,Boeing 737-600,337.8254434350807
San Diego International Airport,Philadelphia International Airport,Boeing 767-800,337.8254434350807
San Diego International Airport,Philadelphia International Airport,Airbus A200-100,358.2116567964627
San Diego International Airport,Philadelphia International Airport,Airbus A220-300,358.2116567964627
San Diego International Airport,Salt Lake City International Airport,Boeing 737-600,136.0348293885955
San Diego International Airport,Salt Lake City International Airport,Boeing 767-800,136.0348293885955
San Diego International Airport,Salt Lake City International Airport,Airbus A200-100,139.52219236815995
San Diego International Airport,Salt Lake City International Airport,Airbus A220-300,139.52219236815995
San Diego International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,327.17248806140816
San Diego International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,327.17248806140816
San Diego International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,346.6218308415087
San Diego International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,346.6218308415087
San Diego International Airport,Baltimore/Washington International Airport,Boeing 737-600,329.3572783107751
San Diego International Airport,Baltimore/Washington International Airport,Boeing 767-800,329.3572783107751
San Diego International Airport,Baltimore/Washington International Airport,Airbus A200-100,348.9987617353358
San Diego International Airport,Baltimore/Washington International Airport,Airbus A220-300,348.9987617353358
San Diego International Airport,Tampa International Airport,Boeing 737-600,305.91305119899243
San Diego International Airport,Tampa International Airport,Boeing 767-800,305.91305119899243
San Diego International Airport,Tampa International Airport,Airbus A200-100,323.4927399467264
San Diego International Airport,Tampa International Airport,Airbus A220-300,323.4927399467264
San Diego International Airport,Austin-Bergstrom International Airport,Boeing 737-600,195.62734807165538
San Diego International Airport,Austin-Bergstrom International Airport,Boeing 767-800,195.62734807165538
San Diego International Airport,Austin-Bergstrom International Airport,Airbus A200-100,204.35555508559958
San Diego International Airport,Austin-Bergstrom International Airport,Airbus A220-300,204.35555508559958
San Diego International Airport,Washington Dulles International Airport,Boeing 737-600,324.60065233715306
San Diego International Airport,Washington Dulles International Airport,Boeing 767-800,324.60065233715306
San Diego International Airport,Washington Dulles International Airport,Airbus A200-100,343.8238158885395
San Diego International Airport,Washington Dulles International Airport,Airbus A220-300,343.8238158885395
San Diego International Airport,Nashville International Airport,Boeing 737-600,268.0466645974147
San Diego International Airport,Nashville International Airport,Boeing 767-800,268.0466645974147
San Diego International Airport,Nashville International Airport,Airbus A200-100,282.2962066973814
San Diego International Airport,Nashville International Airport,Airbus A220-300,282.2962066973814
San Diego International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,723.2845138832955
San Diego International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,723.2845138832955
San Diego International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,777.5697956931866
San Diego International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,777.5697956931866
Baltimore/Washington International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,131.95417433168785
Baltimore/Washington International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,131.95417433168785
Baltimore/Washington International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,134.90677614518034
Baltimore/Washington International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,134.90677614518034
Baltimore/Washington International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,201.13144031067753
Baltimore/Washington International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,201.13144031067753
Baltimore/Washington International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,210.1678135393184
Baltimore/Washington International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,210.1678135393184
Baltimore/Washington International Airport,Denver International Airport,Boeing 737-600,230.4409985144439
Baltimore/Washington International Airport,Denver International Airport,Boeing 767-800,230.4409985144439
Baltimore/Washington International Airport,Denver International Airport,Airbus A200-100,242.05499099223016
Baltimore/Washington International Airport,Denver International Airport,Airbus A220-300,242.05499099223016
Baltimore/Washington International Airport,O'Hare International Airport,Boeing 737-600,137.02635296522104
Baltimore/Washington International Airport,O'Hare International Airport,Boeing 767-800,137.02635296522104
Baltimore/Washington International Airport,O'Hare International Airport,Airbus A200-100,140.39782884925154
Baltimore/Washington International Airport,O'Hare International Airport,Airbus A220-300,140.39782884925154
Baltimore/Washington International Airport,Los Angeles International Airport,Boeing 737-600,324.5454481528153
Baltimore/Washington International Airport,Los Angeles International Airport,Boeing 767-800,324.5454481528153
Baltimore/Washington International Airport,Los Angeles International Airport,Airbus A200-100,343.763756790757
Baltimore/Washington International Airport,Los Angeles International Airport,Airbus A220-300,343.763756790757
Baltimore/Washington International Airport,John F. Kennedy International Airport,Boeing 737-600,73.4416333529752
Baltimore/Washington International Airport,John F. Kennedy International Airport,Boeing 767-800,73.4416333529752
Baltimore/Washington International Airport,John F. Kennedy International Airport,Airbus A200-100,73.11937348699142
Baltimore/Washington International Airport,John F. Kennedy International Airport,Airbus A220-300,73.11937348699142
Baltimore/Washington International Airport,Harry Reid International Airport,Boeing 737-600,300.82885908043806
Baltimore/Washington International Airport,Harry Reid International Airport,Boeing 767-800,300.82885908043806
Baltimore/Washington International Airport,Harry Reid International Airport,Airbus A200-100,317.9614202604335
Baltimore/Washington International Airport,Harry Reid International Airport,Airbus A220-300,317.9614202604335
Baltimore/Washington International Airport,Orlando International Airport,Boeing 737-600,153.044883431885
Baltimore/Washington International Airport,Orlando International Airport,Boeing 767-800,153.044883431885
Baltimore/Washington International Airport,Orlando International Airport,Airbus A200-100,158.02818989944626
Baltimore/Washington International Airport,Orlando International Airport,Airbus A220-300,158.02818989944626
Baltimore/Washington International Airport,Miami International Airport,Boeing 737-600,170.2817759376596
Baltimore/Washington International Airport,Miami International Airport,Boeing 767-800,170.2817759376596
Baltimore/Washington International Airport,Miami International Airport,Airbus A200-100,176.78097512559034
Baltimore/Washington International Airport,Miami International Airport,Airbus A220-300,176.78097512559034
Baltimore/Washington International Airport,Charlotte Douglas International Airport,Boeing 737-600,106.47586723362762
Baltimore/Washington International Airport,Charlotte Douglas International Airport,Boeing 767-800,106.47586723362762
Baltimore/Washington International Airport,Charlotte Douglas International Airport,Airbus A200-100,107.36367721735002
Baltimore/Washington International Airport,Charlotte Douglas International Airport,Airbus A220-300,107.36367721735002
Baltimore/Washington International Airport,Seattle-Tacoma International Airport,Boeing 737-600,325.0763167850618
Baltimore/Washington International Airport,Seattle-Tacoma International Airport,Boeing 767-800,325.0763167850618
Baltimore/Washington International Airport,Seattle-Tacoma International Airport,Airbus A200-100,344.3413124865113
Baltimore/Washington International Airport,Seattle-Tacoma International Airport,Airbus A220-300,344.3413124865113
Baltimore/Washington International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,289.5043267976816
Baltimore/Washington International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,289.5043267976816
Baltimore/Washington International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,305.6409557907548
Baltimore/Washington International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,305.6409557907548
Baltimore/Washington International Airport,Newark Liberty International Airport,Boeing 737-600,71.80438594676008
Baltimore/Washington International Airport,Newark Liberty International Airport,Boeing 767-800,71.80438594676008
Baltimore/Washington International Airport,Newark Liberty International Airport,Airbus A200-100,71.33813890770007
Baltimore/Washington International Airport,Newark Liberty International Airport,Airbus A220-300,71.33813890770007
Baltimore/Washington International Airport,San Francisco International Airport,Boeing 737-600,338.0259388200808
Baltimore/Washington International Airport,San Francisco International Airport,Boeing 767-800,338.0259388200808
Baltimore/Washington International Airport,San Francisco International Airport,Airbus A200-100,358.4297846807366
Baltimore/Washington International Airport,San Francisco International Airport,Airbus A220-300,358.4297846807366
Baltimore/Washington International Airport,George Bush Intercontinental Airport,Boeing 737-600,201.12931180480828
Baltimore/Washington International Airport,George Bush Intercontinental Airport,Boeing 767-800,201.12931180480828
Baltimore/Washington International Airport,George Bush Intercontinental Airport,Airbus A200-100,210.34138717077877
Baltimore/Washington International Airport,George Bush Intercontinental Airport,Airbus A220-300,210.34138717077877
Baltimore/Washington International Airport,Logan International Airport,Boeing 737-600,107.54047436677567
Baltimore/Washington International Airport,Logan International Airport,Boeing 767-800,107.54047436677567
Baltimore/Washington International Airport,Logan International Airport,Airbus A200-100,108.52191086714842
Baltimore/Washington International Airport,Logan International Airport,Airbus A220-300,108.52191086714842
Baltimore/Washington International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,168.06050484317075
Baltimore/Washington International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,168.06050484317075
Baltimore/Washington International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,174.3643550909735
Baltimore/Washington International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,174.3643550909735
Baltimore/Washington International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,168.74904330239275
Baltimore/Washington International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,168.74904330239275
Baltimore/Washington International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,175.11344683366465
Baltimore/Washington International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,175.11344683366465
Baltimore/Washington International Airport,LaGuardia Airport,Boeing 737-600,73.55806366773854
Baltimore/Washington International Airport,LaGuardia Airport,Boeing 767-800,73.55806366773854
Baltimore/Washington International Airport,LaGuardia Airport,Airbus A200-100,73.24604322666973
Baltimore/Washington International Airport,LaGuardia Airport,Airbus A220-300,73.24604322666973
Baltimore/Washington International Airport,Detroit Metropolitan Airport,Boeing 737-600,111.58941639706666
Baltimore/Washington International Airport,Detroit Metropolitan Airport,Boeing 767-800,111.58941639706666
Baltimore/Washington International Airport,Detroit Metropolitan Airport,Airbus A200-100,112.92693574397686
Baltimore/Washington International Airport,Detroit Metropolitan Airport,Airbus A220-300,112.92693574397686
Baltimore/Washington International Airport,Philadelphia International Airport,Boeing 737-600,53.1974960023467
Baltimore/Washington International Airport,Philadelphia International Airport,Boeing 767-800,53.1974960023467
Baltimore/Washington International Airport,Philadelphia International Airport,Airbus A200-100,51.09487227845193
Baltimore/Washington International Airport,Philadelphia International Airport,Airbus A220-300,51.09487227845193
Baltimore/Washington International Airport,Salt Lake City International Airport,Boeing 737-600,275.21943935011336
Baltimore/Washington International Airport,Salt Lake City International Airport,Boeing 767-800,275.21943935011336
Baltimore/Washington International Airport,Salt Lake City International Airport,Airbus A200-100,290.09978871588066
Baltimore/Washington International Airport,Salt Lake City International Airport,Airbus A220-300,290.09978871588066
Baltimore/Washington International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,53.1974960023467
Baltimore/Washington International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,53.1974960023467
Baltimore/Washington International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,51.09487227845193
Baltimore/Washington International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,51.09487227845193
Baltimore/Washington International Airport,San Diego International Airport,Boeing 737-600,321.02237155115364
Baltimore/Washington International Airport,San Diego International Airport,Boeing 767-800,321.02237155115364
Baltimore/Washington International Airport,San Diego International Airport,Airbus A200-100,339.93084440100455
Baltimore/Washington International Airport,San Diego International Airport,Airbus A220-300,339.93084440100455
Baltimore/Washington International Airport,Tampa International Airport,Boeing 737-600,158.9807766636424
Baltimore/Washington International Airport,Tampa International Airport,Boeing 767-800,158.9807766636424
Baltimore/Washington International Airport,Tampa International Airport,Airbus A200-100,164.4861132671981
Baltimore/Washington International Airport,Tampa International Airport,Airbus A220-300,164.4861132671981
Baltimore/Washington International Airport,Austin-Bergstrom International Airport,Boeing 737-600,212.60529380854805
Baltimore/Washington International Airport,Austin-Bergstrom International Airport,Boeing 767-800,212.60529380854805
Baltimore/Washington International Airport,Austin-Bergstrom International Airport,Airbus A200-100,222.82662055627037
Baltimore/Washington International Airport,Austin-Bergstrom International Airport,Airbus A220-300,222.82662055627037
Baltimore/Washington International Airport,Washington Dulles International Airport,Boeing 737-600,53.1974960023467
Baltimore/Washington International Airport,Washington Dulles International Airport,Boeing 767-800,53.1974960023467
Baltimore/Washington International Airport,Washington Dulles International Airport,Airbus A200-100,51.09487227845193
Baltimore/Washington International Airport,Washington Dulles International Airport,Airbus A220-300,51.09487227845193
Baltimore/Washington International Airport,Nashville International Airport,Boeing 737-600,131.02969984252752
Baltimore/Washington International Airport,Nashville International Airport,Boeing 767-800,131.02969984252752
Baltimore/Washington International Airport,Nashville International Airport,Airbus A200-100,134.07688838572827
Baltimore/Washington International Airport,Nashville International Airport,Airbus A220-300,134.07688838572827
Baltimore/Washington International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,503.1840694719799
Baltimore/Washington International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,503.1840694719799
Baltimore/Washington International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,538.1126916449075
Baltimore/Washington International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,538.1126916449075
Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,113.47237185327499
Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,113.47237185327499
Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,114.7995977571047
Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,114.7995977571047
Tampa International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,170.1019173885477
Tampa International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,170.1019173885477
Tampa International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,176.40940964874034
Tampa International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,176.40940964874034
Tampa International Airport,Denver International Airport,Boeing 737-600,232.3597870708399
Tampa International Airport,Denver International Airport,Boeing 767-800,232.3597870708399
Tampa International Airport,Denver International Airport,Airbus A200-100,244.1425267635661
Tampa International Airport,Denver International Airport,Airbus A220-300,244.1425267635661
Tampa International Airport,O'Hare International Airport,Boeing 737-600,179.6982227813469
Tampa International Airport,O'Hare International Airport,Boeing 767-800,179.6982227813469
Tampa International Airport,O'Hare International Airport,Airbus A200-100,186.82246191995762
Tampa International Airport,O'Hare International Airport,Airbus A220-300,186.82246191995762
Tampa International Airport,Los Angeles International Airport,Boeing 737-600,306.5194888522266
Tampa International Airport,Los Angeles International Airport,Boeing 767-800,306.5194888522266
Tampa International Airport,Los Angeles International Airport,Airbus A200-100,324.1525105556304
Tampa International Airport,Los Angeles International Airport,Airbus A220-300,324.1525105556304
Tampa International Airport,John F. Kennedy International Airport,Boeing 737-600,178.2043289390266
Tampa International Airport,John F. Kennedy International Airport,Boeing 767-800,178.2043289390266
Tampa International Airport,John F. Kennedy International Airport,Airbus A200-100,185.40027438893526
Tampa International Airport,John F. Kennedy International Airport,Airbus A220-300,185.40027438893526
Tampa International Airport,Harry Reid International Airport,Boeing 737-600,288.0355949283161
Tampa International Airport,Harry Reid International Airport,Boeing 767-800,288.0355949283161
Tampa International Airport,Harry Reid International Airport,Airbus A200-100,304.0430567905854
Tampa International Airport,Harry Reid International Airport,Airbus A220-300,304.0430567905854
Tampa International Airport,Orlando International Airport,Boeing 737-600,53.1974960023467
Tampa International Airport,Orlando International Airport,Boeing 767-800,53.1974960023467
Tampa International Airport,Orlando International Airport,Airbus A200-100,51.09487227845193
Tampa International Airport,Orlando International Airport,Airbus A220-300,51.09487227845193
Tampa International Airport,Miami International Airport,Boeing 737-600,82.61966455993131
Tampa International Airport,Miami International Airport,Boeing 767-800,82.61966455993131
Tampa International Airport,Miami International Airport,Airbus A200-100,82.25700618968011
Tampa International Airport,Miami International Airport,Airbus A220-300,82.25700618968011
Tampa International Airport,Charlotte Douglas International Airport,Boeing 737-600,122.97276122451088
Tampa International Airport,Charlotte Douglas International Airport,Boeing 767-800,122.97276122451088
Tampa International Airport,Charlotte Douglas International Airport,Airbus A200-100,125.31138500782676
Tampa International Airport,Charlotte Douglas International Airport,Airbus A220-300,125.31138500782676
Tampa International Airport,Seattle-Tacoma International Airport,Boeing 737-600,345.0175128125289
Tampa International Airport,Seattle-Tacoma International Airport,Boeing 767-800,345.0175128125289
Tampa International Airport,Seattle-Tacoma International Airport,Airbus A200-100,366.0362302990027
Tampa International Airport,Seattle-Tacoma International Airport,Airbus A220-300,366.0362302990027
Tampa International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,267.16920880750365
Tampa International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,267.16920880750365
Tampa International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,281.34158335282405
Tampa International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,281.34158335282405
Tampa International Airport,Newark Liberty International Airport,Boeing 737-600,177.34175347513673
Tampa International Airport,Newark Liberty International Airport,Boeing 767-800,177.34175347513673
Tampa International Airport,Newark Liberty International Airport,Airbus A200-100,184.4618400156717
Tampa International Airport,Newark Liberty International Airport,Airbus A220-300,184.4618400156717
Tampa International Airport,San Francisco International Airport,Boeing 737-600,331.43118832144796
Tampa International Airport,San Francisco International Airport,Boeing 767-800,331.43118832144796
Tampa International Airport,San Francisco International Airport,Airbus A200-100,351.2550610651291
Tampa International Airport,San Francisco International Airport,Airbus A220-300,351.2550610651291
Tampa International Airport,George Bush Intercontinental Airport,Boeing 737-600,152.75089290488762
Tampa International Airport,George Bush Intercontinental Airport,Boeing 767-800,152.75089290488762
Tampa International Airport,George Bush Intercontinental Airport,Airbus A200-100,157.70834447432358
Tampa International Airport,George Bush Intercontinental Airport,Airbus A220-300,157.70834447432358
Tampa International Airport,Logan International Airport,Boeing 737-600,198.18417172159562
Tampa International Airport,Logan International Airport,Boeing 767-800,198.18417172159562
Tampa International Airport,Logan International Airport,Airbus A200-100,207.1372377324219
Tampa International Airport,Logan International Airport,Airbus A220-300,207.1372377324219
Tampa International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,74.89544253270364
Tampa International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,74.89544253270364
Tampa International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,74.70103742659717
Tampa International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,74.70103742659717
Tampa International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,209.1179508216955
Tampa International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,209.1179508216955
Tampa International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,219.03258436207602
Tampa International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,219.03258436207602
Tampa International Airport,LaGuardia Airport,Boeing 737-600,178.77614394390963
Tampa International Airport,LaGuardia Airport,Boeing 767-800,178.77614394390963
Tampa International Airport,LaGuardia Airport,Airbus A200-100,186.022377472311
Tampa International Airport,LaGuardia Airport,Airbus A220-300,186.022377472311
Tampa International Airport,Detroit Metropolitan Airport,Boeing 737-600,174.24879082020504
Tampa International Airport,Detroit Metropolitan Airport,Boeing 767-800,174.24879082020504
Tampa International Airport,Detroit Metropolitan Airport,Airbus A200-100,181.0968677991897
Tampa International Airport,Detroit Metropolitan Airport,Airbus A220-300,181.0968677991897
Tampa International Airport,Philadelphia International Airport,Boeing 737-600,168.71839129673407
Tampa International Airport,Philadelphia International Airport,Boeing 767-800,168.71839129673407
Tampa International Airport,Philadelphia International Airport,Airbus A200-100,175.08009914766643
Tampa International Airport,Philadelphia International Airport,Airbus A220-300,175.08009914766643
Tampa International Airport,Salt Lake City International Airport,Boeing 737-600,277.9206672385142
Tampa International Airport,Salt Lake City International Airport,Boeing 767-800,277.9206672385142
Tampa International Airport,Salt Lake City International Airport,Airbus A200-100,293.0385751833998
Tampa International Airport,Salt Lake City International Airport,Airbus A220-300,293.0385751833998
Tampa International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,156.90773520113694
Tampa International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,156.90773520113694
Tampa International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,162.230758869749
Tampa International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,162.230758869749
Tampa International Airport,San Diego International Airport,Boeing 737-600,299.0168550175518
Tampa International Airport,San Diego International Airport,Boeing 767-800,299.0168550175518
Tampa International Airport,San Diego International Airport,Airbus A200-100,315.9900601090128
Tampa International Airport,San Diego International Airport,Airbus A220-300,315.9900601090128
Tampa International Airport,Baltimore/Washington International Airport,Boeing 737-600,160.111571165417
Tampa International Airport,Baltimore/Washington International Airport,Boeing 767-800,160.111571165417
Tampa International Airport,Baltimore/Washington International Airport,Airbus A200-100,165.7163551115201
Tampa International Airport,Baltimore/Washington International Airport,Airbus A220-300,165.7163551115201
Tampa International Airport,Austin-Bergstrom International Airport,Boeing 737-600,167.89134747142305
Tampa International Airport,Austin-Bergstrom International Airport,Boeing 767-800,167.89134747142305
Tampa International Airport,Austin-Bergstrom International Airport,Airbus A200-100,174.18032123099897
Tampa International Airport,Austin-Bergstrom International Airport,Airbus A220-300,174.18032123099897
Tampa International Airport,Washington Dulles International Airport,Boeing 737-600,156.6241177558353
Tampa International Airport,Washington Dulles International Airport,Boeing 767-800,156.6241177558353
Tampa International Airport,Washington Dulles International Airport,Airbus A200-100,161.9221987835068
Tampa International Airport,Washington Dulles International Airport,Airbus A220-300,161.9221987835068
Tampa International Airport,Nashville International Airport,Boeing 737-600,133.9167622542048
Tampa International Airport,Nashville International Airport,Boeing 767-800,133.9167622542048
Tampa International Airport,Nashville International Airport,Airbus A200-100,137.2178525312388
Tampa International Airport,Nashville International Airport,Airbus A220-300,137.2178525312388
Tampa International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,592.2543897430673
Tampa International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,592.2543897430673
Tampa International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,635.0162713074245
Tampa International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,635.0162713074245
Austin-Bergstrom International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,158.50117491910413
Austin-Bergstrom International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,158.50117491910413
Austin-Bergstrom International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,163.7884437803042
Austin-Bergstrom International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,163.7884437803042
Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,76.14603666053002
Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,76.14603666053002
Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,75.88572530677192
Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,75.88572530677192
Austin-Bergstrom International Airport,Denver International Airport,Boeing 737-600,153.61108647768472
Austin-Bergstrom International Airport,Denver International Airport,Boeing 767-800,153.61108647768472
Austin-Bergstrom International Airport,Denver International Airport,Airbus A200-100,158.46829815381926
Austin-Bergstrom International Airport,Denver International Airport,Airbus A220-300,158.46829815381926
