source airport,destination airport,airplane type,total Cost,break even cost per ticket, profit/loss per flight, percent full
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,Airbus A200-100,17225.71529294768,425.32630352957233,-12972.452257651956,0.07407407407407407
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,Airbus A220-300,15422.208662091178,321.2960137935662,-12209.248524155515,0.0625
George Bush Intercontinental Airport,San Diego International Airport,Boeing 737-600,18520.629778275936,518.7851478508666,-10220.06741266207,0.13445378151260504
George Bush Intercontinental Airport,San Diego International Airport,Boeing 767-800,22150.787222844923,390.6664413200163,-15900.124161724663,0.08465608465608465
George Bush Intercontinental Airport,San Diego International Airport,Airbus A200-100,18011.133996582044,444.7193579402974,-10895.624269537286,0.11851851851851852
George Bush Intercontinental Airport,San Diego International Airport,Airbus A220-300,16100.52481522995,335.4276003172906,-10733.6832101533,0.1
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Boeing 737-600,18023.606903927837,504.86293848537366,-12974.9775190741,0.08403361344537816
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Boeing 767-800,21529.508629909793,379.7091469119893,-17732.4171607899,0.05291005291005291
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Airbus A200-100,17531.550521333877,432.8777906502192,-13202.772614831683,0.07407407407407407
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Airbus A220-300,15686.33908660653,326.79873097096936,-12418.351776896836,0.0625
George Bush Intercontinental Airport,Tampa International Airport,Boeing 737-600,12909.685504404033,361.6158404594968,-7123.832057052085,0.13445378151260504
George Bush Intercontinental Airport,Tampa International Airport,Boeing 767-800,15137.106880505044,266.9683753175493,-10865.612875424255,0.08465608465608465
George Bush Intercontinental Airport,Tampa International Airport,Airbus A200-100,12597.064960389858,311.0386409972804,-7620.446704433371,0.11851851851851852
George Bush Intercontinental Airport,Tampa International Airport,Airbus A220-300,11424.737920336695,238.0153733403478,-7616.49194689113,0.1
George Bush Intercontinental Airport,Austin-Bergstrom International Airport,Boeing 737-600,3993.006751836364,111.84892862286735,-2650.819608361956,0.10084033613445378
George Bush Intercontinental Airport,Austin-Bergstrom International Airport,Boeing 767-800,3991.2584397954543,70.39256507575757,-3146.5476588863635,0.06349206349206349
George Bush Intercontinental Airport,Austin-Bergstrom International Airport,Airbus A200-100,3993.252128964912,98.59881799913363,-2810.0663129753084,0.08888888888888889
George Bush Intercontinental Airport,Austin-Bergstrom International Airport,Airbus A220-300,3994.17229319697,83.21192277493687,-2995.629219897727,0.075
George Bush Intercontinental Airport,Washington Dulles International Airport,Boeing 737-600,17508.204045303424,490.4258836219447,-12603.945209083977,0.08403361344537816
George Bush Intercontinental Airport,Washington Dulles International Airport,Boeing 767-800,20885.25505662928,368.34665002873516,-17201.78855634193,0.05291005291005291
George Bush Intercontinental Airport,Washington Dulles International Airport,Airbus A200-100,17034.231973538394,420.5983203342813,-12828.24877019558,0.07407407407407407
George Bush Intercontinental Airport,Washington Dulles International Airport,Airbus A220-300,15256.83670441952,317.85076467540665,-12078.329057665454,0.0625
George Bush Intercontinental Airport,Nashville International Airport,Boeing 737-600,11427.501660848578,320.09808573805543,-8226.520803468024,0.08403361344537816
George Bush Intercontinental Airport,Nashville International Airport,Boeing 767-800,13284.377076060724,234.29236465715564,-10941.453429489167,0.05291005291005291
George Bush Intercontinental Airport,Nashville International Airport,Airbus A200-100,11166.887567485472,275.72561895025854,-8409.631377982885,0.07407407407407407
George Bush Intercontinental Airport,Nashville International Airport,Airbus A220-300,10189.584717373815,212.28301494528782,-8066.754567920936,0.0625
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,Boeing 737-600,62549.14183557123,1752.0768021168415,49583.77349990662,0.5378151260504201
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,Boeing 767-800,77186.42729446404,1361.312650696015,9937.58235008092,0.3386243386243386
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,Airbus A200-100,60494.785981691544,1493.6984193010258,35101.912853574104,0.4740740740740741
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,Airbus A220-300,52790.95152964268,1099.8114902008892,17596.983843214228,0.4
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,14578.973321469279,408.3746028422768,-6003.106661781467,0.17647058823529413
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,17223.7166518366,303.7692531188113,-10844.562336341562,0.1111111111111111
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,14207.781275101937,350.80941420004785,-6840.7835769009325,0.15555555555555556
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,12815.811101224399,266.99606460884166,-7208.893744438724,0.13125
Logan International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,21371.951421979564,598.6541014560103,-5806.944784123298,0.2184873949579832
Logan International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,25714.939277474456,453.5262659166571,-13923.25636364137,0.13756613756613756
Logan International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,20762.40926682239,512.6520806622813,-7433.455169603076,0.1925925925925926
Logan International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,18476.626184982968,384.9297121871452,-8468.453668117194,0.1625
Logan International Airport,Denver International Airport,Boeing 737-600,23464.146144551298,657.2589956456947,-16891.55618809435,0.08403361344537816
Logan International Airport,Denver International Airport,Boeing 767-800,28330.182680689126,499.65048819557546,-23333.67779873337,0.05291005291005291
Logan International Airport,Denver International Airport,Airbus A200-100,22781.193648251257,562.4986085987965,-17156.20756226329,0.07407407407407407
Logan International Airport,Denver International Airport,Airbus A220-300,20220.12178712608,421.2525372317934,-16007.596414808148,0.0625
Logan International Airport,O'Hare International Airport,Boeing 737-600,13677.705272204752,383.1289992214217,-1417.5772971192582,0.2689075630252101
Logan International Airport,O'Hare International Airport,Boeing 767-800,16097.131590255942,283.900028046842,-7012.330692756997,0.1693121693121693
Logan International Airport,O'Hare International Airport,Airbus A200-100,13338.136666162482,329.336707806481,-2799.3620163550895,0.23703703703703705
Logan International Airport,O'Hare International Airport,Airbus A220-300,12064.754393503961,251.34904986466586,-4021.5847978346537,0.2
Logan International Airport,Los Angeles International Airport,Boeing 737-600,32799.88119052048,918.7641790061759,23244.733728856256,0.5126050420168067
Logan International Airport,Los Angeles International Airport,Boeing 767-800,39999.851488150605,705.4647528774358,3033.498437372975,0.32275132275132273
Logan International Airport,Los Angeles International Airport,Airbus A200-100,31789.35904348468,784.9224455181403,16090.91013312188,0.45185185185185184
Logan International Airport,Los Angeles International Airport,Airbus A220-300,27999.900992100404,583.3312706687584,7583.306518693862,0.38125
Logan International Airport,John F. Kennedy International Airport,Boeing 737-600,6095.259756408377,170.73556740639714,-2339.07727346764,0.18487394957983194
Logan International Airport,John F. Kennedy International Airport,Boeing 767-800,6619.0746955104705,116.73853078501712,-4050.827018240094,0.1164021164021164
Logan International Airport,John F. Kennedy International Airport,Airbus A200-100,6021.741870218609,148.6849844498422,-2750.67221232208,0.16296296296296298
Logan International Airport,John F. Kennedy International Airport,Airbus A220-300,5746.04979700698,119.70937077097875,-3112.4436400454474,0.1375
Logan International Airport,Harry Reid International Airport,Boeing 737-600,30297.187011699163,848.6607006078198,-23507.901406836605,0.06722689075630252
Logan International Airport,Harry Reid International Airport,Boeing 767-800,36871.483764623954,650.2907189528034,-31669.158013001528,0.042328042328042326
Logan International Airport,Harry Reid International Airport,Airbus A200-100,29374.478695499198,725.2957702592395,-23572.112533425283,0.05925925925925926
Logan International Airport,Harry Reid International Airport,Airbus A220-300,25914.322509749305,539.8817189531105,-21595.26875812442,0.05
Logan International Airport,Orlando International Airport,Boeing 737-600,16544.215293127912,463.42339756660823,-12373.404715028439,0.07563025210084033
Logan International Airport,Orlando International Airport,Boeing 767-800,19680.269116409894,347.0946934111093,-16556.41687570991,0.047619047619047616
Logan International Airport,Orlando International Airport,Airbus A200-100,16104.067388105885,397.63129353347864,-12525.385746304577,0.06666666666666667
Logan International Airport,Orlando International Airport,Airbus A220-300,14453.512744273263,301.1148488390263,-11743.479104722026,0.05625
Logan International Airport,Miami International Airport,Boeing 737-600,18066.149479518604,506.05460726942874,-13005.603406824317,0.08403361344537816
Logan International Airport,Miami International Airport,Boeing 767-800,21582.68684939826,380.6470343809217,-17776.21650558904,0.05291005291005291
Logan International Airport,Miami International Airport,Airbus A200-100,17572.600374974092,433.8913672833109,-13233.686702140983,0.07407407407407407
Logan International Airport,Miami International Airport,Airbus A220-300,15721.79123293217,327.5373173527535,-12446.418059404634,0.0625
Logan International Airport,Charlotte Douglas International Airport,Boeing 737-600,12153.756656060339,340.44136291485546,-9089.78438982664,0.07563025210084033
Logan International Airport,Charlotte Douglas International Airport,Boeing 767-800,14192.195820075423,250.30327725000748,-11939.466324825356,0.047619047619047616
Logan International Airport,Charlotte Douglas International Airport,Airbus A200-100,11867.659931286293,293.0286402786739,-9230.402168778228,0.06666666666666667
Logan International Airport,Charlotte Douglas International Airport,Airbus A220-300,10794.797213383616,224.89160861215865,-8770.772735874187,0.05625
Logan International Airport,Seattle-Tacoma International Airport,Boeing 737-600,31535.045317820324,883.3346027400652,-20051.695482199477,0.1092436974789916
Logan International Airport,Seattle-Tacoma International Airport,Boeing 767-800,38418.80664727541,677.5803641494781,-29610.261913332193,0.06878306878306878
Logan International Airport,Seattle-Tacoma International Airport,Airbus A200-100,30568.903376844177,754.7877376998562,-20756.66278674605,0.0962962962962963
Logan International Airport,Seattle-Tacoma International Airport,Airbus A220-300,26945.871098183605,561.3723145454918,-19648.03100909221,0.08125
Logan International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,29427.030058379845,824.2865562571386,-16238.445158265627,0.13445378151260504
Logan International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,35783.787572974805,631.1073646027303,-25686.06973933112,0.08465608465608465
Logan International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,28534.853565103364,704.5642855581077,-17261.82499617364,0.11851851851851852
Logan International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,25189.191715316538,524.7748274024278,-16792.794476877694,0.1
Logan International Airport,Newark Liberty International Airport,Boeing 737-600,6252.645086912332,175.14412008157794,-2399.474445117617,0.18487394957983194
Logan International Airport,Newark Liberty International Airport,Boeing 767-800,6815.806358640415,120.20822502011315,-4171.225408197926,0.1164021164021164
Logan International Airport,Newark Liberty International Airport,Airbus A200-100,6173.60490842418,152.43468909689335,-2820.041748292527,0.16296296296296298
Logan International Airport,Newark Liberty International Airport,Airbus A220-300,5877.20423909361,122.44175498111689,-3183.485629509039,0.1375
Logan International Airport,San Francisco International Airport,Boeing 737-600,33799.840803095896,946.7742521875603,-11077.25875059445,0.20168067226890757
Logan International Airport,San Francisco International Airport,Boeing 767-800,41249.80100386988,727.509717881303,-23789.567774718606,0.12698412698412698
Logan International Airport,San Francisco International Airport,Airbus A200-100,32754.232353864474,808.7464778731969,-13344.316884907748,0.17777777777777778
Logan International Airport,San Francisco International Airport,Airbus A220-300,28833.200669246587,600.691680609304,-14416.600334623294,0.15
Logan International Airport,George Bush Intercontinental Airport,Boeing 737-600,21762.79683380786,609.6021522075032,-7132.345180827784,0.20168067226890757
Logan International Airport,George Bush Intercontinental Airport,Boeing 767-800,26203.496042259827,462.1427873414432,-15112.06914606519,0.12698412698412698
Logan International Airport,George Bush Intercontinental Airport,Airbus A200-100,21139.54080455145,521.9639704827518,-8612.405512965404,0.17777777777777778
Logan International Airport,George Bush Intercontinental Airport,Airbus A220-300,18802.330694839886,391.7152228091643,-9401.165347419943,0.15
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,17835.075179472544,499.58193780035145,-12839.25580146903,0.08403361344537816
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,21293.843974340678,375.5528037802589,-17538.31593653809,0.05291005291005291
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,17349.633945105084,428.38602333592803,-13065.773711745804,0.07407407407407407
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,15529.229316227118,323.52561075473164,-12293.973208679801,0.0625
Logan International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,16521.688665773498,462.7923996014986,-10968.179870555516,0.10084033613445378
Logan International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,19652.110832216873,346.59807464227293,-15492.933936509598,0.06349206349206349
Logan International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,16082.331168728815,397.0945967587362,-11317.196007623981,0.08888888888888889
Logan International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,14434.740554811247,300.7237615585677,-10826.055416108436,0.075
Logan International Airport,LaGuardia Airport,Boeing 737-600,6073.627738941382,170.12962854177542,-2330.7759110223224,0.18487394957983194
Logan International Airport,LaGuardia Airport,Boeing 767-800,6592.034673676727,116.26163445637967,-4034.2787156363743,0.1164021164021164
Logan International Airport,LaGuardia Airport,Airbus A200-100,6000.868870908351,148.1696017508235,-2741.137632390234,0.16296296296296298
Logan International Airport,LaGuardia Airport,Airbus A220-300,5728.023115784485,119.33381491217676,-3102.679187716596,0.1375
Logan International Airport,Detroit Metropolitan Airport,Boeing 737-600,11070.390589134455,310.094974485559,-6418.965971851069,0.12605042016806722
Logan International Airport,Detroit Metropolitan Airport,Boeing 767-800,12837.988236418068,226.41954561583896,-9441.695052180485,0.07936507936507936
Logan International Airport,Detroit Metropolitan Airport,Airbus A200-100,10822.306708813949,267.2174496003444,-6814.044964808782,0.1111111111111111
Logan International Airport,Detroit Metropolitan Airport,Airbus A220-300,9891.992157612047,206.08316995025098,-6800.744608358282,0.09375
Logan International Airport,Philadelphia International Airport,Boeing 737-600,7144.197622385725,200.1175804589839,-2941.7284327470625,0.17647058823529413
Logan International Airport,Philadelphia International Airport,Boeing 767-800,7930.2470279821555,139.86326328010858,-4993.118499099875,0.1111111111111111
Logan International Airport,Philadelphia International Airport,Airbus A200-100,7033.874898793243,173.67592342699365,-3386.6805068263766,0.15555555555555556
Logan International Airport,Philadelphia International Airport,Airbus A220-300,6620.164685321437,137.92009761086328,-3723.842635493308,0.13125
Logan International Airport,Salt Lake City International Airport,Boeing 737-600,27302.548889073412,764.7772798059781,-24243.4397698495,0.03361344537815126
Logan International Airport,Salt Lake City International Airport,Boeing 767-800,33128.18611134177,584.271359988391,-30791.100671388205,0.021164021164021163
Logan International Airport,Salt Lake City International Airport,Airbus A200-100,26484.91559471996,653.948533202962,-23869.121461908115,0.02962962962962963
Logan International Airport,Salt Lake City International Airport,Airbus A220-300,23418.79074089451,487.89147376863565,-21467.22484581997,0.025
Logan International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,8478.113095744564,237.48215954466568,-6815.737978931904,0.058823529411764705
Logan International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,9597.641369680707,169.27057089383965,-8412.74737342383,0.037037037037037035
Logan International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,8320.986320455282,205.45645235692055,-6882.791153956839,0.05185185185185185
Logan International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,7731.76091312047,161.07835235667645,-6604.212446623735,0.04375
Logan International Airport,San Diego International Airport,Boeing 737-600,32555.400138528756,911.915970266912,-22524.324465592723,0.09243697478991597
Logan International Airport,San Diego International Airport,Boeing 767-800,39694.250173160945,700.0749589622742,-31993.425624575928,0.0582010582010582
Logan International Airport,San Diego International Airport,Airbus A200-100,31553.45627401898,779.0976857782464,-22983.38173045827,0.08148148148148149
Logan International Airport,San Diego International Airport,Airbus A220-300,27796.166782107295,579.0868079605686,-21426.21189454104,0.06875
Logan International Airport,Baltimore/Washington International Airport,Boeing 737-600,8145.332477221915,228.1605735916503,-6548.208462080363,0.058823529411764705
Logan International Airport,Baltimore/Washington International Airport,Boeing 767-800,9181.665596527393,161.9341375048923,-8048.126633993147,0.037037037037037035
Logan International Airport,Baltimore/Washington International Airport,Airbus A200-100,7999.882214863252,197.5279559225494,-6617.186523405406,0.05185185185185185
Logan International Airport,Baltimore/Washington International Airport,Airbus A220-300,7454.443731018263,155.3009110628805,-6367.337353578099,0.04375
Logan International Airport,Tampa International Airport,Boeing 737-600,17243.86047674735,483.0213018696738,-11930.62615618094,0.09243697478991597
Logan International Airport,Tampa International Airport,Boeing 767-800,20554.82559593419,362.5189699459293,-16567.116926528968,0.0582010582010582
Logan International Airport,Tampa International Airport,Airbus A200-100,16779.163617914113,414.3003362447929,-12221.859919221391,0.08148148148148149
Logan International Airport,Tampa International Airport,Airbus A220-300,15036.55039728946,313.2614666101971,-11590.674264577292,0.06875
Logan International Airport,Austin-Bergstrom International Airport,Boeing 737-600,22872.19126960559,640.6776265995965,-17746.77025680882,0.06722689075630252
Logan International Airport,Austin-Bergstrom International Airport,Boeing 767-800,27590.239087006994,486.6003366315167,-23697.43639395486,0.042328042328042326
Logan International Airport,Austin-Bergstrom International Airport,Airbus A200-100,22210.009119794875,548.3952869085155,-17822.84682452675,0.05925925925925926
Logan International Airport,Austin-Bergstrom International Airport,Airbus A220-300,19726.826058004663,410.9755428750971,-16439.021715003884,0.05
Logan International Airport,Washington Dulles International Airport,Boeing 737-600,8627.760610478446,241.67396668006856,-6936.042843717966,0.058823529411764705
Logan International Airport,Washington Dulles International Airport,Boeing 767-800,9784.700763098059,172.56967836151782,-8576.713014567435,0.037037037037037035
Logan International Airport,Washington Dulles International Airport,Airbus A200-100,8465.383045198501,209.02180358514818,-7002.2304201024635,0.05185185185185185
Logan International Airport,Washington Dulles International Airport,Airbus A220-300,7856.467175398706,163.67639948747305,-6710.732378986395,0.04375
Logan International Airport,Nashville International Airport,Boeing 737-600,14527.465619925277,406.93181008194057,-11678.942949351693,0.058823529411764705
Logan International Airport,Nashville International Airport,Boeing 767-800,17159.3320249066,302.63372177965783,-15040.895972448994,0.037037037037037035
Logan International Airport,Nashville International Airport,Airbus A200-100,14158.08086133141,349.58224348966445,-11711.005156903759,0.05185185185185185
Logan International Airport,Nashville International Airport,Airbus A220-300,12772.888016604396,266.1018336792583,-10910.175180849588,0.04375
Logan International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,43708.10458259422,1224.3166549746281,10161.828236289417,0.3697478991596639
Logan International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,53635.13072824279,945.945868222977,-12013.512526431805,0.2328042328042328
Logan International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,42314.83775513479,1044.8108087687601,3656.8378306906598,0.32592592592592595
Logan International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,37090.087152161854,772.710149003372,-3090.840596013484,0.275
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,10528.021026025282,294.9025497486074,-6694.287879293386,0.1092436974789916
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,12160.026282531606,214.46254466546043,-9372.01320188062,0.06878306878306878
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,10298.967656691064,254.29549769607564,-6993.126186642081,0.0962962962962963
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,9440.017521687736,196.66703170182782,-6883.346109563974,0.08125
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,16496.12599774537,462.0763584802625,-9102.904262061169,0.13445378151260504
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,19620.157497181714,346.0345237598186,-14083.605117024616,0.08465608465608465
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,16057.665436420973,396.4855663313821,-9713.89637511886,0.11851851851851852
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,14413.438331454476,300.27996523863493,-9608.958887636316,0.1
Fort Lauderdale-Hollywood International Airport,Denver International Airport,Boeing 737-600,22940.19564952284,642.582511191116,-19084.700582376143,0.05042016806722689
Fort Lauderdale-Hollywood International Airport,Denver International Airport,Boeing 767-800,27675.24456190355,488.0995513563237,-24746.64725376561,0.031746031746031744
Fort Lauderdale-Hollywood International Airport,Denver International Airport,Airbus A200-100,22275.62738111853,550.0154908918156,-18975.534435767637,0.044444444444444446
Fort Lauderdale-Hollywood International Airport,Denver International Airport,Airbus A220-300,19783.496374602364,412.1561744708826,-17310.559327777068,0.0375
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,Boeing 737-600,17226.999510784583,482.5490059043301,-7576.019392697981,0.16806722689075632
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,Boeing 767-800,20533.749388480726,362.14725552876064,-13290.804277905514,0.10582010582010581
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,Airbus A200-100,16762.894264792143,413.89862382202824,-8484.921788351578,0.14814814814814814
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,Airbus A220-300,15022.499592320484,312.96874150667674,-8763.12476218695,0.125
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,Boeing 737-600,29902.400271107665,837.6022484904108,1926.4851715279474,0.31932773109243695
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,Boeing 767-800,36378.00033888458,641.5873075641019,-11997.682651448707,0.20105820105820105
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,Airbus A200-100,28993.54412124424,715.8899783023269,-1789.7249457558173,0.2814814814814815
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,Airbus A220-300,25585.333559256385,533.0277824845081,-5330.277824845078,0.2375
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,Boeing 737-600,16160.054712452702,452.6625969874707,-9822.778354628113,0.11764705882352941
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,Boeing 767-800,19200.06839056588,338.6255448071584,-14459.310763265663,0.07407407407407407
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,Airbus A200-100,15733.386126050855,388.47866977903345,-10294.684749144386,0.1037037037037037
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,Airbus A220-300,14133.37892704392,294.44539431341497,-10011.143406656109,0.0875
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,Boeing 737-600,28063.35528525737,786.0883833405427,-24132.913368554655,0.04201680672268908
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,Boeing 767-800,34079.19410657171,601.0439877702242,-31073.97416772059,0.026455026455026454
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,Airbus A200-100,27219.02702963431,672.0747414724522,-23858.65332227205,0.037037037037037035
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,Airbus A220-300,24052.79607104781,501.0999181468294,-21547.296480313664,0.03125
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,Boeing 737-600,5995.551536195406,167.94262006149597,-4987.89581582643,0.05042016806722689
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,Boeing 767-800,6494.439420244258,114.54037778208568,-5807.197153551744,0.031746031746031744
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,Airbus A200-100,5925.532184048199,146.3094366431654,-5047.675564189207,0.044444444444444446
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,Airbus A220-300,5662.959613496171,117.97832528117023,-4955.08966180915,0.0375
Fort Lauderdale-Hollywood International Airport,Miami International Airport,Boeing 737-600,3993.006751836364,111.84892862286735,-3321.91318009916,0.05042016806722689
Fort Lauderdale-Hollywood International Airport,Miami International Airport,Boeing 767-800,3991.2584397954543,70.39256507575757,-3568.9030493409086,0.031746031746031744
Fort Lauderdale-Hollywood International Airport,Miami International Airport,Airbus A200-100,3993.252128964912,98.59881799913363,-3401.6592209701103,0.044444444444444446
Fort Lauderdale-Hollywood International Airport,Miami International Airport,Airbus A220-300,3994.17229319697,83.21192277493687,-3494.9007565473485,0.0375
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,Boeing 737-600,11102.806787462072,311.00299124543625,-9547.79183123489,0.04201680672268908
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,Boeing 767-800,12878.508484327589,227.1341884361127,-11742.837542147026,0.026455026455026454
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,Airbus A200-100,10853.58549667393,267.9897653499736,-9513.636669924063,0.037037037037037035
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,Airbus A220-300,9919.005656218393,206.64595117121652,-8885.77590036231,0.03125
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,Boeing 737-600,33977.31605292456,951.7455477009681,-26363.351671316814,0.06722689075630252
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,Boeing 767-800,41471.645066155696,731.4223115724109,-35620.26657357641,0.042328042328042326
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,Airbus A200-100,32925.48040194475,812.9748247393765,-26421.681804029737,0.05925925925925926
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,Airbus A220-300,28981.096710770464,603.7728481410513,-24150.913925642053,0.05
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,25869.426320043578,724.6337904774113,-18623.088415269463,0.08403361344537816
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,31336.782900054473,552.6769470909079,-25810.013429145394,0.05291005291005291
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,25102.078028112228,619.8043957558575,-18904.03407055365,0.07407407407407407
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,22224.52193336965,463.01087361186774,-17594.413197250975,0.0625
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,Boeing 737-600,16113.361341425343,451.35465942367915,-9794.396109493835,0.11764705882352941
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,Boeing 767-800,19141.70167678168,337.5961495023224,-14415.355583749166,0.07407407407407407
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,Airbus A200-100,15688.331118919192,387.3662004671405,-10265.204312379225,0.1037037037037037
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,Airbus A220-300,14094.467784521119,293.63474551085665,-9983.581347369127,0.0875
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,Boeing 737-600,32521.563149091737,910.9681554367435,-18857.040817540583,0.12605042016806722
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,Boeing 767-800,39651.953936364676,699.3289935866786,-29162.019032564494,0.07936507936507936
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,Airbus A200-100,31520.806547369222,778.2915196881289,-19846.43375204729,0.1111111111111111
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,Airbus A220-300,27767.96929090978,578.4993602272871,-19090.478887500474,0.09375
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,Boeing 737-600,14789.174271322217,414.26258463087447,-8575.2355018591,0.12605042016806722
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,Boeing 767-800,17486.46783915277,308.40331285983723,-12860.418146255211,0.07936507936507936
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,Airbus A200-100,14410.606753030212,355.817450692104,-9073.344992648652,0.1111111111111111
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,Airbus A220-300,12990.978559435182,270.6453866548996,-8931.297759611687,0.09375
Fort Lauderdale-Hollywood International Airport,Logan International Airport,Boeing 737-600,18085.418400849423,506.5943529649699,-13019.474871199724,0.08403361344537816
Fort Lauderdale-Hollywood International Airport,Logan International Airport,Boeing 767-800,21606.77300106178,381.07183423389387,-17796.054658722842,0.05291005291005291
