type (arrival/departure),airport,arrival/departure time,aircraft flight number,number of passengers,aircraft tail number
arrival,San Francisco International Airport,2020,466,135,N00036
departure,San Francisco International Airport,2056,490,72,N00036
arrival,Phoenix Sky Harbor International Airport,2213,490,72,N00036
departure,Phoenix Sky Harbor International Airport,2239,535,33,N00036
arrival,San Diego International Airport,2348,535,33,N00036
departure,San Diego International Airport,2374,568,51,N00036
arrival,Dallas/Fort Worth International Airport,2596,568,51,N00036
departure,Dallas/Fort Worth International Airport,2622,636,48,N00036
arrival,Denver International Airport,2781,636,48,N00036
departure,Denver International Airport,2817,688,12,N00036
arrival,Harry Reid International Airport,2972,688,12,N00036
departure,Harry Reid International Airport,2998,735,56,N00036
arrival,Los Angeles International Airport,3098,735,56,N00036
departure,Los Angeles International Airport,3134,770,49,N00036
arrival,LaGuardia Airport,3519,770,49,N00036
departure,LaGuardia Airport,3545,876,20,N00036
arrival,Washington Dulles International Airport,3644,876,20,N00036
departure,Washington Dulles International Airport,3670,904,18,N00036
arrival,John F. Kennedy International Airport,3769,904,18,N00036
departure,John F. Kennedy International Airport,3795,940,20,N00036
arrival,Ronald Reagan Washington National Airport,3893,940,20,N00036
departure,Ronald Reagan Washington National Airport,3929,973,8,N00036
arrival,Charlotte Douglas International Airport,4041,973,8,N00036
departure,Charlotte Douglas International Airport,4067,1010,36,N00036
arrival,LaGuardia Airport,4211,1010,36,N00036
departure,LaGuardia Airport,4237,1057,56,N00036
arrival,Fort Lauderdale-Hollywood International Airport,4444,1057,56,N00036
departure,Fort Lauderdale-Hollywood International Airport,4480,1110,38,N00036
arrival,Los Angeles International Airport,4840,1110,38,N00036
departure,Los Angeles International Airport,4876,1218,135,N00036
arrival,Charlotte Douglas International Airport,null,1218,135,N00036
departure,Dallas/Fort Worth International Airport,35,37,13,N00037
arrival,San Francisco International Airport,289,37,13,N00037
departure,San Francisco International Airport,315,99,86,N00037
arrival,Los Angeles International Airport,428,99,86,N00037
departure,Los Angeles International Airport,454,131,135,N00037
arrival,Dallas/Fort Worth International Airport,683,131,135,N00037
departure,Dallas/Fort Worth International Airport,719,175,76,N00037
arrival,Minneapolis-Saint Paul International Airport,902,175,76,N00037
departure,Minneapolis-Saint Paul International Airport,928,232,96,N00037
arrival,O'Hare International Airport,1042,232,96,N00037
departure,O'Hare International Airport,1068,265,108,N00037
arrival,Seattle-Tacoma International Airport,1358,265,108,N00037
departure,Seattle-Tacoma International Airport,1394,349,12,N00037
arrival,Salt Lake City International Airport,1587,349,12,N00037
departure,Salt Lake City International Airport,1613,398,6,N00037
arrival,Harry Reid International Airport,1736,398,6,N00037
departure,Harry Reid International Airport,1762,435,21,N00037
arrival,Phoenix Sky Harbor International Airport,1865,435,21,N00037
departure,Phoenix Sky Harbor International Airport,1891,460,69,N00037
arrival,San Francisco International Airport,2047,460,69,N00037
departure,San Francisco International Airport,2073,499,48,N00037
arrival,San Diego International Airport,2205,499,48,N00037
departure,San Diego International Airport,2231,533,15,N00037
arrival,Harry Reid International Airport,2334,533,15,N00037
departure,Harry Reid International Airport,2360,564,15,N00037
arrival,San Diego International Airport,2463,564,15,N00037
departure,San Diego International Airport,2499,599,9,N00037
arrival,Salt Lake City International Airport,2653,599,9,N00037
departure,Salt Lake City International Airport,2679,648,6,N00037
arrival,Denver International Airport,2807,648,6,N00037
departure,Denver International Airport,2833,693,15,N00037
arrival,Austin-Bergstrom International Airport,3032,693,15,N00037
departure,Austin-Bergstrom International Airport,3058,747,32,N00037
arrival,O'Hare International Airport,3257,747,32,N00037
departure,O'Hare International Airport,3293,808,45,N00037
arrival,John F. Kennedy International Airport,3463,808,45,N00037
departure,John F. Kennedy International Airport,3489,862,56,N00037
arrival,Hartsfield-Jackson Atlanta International Airport,3660,862,56,N00037
departure,Hartsfield-Jackson Atlanta International Airport,3686,908,18,N00037
arrival,Nashville International Airport,3786,908,18,N00037
departure,Nashville International Airport,3812,946,26,N00037
arrival,O'Hare International Airport,3942,946,26,N00037
departure,O'Hare International Airport,3968,987,28,N00037
arrival,Washington Dulles International Airport,4120,987,28,N00037
departure,Washington Dulles International Airport,4146,1035,12,N00037
arrival,Detroit Metropolitan Airport,4270,1035,12,N00037
departure,Detroit Metropolitan Airport,4306,1073,12,N00037
arrival,Washington Dulles International Airport,4431,1073,12,N00037
departure,Washington Dulles International Airport,4457,1109,9,N00037
arrival,Newark Liberty International Airport,4555,1109,9,N00037
departure,Newark Liberty International Airport,4581,1142,23,N00037
arrival,Logan International Airport,4677,1142,23,N00037
departure,Logan International Airport,4703,1175,7,N00037
arrival,Ronald Reagan Washington National Airport,4829,1175,7,N00037
departure,Ronald Reagan Washington National Airport,4855,1215,28,N00037
arrival,O'Hare International Airport,5009,1215,28,N00037
departure,O'Hare International Airport,5035,1264,14,N00037
arrival,Nashville International Airport,null,1264,14,N00037
departure,Denver International Airport,35,38,28,N00038
arrival,Minneapolis-Saint Paul International Airport,197,38,28,N00038
departure,Minneapolis-Saint Paul International Airport,223,65,135,N00038
arrival,Los Angeles International Airport,490,65,135,N00038
departure,Los Angeles International Airport,526,140,135,N00038
arrival,Hartsfield-Jackson Atlanta International Airport,849,140,135,N00038
departure,Hartsfield-Jackson Atlanta International Airport,885,221,120,N00038
arrival,San Francisco International Airport,1223,221,120,N00038
departure,San Francisco International Airport,1259,311,132,N00038
arrival,Newark Liberty International Airport,1656,311,132,N00038
departure,Newark Liberty International Airport,1692,416,105,N00038
arrival,Dallas/Fort Worth International Airport,1935,416,105,N00038
departure,Dallas/Fort Worth International Airport,1961,480,114,N00038
arrival,George Bush Intercontinental Airport,2062,480,114,N00038
departure,George Bush Intercontinental Airport,2088,503,86,N00038
arrival,Newark Liberty International Airport,2335,503,86,N00038
departure,Newark Liberty International Airport,2371,565,99,N00038
arrival,San Francisco International Airport,2756,565,99,N00038
departure,San Francisco International Airport,2792,680,132,N00038
arrival,John F. Kennedy International Airport,3191,680,132,N00038
departure,John F. Kennedy International Airport,3217,791,46,N00038
arrival,Logan International Airport,3305,791,46,N00038
departure,Logan International Airport,3331,822,44,N00038
arrival,LaGuardia Airport,3419,822,44,N00038
departure,LaGuardia Airport,3445,848,46,N00038
arrival,Logan International Airport,3533,848,46,N00038
departure,Logan International Airport,3569,880,45,N00038
arrival,Detroit Metropolitan Airport,3723,880,45,N00038
departure,Detroit Metropolitan Airport,3749,930,36,N00038
arrival,Hartsfield-Jackson Atlanta International Airport,3901,930,36,N00038
departure,Hartsfield-Jackson Atlanta International Airport,3927,977,27,N00038
arrival,Baltimore/Washington International Airport,4077,977,27,N00038
departure,Baltimore/Washington International Airport,4103,1024,14,N00038
arrival,Logan International Airport,4226,1024,14,N00038
departure,Logan International Airport,4262,1060,96,N00038
arrival,George Bush Intercontinental Airport,4536,1060,96,N00038
departure,George Bush Intercontinental Airport,4562,1135,42,N00038
arrival,Detroit Metropolitan Airport,4770,1135,42,N00038
departure,Detroit Metropolitan Airport,4796,1198,30,N00038
arrival,Logan International Airport,4950,1198,30,N00038
departure,Logan International Airport,4986,1245,7,N00038
arrival,Washington Dulles International Airport,null,1245,7,N00038
departure,O'Hare International Airport,35,39,3,N00039
arrival,George Bush Intercontinental Airport,226,39,3,N00039
departure,George Bush Intercontinental Airport,252,83,135,N00039
arrival,O'Hare International Airport,444,83,135,N00039
departure,O'Hare International Airport,470,134,49,N00039
arrival,Philadelphia International Airport,632,134,49,N00039
departure,Philadelphia International Airport,668,164,132,N00039
arrival,Dallas/Fort Worth International Airport,903,164,132,N00039
departure,Dallas/Fort Worth International Airport,929,234,56,N00039
arrival,Charlotte Douglas International Airport,1122,234,56,N00039
departure,Charlotte Douglas International Airport,1158,287,132,N00039
arrival,Los Angeles International Airport,1493,287,132,N00039
departure,Los Angeles International Airport,1529,375,135,N00039
arrival,O'Hare International Airport,1827,375,135,N00039
departure,O'Hare International Airport,1853,451,135,N00039
arrival,George Bush Intercontinental Airport,2044,451,135,N00039
departure,George Bush Intercontinental Airport,2080,498,90,N00039
arrival,Hartsfield-Jackson Atlanta International Airport,2243,498,90,N00039
departure,Hartsfield-Jackson Atlanta International Airport,2269,546,84,N00039
arrival,LaGuardia Airport,2441,546,84,N00039
departure,LaGuardia Airport,2467,596,30,N00039
arrival,Baltimore/Washington International Airport,2555,596,30,N00039
departure,Baltimore/Washington International Airport,2581,623,27,N00039
arrival,LaGuardia Airport,2669,623,27,N00039
departure,LaGuardia Airport,2695,655,60,N00039
arrival,Detroit Metropolitan Airport,2833,655,60,N00039
departure,Detroit Metropolitan Airport,2859,699,18,N00039
arrival,Ronald Reagan Washington National Airport,2986,699,18,N00039
departure,Ronald Reagan Washington National Airport,3012,739,18,N00039
arrival,John F. Kennedy International Airport,3110,739,18,N00039
departure,John F. Kennedy International Airport,3146,772,88,N00039
arrival,O'Hare International Airport,3315,772,88,N00039
departure,O'Hare International Airport,3341,828,58,N00039
arrival,Detroit Metropolitan Airport,3444,828,58,N00039
departure,Detroit Metropolitan Airport,3470,854,40,N00039
arrival,Newark Liberty International Airport,3607,854,40,N00039
departure,Newark Liberty International Airport,3633,896,20,N00039
arrival,Baltimore/Washington International Airport,3719,896,20,N00039
departure,Baltimore/Washington International Airport,3745,929,18,N00039
arrival,John F. Kennedy International Airport,3833,929,18,N00039
departure,John F. Kennedy International Airport,3859,958,51,N00039
arrival,Minneapolis-Saint Paul International Airport,4059,958,51,N00039
departure,Minneapolis-Saint Paul International Airport,4095,1016,36,N00039
arrival,George Bush Intercontinental Airport,4297,1016,36,N00039
departure,George Bush Intercontinental Airport,4323,1079,45,N00039
arrival,Miami International Airport,4518,1079,45,N00039
departure,Miami International Airport,4554,1130,76,N00039
arrival,Los Angeles International Airport,4914,1130,76,N00039
departure,Los Angeles International Airport,4950,1236,99,N00039
arrival,Austin-Bergstrom International Airport,null,1236,99,N00039
departure,Hartsfield-Jackson Atlanta International Airport,35,40,112,N00040
arrival,John F. Kennedy International Airport,207,40,112,N00040
departure,John F. Kennedy International Airport,233,71,135,N00040
arrival,Los Angeles International Airport,608,71,135,N00040
departure,Los Angeles International Airport,644,161,135,N00040
arrival,Logan International Airport,1046,161,135,N00040
departure,Logan International Airport,1072,266,84,N00040
arrival,Philadelphia International Airport,1178,266,84,N00040
departure,Philadelphia International Airport,1214,303,120,N00040
arrival,George Bush Intercontinental Airport,1449,303,120,N00040
departure,George Bush Intercontinental Airport,1475,366,111,N00040
arrival,Dallas/Fort Worth International Airport,1576,366,111,N00040
departure,Dallas/Fort Worth International Airport,1602,395,135,N00040
arrival,Los Angeles International Airport,1837,395,135,N00040
departure,Los Angeles International Airport,1873,453,135,N00040
arrival,George Bush Intercontinental Airport,2118,453,135,N00040
departure,George Bush Intercontinental Airport,2144,511,99,N00040
arrival,John F. Kennedy International Airport,2394,511,99,N00040
departure,John F. Kennedy International Airport,2430,582,13,N00040
arrival,San Francisco International Airport,2818,582,13,N00040
departure,San Francisco International Airport,2844,697,33,N00040
arrival,Harry Reid International Airport,2972,697,33,N00040
departure,Harry Reid International Airport,3008,736,4,N00040
arrival,Salt Lake City International Airport,3131,736,4,N00040
departure,Salt Lake City International Airport,3157,781,8,N00040
arrival,Phoenix Sky Harbor International Airport,3296,781,8,N00040
departure,Phoenix Sky Harbor International Airport,3322,821,1,N00040
arrival,Los Angeles International Airport,3445,821,1,N00040
departure,Los Angeles International Airport,3471,855,55,N00040
arrival,Seattle-Tacoma International Airport,3663,855,55,N00040
departure,Seattle-Tacoma International Airport,3699,909,52,N00040
arrival,O'Hare International Airport,3994,909,52,N00040
departure,O'Hare International Airport,4020,1003,28,N00040
arrival,Baltimore/Washington International Airport,4176,1003,28,N00040
departure,Baltimore/Washington International Airport,4202,1046,18,N00040
arrival,Detroit Metropolitan Airport,4329,1046,18,N00040
departure,Detroit Metropolitan Airport,4355,1087,28,N00040
arrival,O'Hare International Airport,4457,1087,28,N00040
departure,O'Hare International Airport,4493,1114,51,N00040
arrival,Dallas/Fort Worth International Airport,4671,1114,51,N00040
departure,Dallas/Fort Worth International Airport,4697,1171,35,N00040
arrival,LaGuardia Airport,4945,1171,35,N00040
departure,LaGuardia Airport,4981,1244,66,N00040
arrival,George Bush Intercontinental Airport,null,1244,66,N00040
departure,Dallas/Fort Worth International Airport,35,41,128,N00041
arrival,Hartsfield-Jackson Atlanta International Airport,205,41,128,N00041
departure,Hartsfield-Jackson Atlanta International Airport,231,70,72,N00041
arrival,Detroit Metropolitan Airport,383,70,72,N00041
departure,Detroit Metropolitan Airport,409,120,135,N00041
arrival,Los Angeles International Airport,727,120,135,N00041
departure,Los Angeles International Airport,763,190,135,N00041
arrival,Detroit Metropolitan Airport,1088,190,135,N00041
departure,Detroit Metropolitan Airport,1114,277,80,N00041
arrival,LaGuardia Airport,1253,277,80,N00041
departure,LaGuardia Airport,1289,322,135,N00041
arrival,Dallas/Fort Worth International Airport,1534,322,135,N00041
departure,Dallas/Fort Worth International Airport,1560,387,135,N00041
arrival,Los Angeles International Airport,1787,387,135,N00041
departure,Los Angeles International Airport,1823,447,135,N00041
arrival,George Bush Intercontinental Airport,2068,447,135,N00041
departure,George Bush Intercontinental Airport,2094,505,86,N00041
arrival,LaGuardia Airport,2343,505,86,N00041
departure,LaGuardia Airport,2379,566,84,N00041
arrival,Hartsfield-Jackson Atlanta International Airport,2550,566,84,N00041
departure,Hartsfield-Jackson Atlanta International Airport,2576,622,33,N00041
arrival,Orlando International Airport,2705,622,33,N00041
departure,Orlando International Airport,2741,666,99,N00041
arrival,Los Angeles International Airport,3087,666,99,N00041
departure,Los Angeles International Airport,3123,761,135,N00041
arrival,LaGuardia Airport,3508,761,135,N00041
departure,LaGuardia Airport,3534,872,20,N00041
arrival,Ronald Reagan Washington National Airport,3632,872,20,N00041
departure,Ronald Reagan Washington National Airport,3658,898,18,N00041
arrival,LaGuardia Airport,3756,898,18,N00041
departure,LaGuardia Airport,3792,936,36,N00041
arrival,Charlotte Douglas International Airport,3936,936,36,N00041
departure,Charlotte Douglas International Airport,3962,986,24,N00041
arrival,John F. Kennedy International Airport,4106,986,24,N00041
departure,John F. Kennedy International Airport,4132,1030,30,N00041
arrival,Nashville International Airport,4302,1030,30,N00041
departure,Nashville International Airport,4328,1082,9,N00041
arrival,Washington Dulles International Airport,4472,1082,9,N00041
departure,Washington Dulles International Airport,4498,1119,4,N00041
arrival,Charlotte Douglas International Airport,4609,1119,4,N00041
departure,Charlotte Douglas International Airport,4645,1161,17,N00041
arrival,O'Hare International Airport,4797,1161,17,N00041
departure,O'Hare International Airport,4823,1206,45,N00041
arrival,LaGuardia Airport,4992,1206,45,N00041
departure,LaGuardia Airport,5028,1256,66,N00041
arrival,San Francisco International Airport,null,1256,66,N00041
departure,Denver International Airport,35,42,20,N00042
arrival,Austin-Bergstrom International Airport,209,42,20,N00042
departure,Austin-Bergstrom International Airport,235,76,120,N00042
arrival,Los Angeles International Airport,461,76,120,N00042
departure,Los Angeles International Airport,487,136,160,N00042
arrival,Dallas/Fort Worth International Airport,716,136,160,N00042
departure,Dallas/Fort Worth International Airport,752,186,68,N00042
arrival,Tampa International Airport,944,186,68,N00042
departure,Tampa International Airport,970,241,52,N00042
arrival,Hartsfield-Jackson Atlanta International Airport,1099,241,52,N00042
departure,Hartsfield-Jackson Atlanta International Airport,1125,278,48,N00042
arrival,Denver International Airport,1350,278,48,N00042
departure,Denver International Airport,1386,345,52,N00042
arrival,LaGuardia Airport,1669,345,52,N00042
departure,LaGuardia Airport,1705,419,60,N00042
arrival,Paris Charles de Gaulle Airport,2234,419,60,N00042
departure,Paris Charles de Gaulle Airport,2270,543,92,N00042
arrival,Logan International Airport,2756,543,92,N00042
departure,Logan International Airport,2782,681,21,N00042
arrival,Washington Dulles International Airport,2910,681,21,N00042
departure,Washington Dulles International Airport,2946,719,18,N00042
arrival,Newark Liberty International Airport,3044,719,18,N00042
departure,Newark Liberty International Airport,3070,749,70,N00042
arrival,Dallas/Fort Worth International Airport,3313,749,70,N00042
departure,Dallas/Fort Worth International Airport,3339,827,64,N00042
arrival,Hartsfield-Jackson Atlanta International Airport,3509,827,64,N00042
departure,Hartsfield-Jackson Atlanta International Airport,3535,873,22,N00042
arrival,Orlando International Airport,3664,873,22,N00042
departure,Orlando International Airport,3690,910,22,N00042
arrival,Hartsfield-Jackson Atlanta International Airport,3819,910,22,N00042
departure,Hartsfield-Jackson Atlanta International Airport,3845,954,26,N00042
arrival,Fort Lauderdale-Hollywood International Airport,3996,954,26,N00042
departure,Fort Lauderdale-Hollywood International Airport,4032,1004,60,N00042
arrival,O'Hare International Airport,4253,1004,60,N00042
departure,O'Hare International Airport,4279,1068,54,N00042
arrival,Seattle-Tacoma International Airport,4569,1068,54,N00042
departure,Seattle-Tacoma International Airport,4595,1147,6,N00042
arrival,Salt Lake City International Airport,4756,1147,6,N00042
departure,Salt Lake City International Airport,4792,1194,2,N00042
arrival,Harry Reid International Airport,4915,1194,2,N00042
departure,Harry Reid International Airport,4941,1237,36,N00042
arrival,Dallas/Fort Worth International Airport,null,1237,36,N00042
departure,O'Hare International Airport,35,43,160,N00043
arrival,Newark Liberty International Airport,202,43,160,N00043
departure,Newark Liberty International Airport,228,68,160,N00043
arrival,Los Angeles International Airport,601,68,160,N00043
departure,Los Angeles International Airport,637,159,66,N00043
arrival,Hartsfield-Jackson Atlanta International Airport,960,159,66,N00043
departure,Hartsfield-Jackson Atlanta International Airport,986,243,60,N00043
arrival,Minneapolis-Saint Paul International Airport,1174,243,60,N00043
departure,Minneapolis-Saint Paul International Airport,1210,300,72,N00043
arrival,George Bush Intercontinental Airport,1412,300,72,N00043
departure,George Bush Intercontinental Airport,1438,360,132,N00043
arrival,John F. Kennedy International Airport,1688,360,132,N00043
departure,John F. Kennedy International Airport,1714,423,69,N00043
arrival,Logan International Airport,1802,423,69,N00043
departure,Logan International Airport,1828,448,66,N00043
arrival,Newark Liberty International Airport,1924,448,66,N00043
departure,Newark Liberty International Airport,1950,477,30,N00043
arrival,Baltimore/Washington International Airport,2036,477,30,N00043
departure,Baltimore/Washington International Airport,2062,493,27,N00043
arrival,Newark Liberty International Airport,2148,493,27,N00043
departure,Newark Liberty International Airport,2184,519,84,N00043
arrival,Hartsfield-Jackson Atlanta International Airport,2353,519,84,N00043
departure,Hartsfield-Jackson Atlanta International Airport,2379,572,27,N00043
arrival,Nashville International Airport,2479,572,27,N00043
departure,Nashville International Airport,2505,602,39,N00043
arrival,O'Hare International Airport,2635,602,39,N00043
departure,O'Hare International Airport,2661,644,63,N00043
arrival,Miami International Airport,2887,644,63,N00043
departure,Miami International Airport,2913,714,12,N00043
arrival,Orlando International Airport,3002,714,12,N00043
departure,Orlando International Airport,3028,741,12,N00043
arrival,Fort Lauderdale-Hollywood International Airport,3115,741,12,N00043
departure,Fort Lauderdale-Hollywood International Airport,3141,775,39,N00043
arrival,Hartsfield-Jackson Atlanta International Airport,3291,775,39,N00043
departure,Hartsfield-Jackson Atlanta International Airport,3327,819,64,N00043
arrival,Dallas/Fort Worth International Airport,3497,819,64,N00043
departure,Dallas/Fort Worth International Airport,3523,869,53,N00043
arrival,Philadelphia International Airport,3761,869,53,N00043
departure,Philadelphia International Airport,3787,937,38,N00043
arrival,Detroit Metropolitan Airport,3920,937,38,N00043
departure,Detroit Metropolitan Airport,3946,981,12,N00043
arrival,Ronald Reagan Washington National Airport,4073,981,12,N00043
departure,Ronald Reagan Washington National Airport,4099,1022,27,N00043
arrival,Hartsfield-Jackson Atlanta International Airport,4245,1022,27,N00043
departure,Hartsfield-Jackson Atlanta International Airport,4281,1065,60,N00043
arrival,Phoenix Sky Harbor International Airport,4555,1065,60,N00043
departure,Phoenix Sky Harbor International Airport,4581,1143,46,N00043
arrival,George Bush Intercontinental Airport,4781,1143,46,N00043
departure,George Bush Intercontinental Airport,4817,1201,20,N00043
arrival,Newark Liberty International Airport,null,1201,20,N00043
departure,Hartsfield-Jackson Atlanta International Airport,86,44,112,N00044
arrival,LaGuardia Airport,258,44,112,N00044
departure,LaGuardia Airport,284,93,160,N00044
arrival,Los Angeles International Airport,658,93,160,N00044
departure,Los Angeles International Airport,684,171,68,N00044
arrival,San Francisco International Airport,796,171,68,N00044
departure,San Francisco International Airport,832,209,140,N00044
arrival,George Bush Intercontinental Airport,1115,209,140,N00044
departure,George Bush Intercontinental Airport,1141,285,13,N00044
arrival,Newark Liberty International Airport,1388,285,13,N00044
departure,Newark Liberty International Airport,1414,354,40,N00044
arrival,Washington Dulles International Airport,1512,354,40,N00044
departure,Washington Dulles International Airport,1538,382,27,N00044
arrival,John F. Kennedy International Airport,1637,382,27,N00044
departure,John F. Kennedy International Airport,1673,410,132,N00044
arrival,O'Hare International Airport,1842,410,132,N00044
departure,O'Hare International Airport,1868,456,6,N00044
arrival,George Bush Intercontinental Airport,2059,456,6,N00044
departure,George Bush Intercontinental Airport,2085,501,61,N00044
arrival,Los Angeles International Airport,2327,501,61,N00044
departure,Los Angeles International Airport,2363,561,110,N00044
arrival,Seattle-Tacoma International Airport,2555,561,110,N00044
departure,Seattle-Tacoma International Airport,2581,624,52,N00044
arrival,Phoenix Sky Harbor International Airport,2793,624,52,N00044
departure,Phoenix Sky Harbor International Airport,2819,691,32,N00044
arrival,Austin-Bergstrom International Airport,3002,691,32,N00044
departure,Austin-Bergstrom International Airport,3028,742,24,N00044
arrival,Dallas/Fort Worth International Airport,3118,742,24,N00044
departure,Dallas/Fort Worth International Airport,3154,777,160,N00044
arrival,Los Angeles International Airport,3381,777,160,N00044
departure,Los Angeles International Airport,3407,842,84,N00044
arrival,Minneapolis-Saint Paul International Airport,3678,842,84,N00044
departure,Minneapolis-Saint Paul International Airport,3704,916,48,N00044
arrival,O'Hare International Airport,3818,916,48,N00044
departure,O'Hare International Airport,3844,953,28,N00044
arrival,Ronald Reagan Washington National Airport,3998,953,28,N00044
departure,Ronald Reagan Washington National Airport,4034,1005,18,N00044
arrival,Detroit Metropolitan Airport,4161,1005,18,N00044
departure,Detroit Metropolitan Airport,4187,1042,18,N00044
arrival,Baltimore/Washington International Airport,4315,1042,18,N00044
departure,Baltimore/Washington International Airport,4341,1085,27,N00044
arrival,Hartsfield-Jackson Atlanta International Airport,4490,1085,27,N00044
departure,Hartsfield-Jackson Atlanta International Airport,4516,1126,28,N00044
arrival,Newark Liberty International Airport,4686,1126,28,N00044
departure,Newark Liberty International Airport,4712,1178,51,N00044
arrival,Minneapolis-Saint Paul International Airport,4910,1178,51,N00044
departure,Minneapolis-Saint Paul International Airport,4936,1233,11,N00044
arrival,Detroit Metropolitan Airport,null,1233,11,N00044
departure,Dallas/Fort Worth International Airport,86,45,140,N00045
arrival,Newark Liberty International Airport,332,45,140,N00045
departure,Newark Liberty International Airport,368,107,120,N00045
arrival,Paris Charles de Gaulle Airport,899,107,120,N00045
departure,Paris Charles de Gaulle Airport,935,230,126,N00045
arrival,Newark Liberty International Airport,1444,230,126,N00045
departure,Newark Liberty International Airport,1480,364,132,N00045
arrival,O'Hare International Airport,1646,364,132,N00045
departure,O'Hare International Airport,1672,413,153,N00045
arrival,Dallas/Fort Worth International Airport,1850,413,153,N00045
departure,Dallas/Fort Worth International Airport,1876,457,34,N00045
arrival,O'Hare International Airport,2056,457,34,N00045
departure,O'Hare International Airport,2082,500,75,N00045
arrival,Minneapolis-Saint Paul International Airport,2196,500,75,N00045
departure,Minneapolis-Saint Paul International Airport,2232,531,92,N00045
arrival,Los Angeles International Airport,2499,531,92,N00045
departure,Los Angeles International Airport,2525,608,93,N00045
arrival,Harry Reid International Airport,2626,608,93,N00045
departure,Harry Reid International Airport,2652,641,6,N00045
arrival,Salt Lake City International Airport,2775,641,6,N00045
departure,Salt Lake City International Airport,2801,685,12,N00045
arrival,San Diego International Airport,2954,685,12,N00045
departure,San Diego International Airport,2980,732,32,N00045
arrival,San Francisco International Airport,3112,732,32,N00045
departure,San Francisco International Airport,3138,773,32,N00045
arrival,San Diego International Airport,3270,773,32,N00045
departure,San Diego International Airport,3306,811,10,N00045
arrival,Harry Reid International Airport,3409,811,10,N00045
departure,Harry Reid International Airport,3435,847,14,N00045
arrival,Phoenix Sky Harbor International Airport,3538,847,14,N00045
departure,Phoenix Sky Harbor International Airport,3564,881,22,N00045
arrival,San Diego International Airport,3673,881,22,N00045
departure,San Diego International Airport,3699,914,6,N00045
arrival,Salt Lake City International Airport,3853,914,6,N00045
departure,Salt Lake City International Airport,3879,962,30,N00045
arrival,Los Angeles International Airport,4028,962,30,N00045
departure,Los Angeles International Airport,4054,1009,132,N00045
arrival,Austin-Bergstrom International Airport,4282,1009,132,N00045
departure,Austin-Bergstrom International Airport,4318,1075,12,N00045
arrival,Nashville International Airport,4488,1075,12,N00045
departure,Nashville International Airport,4514,1125,20,N00045
arrival,George Bush Intercontinental Airport,4671,1125,20,N00045
departure,George Bush Intercontinental Airport,4697,1172,37,N00045
arrival,Dallas/Fort Worth International Airport,4798,1172,37,N00045
departure,Dallas/Fort Worth International Airport,4824,1208,38,N00045
arrival,George Bush Intercontinental Airport,4925,1208,38,N00045
departure,George Bush Intercontinental Airport,4951,1240,33,N00045
arrival,LaGuardia Airport,null,1240,33,N00045
departure,Denver International Airport,86,46,24,N00046
arrival,San Diego International Airport,268,46,24,N00046
departure,San Diego International Airport,294,96,44,N00046
arrival,Phoenix Sky Harbor International Airport,403,96,44,N00046
departure,Phoenix Sky Harbor International Airport,429,125,51,N00046
arrival,Los Angeles International Airport,552,125,51,N00046
departure,Los Angeles International Airport,578,148,160,N00046
arrival,George Bush Intercontinental Airport,823,148,160,N00046
departure,George Bush Intercontinental Airport,849,212,120,N00046
arrival,Hartsfield-Jackson Atlanta International Airport,1012,212,120,N00046
departure,Hartsfield-Jackson Atlanta International Airport,1048,255,40,N00046
arrival,Austin-Bergstrom International Airport,1225,255,40,N00046
departure,Austin-Bergstrom International Airport,1251,313,64,N00046
arrival,O'Hare International Airport,1450,313,64,N00046
departure,O'Hare International Airport,1476,367,160,N00046
arrival,Los Angeles International Airport,1769,367,160,N00046
departure,Los Angeles International Airport,1805,441,141,N00046
arrival,John F. Kennedy International Airport,2191,441,141,N00046
departure,John F. Kennedy International Airport,2217,530,48,N00046
arrival,Charlotte Douglas International Airport,2390,530,48,N00046
departure,Charlotte Douglas International Airport,2416,581,51,N00046
arrival,O'Hare International Airport,2568,581,51,N00046
departure,O'Hare International Airport,2604,628,63,N00046
arrival,Fort Lauderdale-Hollywood International Airport,2828,628,63,N00046
departure,Fort Lauderdale-Hollywood International Airport,2854,698,21,N00046
arrival,Tampa International Airport,2943,698,21,N00046
departure,Tampa International Airport,2969,726,14,N00046
arrival,Miami International Airport,3066,726,14,N00046
departure,Miami International Airport,3102,753,114,N00046
arrival,Los Angeles International Airport,3462,753,114,N00046
departure,Los Angeles International Airport,3498,861,86,N00046
arrival,Tampa International Airport,3845,861,86,N00046
departure,Tampa International Airport,3871,960,48,N00046
arrival,Dallas/Fort Worth International Airport,4062,960,48,N00046
departure,Dallas/Fort Worth International Airport,4098,1017,42,N00046
arrival,Orlando International Airport,4297,1017,42,N00046
departure,Orlando International Airport,4323,1080,66,N00046
arrival,Los Angeles International Airport,4669,1080,66,N00046
departure,Los Angeles International Airport,4705,1169,84,N00046
arrival,Miami International Airport,null,1169,84,N00046
departure,O'Hare International Airport,86,47,20,N00047
arrival,Newark Liberty International Airport,253,47,20,N00047
departure,Newark Liberty International Airport,279,91,45,N00047
arrival,Los Angeles International Airport,652,91,45,N00047
departure,Los Angeles International Airport,678,169,160,N00047
arrival,San Francisco International Airport,790,169,160,N00047
departure,San Francisco International Airport,826,207,148,N00047
arrival,Dallas/Fort Worth International Airport,1083,207,148,N00047
departure,Dallas/Fort Worth International Airport,1109,275,48,N00047
