aircraft tail number,flight number,source airport,destination airport,departure time,arrival time,number of passengers
N00031,278,John F. Kennedy International Airport,George Bush Intercontinental Airport,1170,1416,30
N00031,345,George Bush Intercontinental Airport,LaGuardia Airport,1442,1691,30
N00031,421,LaGuardia Airport,Los Angeles International Airport,1727,2101,44
N00031,511,Los Angeles International Airport,Logan International Airport,2137,2539,69
N00031,624,Logan International Airport,Hartsfield-Jackson Atlanta International Airport,2575,2768,84
N00031,686,Hartsfield-Jackson Atlanta International Airport,Fort Lauderdale-Hollywood International Airport,2794,2945,52
N00031,725,Fort Lauderdale-Hollywood International Airport,Denver International Airport,2971,3259,18
N00031,812,Denver International Airport,Seattle-Tacoma International Airport,3295,3497,24
N00031,867,Seattle-Tacoma International Airport,San Francisco International Airport,3523,3683,76
N00031,922,San Francisco International Airport,Seattle-Tacoma International Airport,3709,3869,80
N00031,965,Seattle-Tacoma International Airport,Salt Lake City International Airport,3895,4056,12
N00031,1016,Salt Lake City International Airport,Los Angeles International Airport,4092,4241,45
N00031,1066,Los Angeles International Airport,Fort Lauderdale-Hollywood International Airport,4267,4636,126
N00031,1164,Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,4672,4822,26
N00031,1215,Hartsfield-Jackson Atlanta International Airport,Minneapolis-Saint Paul International Airport,4848,5036,45
N00031,1274,Minneapolis-Saint Paul International Airport,Los Angeles International Airport,5062,5329,92
N00031,1351,Los Angeles International Airport,Orlando International Airport,5365,5719,135
N00031,1453,Orlando International Airport,Nashville International Airport,5745,5897,16
N00031,1503,Nashville International Airport,Charlotte Douglas International Airport,5923,6034,4
N00031,1541,Charlotte Douglas International Airport,Newark Liberty International Airport,6070,6212,24
N00031,1588,Newark Liberty International Airport,Baltimore/Washington International Airport,6238,6324,20
N00031,1625,Baltimore/Washington International Airport,Charlotte Douglas International Airport,6350,6472,8
N00031,1654,Charlotte Douglas International Airport,John F. Kennedy International Airport,6498,6642,24
N00031,1692,John F. Kennedy International Airport,San Francisco International Airport,6678,7066,99
N00031,1787,San Francisco International Airport,Detroit Metropolitan Airport,7102,7439,105
N00031,1859,Detroit Metropolitan Airport,Ronald Reagan Washington National Airport,7465,7592,12
N00031,1892,Ronald Reagan Washington National Airport,Hartsfield-Jackson Atlanta International Airport,7618,7764,18
N00031,1925,Hartsfield-Jackson Atlanta International Airport,Harry Reid International Airport,7800,8093,30
N00031,1990,Harry Reid International Airport,Austin-Bergstrom International Airport,8119,8329,12
N00031,2030,Austin-Bergstrom International Airport,Charlotte Douglas International Airport,8365,8568,16
N00031,2067,Charlotte Douglas International Airport,Salt Lake City International Airport,8594,8883,10
N00031,2114,Salt Lake City International Airport,Minneapolis-Saint Paul International Airport,8919,9117,9
N00031,2146,Minneapolis-Saint Paul International Airport,Logan International Airport,9143,9357,36
N00031,2182,Logan International Airport,Tampa International Airport,9383,9602,44
N00031,2212,Tampa International Airport,Austin-Bergstrom International Airport,9638,9827,20
N00031,2235,Austin-Bergstrom International Airport,Nashville International Airport,9853,10023,6
N00031,2260,Nashville International Airport,Miami International Airport,10049,10225,16
N00031,2278,Miami International Airport,Charlotte Douglas International Airport,10251,10407,10
N00031,2302,Charlotte Douglas International Airport,George Bush Intercontinental Airport,10443,10630,26
N00031,2324,George Bush Intercontinental Airport,Fort Lauderdale-Hollywood International Airport,10656,10851,30
N00031,2344,Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,10877,11031,10
N00031,2363,Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,11057,11212,10
N00031,2377,Fort Lauderdale-Hollywood International Airport,Philadelphia International Airport,11248,11446,26
N00031,2395,Philadelphia International Airport,Orlando International Airport,11472,11653,22
N00031,2412,Orlando International Airport,Washington Dulles International Airport,11679,11849,8
N00031,2423,Washington Dulles International Airport,Fort Lauderdale-Hollywood International Airport,11885,12071,12
N00031,2442,Fort Lauderdale-Hollywood International Airport,LaGuardia Airport,12097,12306,28
N00031,2457,LaGuardia Airport,Austin-Bergstrom International Airport,12342,12607,33
N00031,2474,Austin-Bergstrom International Airport,Detroit Metropolitan Airport,12633,12850,14
N00031,2486,Detroit Metropolitan Airport,Seattle-Tacoma International Airport,12886,13198,60
N00031,2505,Seattle-Tacoma International Airport,Newark Liberty International Airport,13234,13610,54
N00031,2523,Newark Liberty International Airport,Miami International Airport,13646,13854,28
N00031,2537,Miami International Airport,Washington Dulles International Airport,13880,14070,12
N00031,2546,Washington Dulles International Airport,George Bush Intercontinental Airport,14096,14316,30
N00031,2558,George Bush Intercontinental Airport,Washington Dulles International Airport,14352,14574,30
N00031,2569,Washington Dulles International Airport,Austin-Bergstrom International Airport,14600,null,15
N00032,32,Hartsfield-Jackson Atlanta International Airport,Dallas/Fort Worth International Airport,35,205,135
N00032,69,Dallas/Fort Worth International Airport,LaGuardia Airport,231,479,135
N00032,142,LaGuardia Airport,Los Angeles International Airport,515,889,76
N00032,224,Los Angeles International Airport,Detroit Metropolitan Airport,925,1250,135
N00032,307,Detroit Metropolitan Airport,Newark Liberty International Airport,1276,1413,100
N00032,343,Newark Liberty International Airport,Detroit Metropolitan Airport,1439,1576,100
N00032,392,Detroit Metropolitan Airport,Denver International Airport,1612,1826,36
N00032,447,Denver International Airport,Philadelphia International Airport,1852,2127,48
N00032,518,Philadelphia International Airport,Denver International Airport,2163,2434,52
N00032,597,Denver International Airport,Washington Dulles International Airport,2460,2716,16
N00032,666,Washington Dulles International Airport,Hartsfield-Jackson Atlanta International Airport,2752,2896,45
N00032,713,Hartsfield-Jackson Atlanta International Airport,Los Angeles International Airport,2922,3238,135
N00032,802,Los Angeles International Airport,Denver International Airport,3264,3448,123
N00032,860,Denver International Airport,Detroit Metropolitan Airport,3484,3700,27
N00032,924,Detroit Metropolitan Airport,Hartsfield-Jackson Atlanta International Airport,3726,3878,54
N00032,968,Hartsfield-Jackson Atlanta International Airport,Orlando International Airport,3904,4033,33
N00032,1008,Orlando International Airport,Hartsfield-Jackson Atlanta International Airport,4059,4188,33
N00032,1048,Hartsfield-Jackson Atlanta International Airport,Miami International Airport,4214,4366,39
N00032,1093,Miami International Airport,Tampa International Airport,4392,4489,21
N00032,1126,Tampa International Airport,Los Angeles International Airport,4525,4864,78
N00032,1226,Los Angeles International Airport,Tampa International Airport,4900,5247,76
N00032,1331,Tampa International Airport,Fort Lauderdale-Hollywood International Airport,5273,5362,14
N00032,1364,Fort Lauderdale-Hollywood International Airport,Orlando International Airport,5388,5475,12
N00032,1390,Orlando International Airport,Los Angeles International Airport,5511,5857,99
N00032,1492,Los Angeles International Airport,Austin-Bergstrom International Airport,5883,6111,132
N00032,1567,Austin-Bergstrom International Airport,Phoenix Sky Harbor International Airport,6147,6329,32
N00032,1626,Phoenix Sky Harbor International Airport,Salt Lake City International Airport,6355,6495,8
N00032,1664,Salt Lake City International Airport,San Francisco International Airport,6521,6671,18
N00032,1703,San Francisco International Airport,Hartsfield-Jackson Atlanta International Airport,6707,7053,90
N00032,1812,Hartsfield-Jackson Atlanta International Airport,Seattle-Tacoma International Airport,7235,7578,68
N00032,1890,Seattle-Tacoma International Airport,Harry Reid International Airport,7604,7787,18
N00032,1931,Harry Reid International Airport,Salt Lake City International Airport,7813,7936,2
N00032,1963,Salt Lake City International Airport,San Diego International Airport,7972,8125,3
N00032,1997,San Diego International Airport,Hartsfield-Jackson Atlanta International Airport,8151,8467,65
N00032,2049,Hartsfield-Jackson Atlanta International Airport,Salt Lake City International Airport,8503,8778,15
N00032,2097,Salt Lake City International Airport,Seattle-Tacoma International Airport,8804,8965,6
N00032,2125,Seattle-Tacoma International Airport,Phoenix Sky Harbor International Airport,8991,9203,26
N00032,2160,Phoenix Sky Harbor International Airport,LaGuardia Airport,9239,9584,88
N00032,2210,LaGuardia Airport,Miami International Airport,9610,9819,42
N00032,2234,Miami International Airport,George Bush Intercontinental Airport,9855,10048,30
N00032,2263,George Bush Intercontinental Airport,Miami International Airport,10074,10269,30
N00032,2284,Miami International Airport,Philadelphia International Airport,10295,10496,26
N00032,2309,Philadelphia International Airport,Tampa International Airport,10532,10720,28
N00032,2331,Tampa International Airport,Logan International Airport,10746,10968,22
N00032,2354,Logan International Airport,Denver International Airport,11004,11298,30
N00032,2386,Denver International Airport,Fort Lauderdale-Hollywood International Airport,11324,11617,12
N00032,2410,Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,11653,11860,28
N00032,2426,Newark Liberty International Airport,Orlando International Airport,11886,12076,24
N00032,2443,Orlando International Airport,Detroit Metropolitan Airport,12102,12295,16
N00032,2456,Detroit Metropolitan Airport,Miami International Airport,12331,12548,27
N00032,2470,Miami International Airport,John F. Kennedy International Airport,12574,12784,28
N00032,2484,John F. Kennedy International Airport,Tampa International Airport,12810,13008,30
N00032,2494,Tampa International Airport,Ronald Reagan Washington National Airport,13044,13221,10
N00032,2507,Ronald Reagan Washington National Airport,Fort Lauderdale-Hollywood International Airport,13247,13433,12
N00032,2515,Fort Lauderdale-Hollywood International Airport,Ronald Reagan Washington National Airport,13459,13646,8
N00032,2525,Ronald Reagan Washington National Airport,Miami International Airport,13682,13870,12
N00032,2538,Miami International Airport,Baltimore/Washington International Airport,13896,14089,12
N00032,2548,Baltimore/Washington International Airport,Minneapolis-Saint Paul International Airport,14115,14305,10
N00032,2556,Minneapolis-Saint Paul International Airport,Phoenix Sky Harbor International Airport,14341,14571,24
N00032,2568,Phoenix Sky Harbor International Airport,Philadelphia International Airport,14597,null,40
N00033,33,Dallas/Fort Worth International Airport,George Bush Intercontinental Airport,35,136,1
N00033,59,George Bush Intercontinental Airport,Los Angeles International Airport,162,404,135
N00033,125,Los Angeles International Airport,Newark Liberty International Airport,440,823,103
N00033,204,Newark Liberty International Airport,Logan International Airport,849,945,115
N00033,237,Logan International Airport,LaGuardia Airport,971,1059,110
N00033,266,LaGuardia Airport,George Bush Intercontinental Airport,1095,1341,135
N00033,325,George Bush Intercontinental Airport,San Francisco International Airport,1367,1645,40
N00033,405,San Francisco International Airport,George Bush Intercontinental Airport,1681,1964,5
N00033,479,George Bush Intercontinental Airport,O'Hare International Airport,1990,2182,53
N00033,532,O'Hare International Airport,Ronald Reagan Washington National Airport,2208,2362,56
N00033,579,Ronald Reagan Washington National Airport,LaGuardia Airport,2388,2486,36
N00033,608,LaGuardia Airport,Detroit Metropolitan Airport,2522,2660,100
N00033,654,Detroit Metropolitan Airport,Los Angeles International Airport,2686,3004,135
N00033,739,Los Angeles International Airport,LaGuardia Airport,3040,3425,135
N00033,856,LaGuardia Airport,Baltimore/Washington International Airport,3451,3539,30
N00033,876,Baltimore/Washington International Airport,Newark Liberty International Airport,3565,3651,27
N00033,908,Newark Liberty International Airport,O'Hare International Airport,3687,3853,88
N00033,961,O'Hare International Airport,Tampa International Airport,3879,4082,63
N00033,1022,Tampa International Airport,Charlotte Douglas International Airport,4108,4255,24
N00033,1072,Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,4281,4393,16
N00033,1097,Ronald Reagan Washington National Airport,Newark Liberty International Airport,4419,4508,18
N00033,1130,Newark Liberty International Airport,Denver International Airport,4544,4820,28
N00033,1214,Denver International Airport,O'Hare International Airport,4846,5036,38
N00033,1275,O'Hare International Airport,Minneapolis-Saint Paul International Airport,5062,5176,50
N00033,1311,Minneapolis-Saint Paul International Airport,Detroit Metropolitan Airport,5202,5344,22
N00033,1359,Detroit Metropolitan Airport,Philadelphia International Airport,5380,5513,36
N00033,1401,Philadelphia International Airport,San Francisco International Airport,5539,5919,120
N00033,1508,San Francisco International Airport,LaGuardia Airport,5955,6353,99
N00033,1632,LaGuardia Airport,Nashville International Airport,6379,6548,20
N00033,1679,Nashville International Airport,Dallas/Fort Worth International Airport,6584,6740,22
N00033,1722,Dallas/Fort Worth International Airport,Tampa International Airport,6766,6958,34
N00033,1763,Tampa International Airport,Dallas/Fort Worth International Airport,6984,7175,32
N00033,1807,Dallas/Fort Worth International Airport,Fort Lauderdale-Hollywood International Airport,7211,7426,32
N00033,1856,Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,7452,7673,40
N00033,1910,O'Hare International Airport,Harry Reid International Airport,7709,7969,30
N00033,1965,Harry Reid International Airport,O'Hare International Airport,7995,8265,56
N00034,34,Denver International Airport,George Bush Intercontinental Airport,35,219,70
N00034,79,George Bush Intercontinental Airport,Los Angeles International Airport,245,487,135
N00034,145,Los Angeles International Airport,Philadelphia International Airport,523,900,135
N00034,228,Philadelphia International Airport,Dallas/Fort Worth International Airport,936,1171,135
N00034,285,Dallas/Fort Worth International Airport,Miami International Airport,1197,1413,80
N00034,344,Miami International Airport,Los Angeles International Airport,1449,1809,135
N00034,444,Los Angeles International Airport,Dallas/Fort Worth International Airport,1845,2074,135
N00034,501,Dallas/Fort Worth International Airport,George Bush Intercontinental Airport,2100,2201,135
N00034,539,George Bush Intercontinental Airport,Dallas/Fort Worth International Airport,2227,2328,111
N00034,568,Dallas/Fort Worth International Airport,Newark Liberty International Airport,2354,2600,125
N00034,638,Newark Liberty International Airport,Hartsfield-Jackson Atlanta International Airport,2636,2805,112
N00034,694,Hartsfield-Jackson Atlanta International Airport,Washington Dulles International Airport,2831,2976,36
N00034,731,Washington Dulles International Airport,O'Hare International Airport,3002,3153,42
N00034,780,O'Hare International Airport,John F. Kennedy International Airport,3179,3349,135
N00034,829,John F. Kennedy International Airport,Denver International Airport,3385,3664,42
N00034,915,Denver International Airport,Newark Liberty International Airport,3690,3971,39
N00034,993,Newark Liberty International Airport,Washington Dulles International Airport,3997,4095,40
N00034,1025,Washington Dulles International Airport,Charlotte Douglas International Airport,4131,4254,16
N00034,1070,Charlotte Douglas International Airport,Los Angeles International Airport,4280,4615,132
N00034,1159,Los Angeles International Airport,Seattle-Tacoma International Airport,4641,4833,110
N00034,1217,Seattle-Tacoma International Airport,O'Hare International Airport,4869,5164,78
N00034,1306,O'Hare International Airport,Phoenix Sky Harbor International Airport,5190,5441,66
N00034,1381,Phoenix Sky Harbor International Airport,San Diego International Airport,5467,5576,33
N00034,1420,San Diego International Airport,Salt Lake City International Airport,5612,5766,12
N00034,1464,Salt Lake City International Airport,Harry Reid International Airport,5792,5915,4
N00034,1507,Harry Reid International Airport,Phoenix Sky Harbor International Airport,5941,6044,14
N00034,1546,Phoenix Sky Harbor International Airport,Dallas/Fort Worth International Airport,6070,6255,50
N00034,1600,Dallas/Fort Worth International Airport,Denver International Airport,6281,6440,32
N00034,1645,Denver International Airport,Nashville International Airport,6476,6705,8
N00034,1712,Nashville International Airport,Los Angeles International Airport,6731,7028,100
N00034,1780,Los Angeles International Airport,Salt Lake City International Airport,7054,7204,68
N00034,1813,Salt Lake City International Airport,Phoenix Sky Harbor International Airport,7240,7379,4
N00034,1845,Phoenix Sky Harbor International Airport,Seattle-Tacoma International Airport,7405,7615,39
N00034,1896,Seattle-Tacoma International Airport,San Diego International Airport,7641,7846,27
N00034,1946,San Diego International Airport,Austin-Bergstrom International Airport,7882,8101,15
N00034,1992,Austin-Bergstrom International Airport,Tampa International Airport,8127,8317,15
N00034,2027,Tampa International Airport,John F. Kennedy International Airport,8343,8543,42
N00034,2062,John F. Kennedy International Airport,Charlotte Douglas International Airport,8579,8722,24
N00034,2089,Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,8748,8940,42
N00034,2120,Dallas/Fort Worth International Airport,Salt Lake City International Airport,8966,9164,21
N00034,2157,Salt Lake City International Airport,George Bush Intercontinental Airport,9200,9423,30
N00034,2191,George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,9449,9652,36
N00034,2220,Minneapolis-Saint Paul International Airport,Charlotte Douglas International Airport,9678,9869,14
N00034,2241,Charlotte Douglas International Airport,Logan International Airport,9905,10071,18
N00034,2265,Logan International Airport,Orlando International Airport,10097,10309,36
N00034,2289,Orlando International Airport,LaGuardia Airport,10335,10528,24
N00034,2314,LaGuardia Airport,Fort Lauderdale-Hollywood International Airport,10564,10771,28
N00034,2337,Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,10797,10990,30
N00034,2357,George Bush Intercontinental Airport,Charlotte Douglas International Airport,11016,11204,39
N00034,2374,Charlotte Douglas International Airport,Miami International Airport,11240,11397,15
N00034,2392,Miami International Airport,Detroit Metropolitan Airport,11423,11638,36
N00034,2411,Detroit Metropolitan Airport,Orlando International Airport,11664,11858,16
N00034,2424,Orlando International Airport,Baltimore/Washington International Airport,11894,12068,8
N00034,2441,Baltimore/Washington International Airport,Los Angeles International Airport,12094,12452,67
N00034,2464,Los Angeles International Airport,Baltimore/Washington International Airport,12488,12856,116
N00034,2487,Baltimore/Washington International Airport,Orlando International Airport,12882,13055,8
N00034,2497,Orlando International Airport,Logan International Airport,13091,13305,18
N00034,2510,Logan International Airport,Phoenix Sky Harbor International Airport,13331,13686,80
N00034,2527,Phoenix Sky Harbor International Airport,John F. Kennedy International Airport,13722,14068,66
N00034,2545,John F. Kennedy International Airport,Orlando International Airport,14094,14285,24
N00034,2555,Orlando International Airport,Minneapolis-Saint Paul International Airport,14321,14555,21
N00034,2566,Minneapolis-Saint Paul International Airport,Orlando International Airport,14581,null,14
N00035,35,O'Hare International Airport,San Francisco International Airport,35,340,105
N00035,113,San Francisco International Airport,Los Angeles International Airport,366,479,40
N00035,143,Los Angeles International Airport,Philadelphia International Airport,515,892,135
N00035,225,Philadelphia International Airport,O'Hare International Airport,918,1080,16
N00035,269,O'Hare International Airport,Austin-Bergstrom International Airport,1116,1313,80
N00035,319,Austin-Bergstrom International Airport,Los Angeles International Airport,1339,1565,135
N00035,388,Los Angeles International Airport,O'Hare International Airport,1601,1899,135
N00035,465,O'Hare International Airport,LaGuardia Airport,1925,2094,135
N00035,509,LaGuardia Airport,Logan International Airport,2120,2208,92
N00035,542,Logan International Airport,Los Angeles International Airport,2244,2635,135
N00035,646,Los Angeles International Airport,Miami International Airport,2671,3040,91
N00035,750,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,3066,3218,39
N00035,798,Hartsfield-Jackson Atlanta International Airport,O'Hare International Airport,3254,3409,80
N00035,849,O'Hare International Airport,Philadelphia International Airport,3435,3597,84
N00035,890,Philadelphia International Airport,Hartsfield-Jackson Atlanta International Airport,3623,3783,78
N00035,944,Hartsfield-Jackson Atlanta International Airport,Tampa International Airport,3809,3939,39
N00035,987,Tampa International Airport,O'Hare International Airport,3965,4166,100
N00035,1042,O'Hare International Airport,Miami International Airport,4202,4428,63
N00035,1108,Miami International Airport,Orlando International Airport,4454,4543,18
N00035,1135,Orlando International Airport,Denver International Airport,4569,4839,15
N00035,1218,Denver International Airport,Salt Lake City International Airport,4865,4992,4
N00035,1257,Salt Lake City International Airport,Denver International Airport,5028,5156,4
N00035,1301,Denver International Airport,Phoenix Sky Harbor International Airport,5182,5334,20
N00035,1354,Phoenix Sky Harbor International Airport,O'Hare International Airport,5360,5615,64
N00035,1435,O'Hare International Airport,Orlando International Airport,5641,5843,36
N00035,1487,Orlando International Airport,Miami International Airport,5879,5968,12
N00035,1525,Miami International Airport,O'Hare International Airport,5994,6217,60
N00035,1589,O'Hare International Airport,Detroit Metropolitan Airport,6243,6346,29
N00035,1630,Detroit Metropolitan Airport,Baltimore/Washington International Airport,6372,6500,18
N00035,1666,Baltimore/Washington International Airport,Nashville International Airport,6526,6675,12
N00035,1705,Nashville International Airport,Denver International Airport,6711,6912,16
N00035,1755,Denver International Airport,Baltimore/Washington International Airport,6938,7205,12
N00035,1814,Baltimore/Washington International Airport,Detroit Metropolitan Airport,7231,7358,12
N00035,1841,Detroit Metropolitan Airport,Logan International Airport,7394,7548,30
N00035,1882,Logan International Airport,Minneapolis-Saint Paul International Airport,7574,7786,48
N00035,1930,Minneapolis-Saint Paul International Airport,Newark Liberty International Airport,7812,8012,34
N00035,1973,Newark Liberty International Airport,Charlotte Douglas International Airport,8038,8180,24
N00035,2002,Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,8216,8510,45
N00035,2056,Phoenix Sky Harbor International Airport,Minneapolis-Saint Paul International Airport,8536,8769,36
N00035,2095,Minneapolis-Saint Paul International Airport,Nashville International Airport,8805,8967,10
N00035,2127,Nashville International Airport,Newark Liberty International Airport,8993,9161,18
N00035,2156,Newark Liberty International Airport,Nashville International Airport,9187,9354,20
N00035,2180,Nashville International Airport,Orlando International Airport,9380,9533,8
N00035,2205,Orlando International Airport,Philadelphia International Airport,9569,9752,22
N00035,2231,Philadelphia International Airport,Minneapolis-Saint Paul International Airport,9778,9973,32
N00035,2257,Minneapolis-Saint Paul International Airport,Seattle-Tacoma International Airport,9999,10243,40
N00035,2280,Seattle-Tacoma International Airport,Minneapolis-Saint Paul International Airport,10279,10526,20
N00035,2313,Minneapolis-Saint Paul International Airport,Ronald Reagan Washington National Airport,10552,10742,10
N00035,2335,Ronald Reagan Washington National Airport,Tampa International Airport,10768,10944,8
N00035,2351,Tampa International Airport,Minneapolis-Saint Paul International Airport,10980,11214,24
N00035,2378,Minneapolis-Saint Paul International Airport,Harry Reid International Airport,11240,11472,24
N00035,2397,Harry Reid International Airport,George Bush Intercontinental Airport,11508,11734,22
N00035,2419,George Bush Intercontinental Airport,San Diego International Airport,11760,11993,32
N00035,2437,San Diego International Airport,George Bush Intercontinental Airport,12029,12265,32
N00035,2453,George Bush Intercontinental Airport,Harry Reid International Airport,12291,12514,33
N00035,2467,Harry Reid International Airport,Hartsfield-Jackson Atlanta International Airport,12550,12848,36
N00036,36,Hartsfield-Jackson Atlanta International Airport,Dallas/Fort Worth International Airport,35,205,25
N00036,70,Dallas/Fort Worth International Airport,LaGuardia Airport,231,479,40
N00036,144,LaGuardia Airport,O'Hare International Airport,505,673,135
N00036,173,O'Hare International Airport,Washington Dulles International Airport,699,851,70
N00036,214,Washington Dulles International Airport,Newark Liberty International Airport,887,985,45
N00036,242,Newark Liberty International Airport,George Bush Intercontinental Airport,1011,1255,46
N00036,308,George Bush Intercontinental Airport,San Francisco International Airport,1281,1559,135
N00036,386,San Francisco International Airport,George Bush Intercontinental Airport,1595,1878,135
N00036,464,George Bush Intercontinental Airport,O'Hare International Airport,1904,2096,135
N00036,510,O'Hare International Airport,Charlotte Douglas International Airport,2122,2275,72
N00036,556,Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,2301,2402,44
N00036,591,Hartsfield-Jackson Atlanta International Airport,Charlotte Douglas International Airport,2438,2539,44
N00036,625,Charlotte Douglas International Airport,Denver International Airport,2565,2804,20
N00036,711,Denver International Airport,Los Angeles International Airport,2905,3088,108
N00036,764,Los Angeles International Airport,LaGuardia Airport,3124,3509,135
N00036,868,LaGuardia Airport,Ronald Reagan Washington National Airport,3535,3633,40
N00036,903,Ronald Reagan Washington National Airport,O'Hare International Airport,3659,3813,42
N00036,953,O'Hare International Airport,Denver International Airport,3849,4037,60
N00036,1010,Denver International Airport,Charlotte Douglas International Airport,4063,4305,15
N00036,1078,Charlotte Douglas International Airport,Baltimore/Washington International Airport,4331,4453,16
N00036,1113,Baltimore/Washington International Airport,John F. Kennedy International Airport,4479,4567,18
N00036,1143,John F. Kennedy International Airport,Baltimore/Washington International Airport,4593,4681,30
N00036,1173,Baltimore/Washington International Airport,LaGuardia Airport,4707,4795,27
N00036,1207,LaGuardia Airport,Charlotte Douglas International Airport,4831,4975,36
N00036,1253,Charlotte Douglas International Airport,Philadelphia International Airport,5001,5134,33
N00036,1296,Philadelphia International Airport,George Bush Intercontinental Airport,5160,5395,90
N00036,1374,George Bush Intercontinental Airport,Phoenix Sky Harbor International Airport,5421,5619,72
N00036,1436,Phoenix Sky Harbor International Airport,Austin-Bergstrom International Airport,5655,5838,24
N00036,1485,Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,5864,5954,12
N00036,1518,Dallas/Fort Worth International Airport,Austin-Bergstrom International Airport,5980,6070,13
N00036,1555,Austin-Bergstrom International Airport,Hartsfield-Jackson Atlanta International Airport,6096,6274,30
N00036,1606,Hartsfield-Jackson Atlanta International Airport,Denver International Airport,6300,6525,36
N00036,1674,Denver International Airport,Logan International Airport,6561,6860,30
N00036,1743,Logan International Airport,Charlotte Douglas International Airport,6886,7051,27
N00036,1785,Charlotte Douglas International Airport,LaGuardia Airport,7077,7221,24
N00036,1818,LaGuardia Airport,Tampa International Airport,7257,7456,30
N00036,1866,Tampa International Airport,George Bush Intercontinental Airport,7482,7654,30
N00036,1906,George Bush Intercontinental Airport,Tampa International Airport,7680,7853,32
N00036,1949,Tampa International Airport,Nashville International Airport,7879,8031,12
N00036,1980,Nashville International Airport,Ronald Reagan Washington National Airport,8067,8213,9
N00036,2010,Ronald Reagan Washington National Airport,Nashville International Airport,8239,8385,9
N00036,2037,Nashville International Airport,Baltimore/Washington International Airport,8411,8560,9
N00036,2066,Baltimore/Washington International Airport,Los Angeles International Airport,8596,8954,11
N00036,2123,Los Angeles International Airport,Ronald Reagan Washington National Airport,8990,9355,135
N00036,2181,Ronald Reagan Washington National Airport,Orlando International Airport,9381,9550,12
N00036,2207,Orlando International Airport,Newark Liberty International Airport,9586,9778,24
N00036,2232,Newark Liberty International Airport,Tampa International Airport,9804,10001,30
N00036,2258,Tampa International Airport,San Francisco International Airport,10037,10403,75
N00036,2301,San Francisco International Airport,Logan International Airport,10439,10853,120
N00036,2345,Logan International Airport,Miami International Airport,10889,11117,50
N00036,2368,Miami International Airport,Nashville International Airport,11143,11318,12
N00036,2387,Nashville International Airport,Austin-Bergstrom International Airport,11344,11513,6
N00036,2398,Austin-Bergstrom International Airport,Orlando International Airport,11549,11747,8
N00036,2421,Orlando International Airport,Ronald Reagan Washington National Airport,11773,11943,8
N00036,2433,Ronald Reagan Washington National Airport,Dallas/Fort Worth International Airport,11969,null,22
N00037,37,Dallas/Fort Worth International Airport,San Francisco International Airport,35,289,135
N00037,99,San Francisco International Airport,Los Angeles International Airport,315,428,135
N00037,129,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,464,787,135
N00037,199,Hartsfield-Jackson Atlanta International Airport,Logan International Airport,813,1008,105
N00037,249,Logan International Airport,John F. Kennedy International Airport,1034,1122,110
N00037,276,John F. Kennedy International Airport,George Bush Intercontinental Airport,1158,1404,135
N00037,339,George Bush Intercontinental Airport,LaGuardia Airport,1430,1679,135
N00037,416,LaGuardia Airport,Los Angeles International Airport,1715,2089,135
N00037,504,Los Angeles International Airport,Logan International Airport,2125,2527,135
N00037,622,Logan International Airport,Newark Liberty International Airport,2553,2649,88
N00037,650,Newark Liberty International Airport,Ronald Reagan Washington National Airport,2675,2764,40
N00037,684,Ronald Reagan Washington National Airport,Logan International Airport,2790,2917,35
N00037,719,Logan International Airport,Philadelphia International Airport,2953,3059,63
N00037,758,Philadelphia International Airport,O'Hare International Airport,3085,3247,107
N00037,807,O'Hare International Airport,Newark Liberty International Airport,3273,3440,135
N00037,858,Newark Liberty International Airport,Los Angeles International Airport,3476,3849,17
N00037,958,Los Angeles International Airport,Minneapolis-Saint Paul International Airport,3885,4156,18
N00037,1038,Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,4182,4384,85
N00037,1096,John F. Kennedy International Airport,Hartsfield-Jackson Atlanta International Airport,4410,4581,56
N00037,1151,Hartsfield-Jackson Atlanta International Airport,Philadelphia International Airport,4617,4778,52
N00037,1203,Philadelphia International Airport,Detroit Metropolitan Airport,4804,4937,38
N00037,1247,Detroit Metropolitan Airport,John F. Kennedy International Airport,4963,5103,40
N00037,1290,John F. Kennedy International Airport,Ronald Reagan Washington National Airport,5129,5227,30
N00037,1323,Ronald Reagan Washington National Airport,Detroit Metropolitan Airport,5253,5380,24
N00037,1373,Detroit Metropolitan Airport,Dallas/Fort Worth International Airport,5406,5604,66
N00037,1431,Dallas/Fort Worth International Airport,Phoenix Sky Harbor International Airport,5640,5824,52
