flight number,source airport,destination airport,number of passengers,scheduled departure time,scheduled arrival time,actual departure time,actual arrival time,aircraft tail number,aircraft type
1087,John F. Kennedy International Airport,Logan International Airport,115,5228,5316,5228,5316,N00049,Airbus A220-300
1112,Logan International Airport,Hartsfield-Jackson Atlanta International Airport,105,5342,5535,5342,5535,N00049,Airbus A220-300
1169,Hartsfield-Jackson Atlanta International Airport,LaGuardia Airport,140,5571,5743,5571,5743,N00049,Airbus A220-300
1216,LaGuardia Airport,Baltimore/Washington International Airport,50,5769,5857,5769,5857,N00049,Airbus A220-300
1263,Baltimore/Washington International Airport,O'Hare International Airport,70,6086,6241,6086,6241,N00049,Airbus A220-300
1307,O'Hare International Airport,Dallas/Fort Worth International Airport,160,6267,6445,6267,6445,N00049,Airbus A220-300
1345,Dallas/Fort Worth International Airport,Los Angeles International Airport,160,6471,6698,6471,6698,N00049,Airbus A220-300
1407,Los Angeles International Airport,San Francisco International Airport,160,6734,6846,6734,6846,N00049,Airbus A220-300
1444,San Francisco International Airport,Seattle-Tacoma International Airport,100,6872,7032,6872,7032,N00049,Airbus A220-300
1489,Seattle-Tacoma International Airport,San Diego International Airport,45,7058,7263,7058,7263,N00049,Airbus A220-300
1567,San Diego International Airport,Denver International Airport,35,7526,7709,7526,7709,N00049,Airbus A220-300
1626,Denver International Airport,O'Hare International Airport,95,7745,7935,7745,7935,N00049,Airbus A220-300
1669,O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,160,7961,8117,7961,8117,N00049,Airbus A220-300
1714,Hartsfield-Jackson Atlanta International Airport,O'Hare International Airport,11,8143,8298,8143,8298,N00049,Airbus A220-300
1750,O'Hare International Airport,Minneapolis-Saint Paul International Airport,125,8324,8438,8324,8438,N00049,Airbus A220-300
1788,Minneapolis-Saint Paul International Airport,O'Hare International Airport,120,8464,8578,8464,8578,N00049,Airbus A220-300
1844,O'Hare International Airport,Los Angeles International Airport,160,8698,8991,8698,8991,N00049,Airbus A220-300
1890,Los Angeles International Airport,O'Hare International Airport,160,9017,9315,9017,9315,N00049,Airbus A220-300
1954,O'Hare International Airport,John F. Kennedy International Airport,160,9351,9521,9351,9521,N00049,Airbus A220-300
2004,John F. Kennedy International Airport,Hartsfield-Jackson Atlanta International Airport,140,9547,9718,9547,9718,N00049,Airbus A220-300
2046,Hartsfield-Jackson Atlanta International Airport,Tampa International Airport,65,9744,9874,9744,9874,N00049,Airbus A220-300
2093,Tampa International Airport,Miami International Airport,35,9900,9997,9900,9997,N00049,Airbus A220-300
2119,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,65,10023,10175,10023,10175,N00049,Airbus A220-300
2178,Hartsfield-Jackson Atlanta International Airport,Denver International Airport,60,10416,10641,10416,10641,N00049,Airbus A220-300
2244,Denver International Airport,Minneapolis-Saint Paul International Airport,35,10667,10829,10667,10829,N00049,Airbus A220-300
2274,Minneapolis-Saint Paul International Airport,Los Angeles International Airport,160,10855,11122,10855,11122,N00049,Airbus A220-300
2345,Los Angeles International Airport,San Francisco International Airport,42,11148,11260,11148,11260,N00049,Airbus A220-300
2382,San Francisco International Airport,Salt Lake City International Airport,30,11296,11447,11296,11447,N00049,Airbus A220-300
2425,Salt Lake City International Airport,Harry Reid International Airport,10,11473,11596,11473,11596,N00049,Airbus A220-300
2482,Harry Reid International Airport,Denver International Airport,20,11846,12002,11846,12002,N00049,Airbus A220-300
2527,Denver International Airport,Los Angeles International Airport,61,12028,12211,12028,12211,N00049,Airbus A220-300
2566,Los Angeles International Airport,Philadelphia International Airport,117,12247,12624,12247,12624,N00049,Airbus A220-300
2668,Philadelphia International Airport,Los Angeles International Airport,82,12660,13027,12660,13027,N00049,Airbus A220-300
2791,Los Angeles International Airport,John F. Kennedy International Airport,160,13296,13682,13296,13682,N00049,Airbus A220-300
2887,John F. Kennedy International Airport,Los Angeles International Airport,117,13718,14093,13718,14093,N00049,Airbus A220-300
2978,Los Angeles International Airport,Harry Reid International Airport,155,14119,14220,14119,14220,N00049,Airbus A220-300
3012,Harry Reid International Airport,Dallas/Fort Worth International Airport,60,14246,14454,14246,14454,N00049,Airbus A220-300
3074,Dallas/Fort Worth International Airport,Logan International Airport,130,14490,14766,14490,14792,N00049,Airbus A220-300
3119,Logan International Airport,LaGuardia Airport,110,14818,14906,14818,14906,N00049,Airbus A220-300
3144,LaGuardia Airport,Los Angeles International Airport,160,14942,15316,14942,15316,N00049,Airbus A220-300
3224,Los Angeles International Airport,Dallas/Fort Worth International Airport,82,15342,15571,15342,15571,N00049,Airbus A220-300
3271,Dallas/Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,160,15607,15777,15607,15777,N00049,Airbus A220-300
3315,Hartsfield-Jackson Atlanta International Airport,Seattle-Tacoma International Airport,85,15838,16181,15838,16181,N00049,Airbus A220-300
3339,Seattle-Tacoma International Airport,Denver International Airport,40,16217,16421,16217,18581,N00049,Airbus A220-300
3403,Denver International Airport,George Bush Intercontinental Airport,70,18607,18791,18607,18791,N00049,Airbus A220-300
3420,George Bush Intercontinental Airport,Denver International Airport,75,19046,19229,19046,19229,N00049,Airbus A220-300
3431,Denver International Airport,Salt Lake City International Airport,10,19255,19382,19255,19382,N00049,Airbus A220-300
3435,Salt Lake City International Airport,Denver International Airport,10,19408,19536,19408,19536,N00049,Airbus A220-300
3446,Denver International Airport,Minneapolis-Saint Paul International Airport,35,19572,19734,19572,19734,N00049,Airbus A220-300
3455,Minneapolis-Saint Paul International Airport,Los Angeles International Airport,160,19760,20027,19760,20027,N00049,Airbus A220-300
3470,Los Angeles International Airport,Denver International Airport,160,20053,20237,20053,null,N00049,Airbus A220-300
50,Denver International Airport,Dallas/Fort Worth International Airport,75,336,496,336,496,N00050,Airbus A220-300
97,Dallas/Fort Worth International Airport,Newark Liberty International Airport,160,522,768,522,768,N00050,Airbus A220-300
160,Newark Liberty International Airport,O'Hare International Airport,160,794,960,794,960,N00050,Airbus A220-300
200,O'Hare International Airport,Minneapolis-Saint Paul International Airport,125,986,1100,986,1100,N00050,Airbus A220-300
229,Minneapolis-Saint Paul International Airport,Los Angeles International Airport,160,1136,1403,1136,1403,N00050,Airbus A220-300
290,Los Angeles International Airport,Logan International Airport,151,1439,1841,1439,1841,N00050,Airbus A220-300
375,Logan International Airport,Newark Liberty International Airport,110,1867,1963,1867,1963,N00050,Airbus A220-300
398,Newark Liberty International Airport,Los Angeles International Airport,160,1999,2372,1999,2372,N00050,Airbus A220-300
483,Los Angeles International Airport,Denver International Airport,16,2398,2582,2398,2582,N00050,Airbus A220-300
613,Denver International Airport,Logan International Airport,50,2932,3231,2932,3231,N00050,Airbus A220-300
666,Logan International Airport,Los Angeles International Airport,160,3267,3658,3267,3658,N00050,Airbus A220-300
756,Los Angeles International Airport,Dallas/Fort Worth International Airport,82,3684,3913,3684,3913,N00050,Airbus A220-300
822,Dallas/Fort Worth International Airport,Newark Liberty International Airport,56,3949,4195,3949,4195,N00050,Airbus A220-300
881,Newark Liberty International Airport,Charlotte Douglas International Airport,60,4221,4363,4221,4363,N00050,Airbus A220-300
939,Charlotte Douglas International Airport,Los Angeles International Airport,160,4399,4734,4399,4750,N00050,Airbus A220-300
997,Los Angeles International Airport,O'Hare International Airport,98,4786,5084,4786,5084,N00050,Airbus A220-300
1064,O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,70,5110,5266,5110,5266,N00050,Airbus A220-300
1110,Hartsfield-Jackson Atlanta International Airport,George Bush Intercontinental Airport,15,5292,5455,5292,5455,N00050,Airbus A220-300
1145,George Bush Intercontinental Airport,O'Hare International Airport,100,5491,5683,5491,5683,N00050,Airbus A220-300
1223,O'Hare International Airport,San Francisco International Airport,160,5796,6101,5796,6101,N00050,Airbus A220-300
1268,San Francisco International Airport,Los Angeles International Airport,160,6127,6240,6127,6240,N00050,Airbus A220-300
1306,Los Angeles International Airport,Philadelphia International Airport,160,6276,6653,6276,6653,N00050,Airbus A220-300
1390,Philadelphia International Airport,Los Angeles International Airport,160,6689,7056,6689,7056,N00050,Airbus A220-300
1495,Los Angeles International Airport,Salt Lake City International Airport,85,7082,7232,7082,7232,N00050,Airbus A220-300
1544,Salt Lake City International Airport,Charlotte Douglas International Airport,10,7268,7562,7268,7562,N00050,Airbus A220-300
1591,Charlotte Douglas International Airport,O'Hare International Airport,85,7588,7740,7588,7740,N00050,Airbus A220-300
1631,O'Hare International Airport,Dallas/Fort Worth International Airport,66,7766,7944,7766,7944,N00050,Airbus A220-300
