flight number,source airport,destination airport,number of passengers,scheduled departure time,scheduled arrival time,actual departure time,actual arrival time,aircraft tail number,aircraft type
147,John F. Kennedy International Airport,Los Angeles International Airport,119,737,1091,737,1091,N00009,Boeing 737-600
226,Los Angeles International Airport,Dallas/Fort Worth International Airport,119,1117,1337,1117,1337,N00009,Boeing 737-600
323,Dallas/Fort Worth International Airport,Logan International Airport,119,1528,1791,1528,1791,N00009,Boeing 737-600
354,Logan International Airport,LaGuardia Airport,110,1817,1905,1817,1905,N00009,Boeing 737-600
386,LaGuardia Airport,Los Angeles International Airport,101,1941,2295,1941,2295,N00009,Boeing 737-600
463,Los Angeles International Airport,Dallas/Fort Worth International Airport,119,2321,2541,2321,2541,N00009,Boeing 737-600
520,Dallas/Fort Worth International Airport,Newark Liberty International Airport,119,2577,2812,2577,2812,N00009,Boeing 737-600
588,Newark Liberty International Airport,Ronald Reagan Washington National Airport,50,2838,2928,2838,2928,N00009,Boeing 737-600
627,Ronald Reagan Washington National Airport,Los Angeles International Airport,119,2964,3301,2964,3328,N00009,Boeing 737-600
690,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,119,3364,3670,3364,3670,N00009,Boeing 737-600
759,Hartsfield-Jackson Atlanta International Airport,Denver International Airport,60,3696,3912,3696,3912,N00009,Boeing 737-600
821,Denver International Airport,Newark Liberty International Airport,65,3948,4216,3948,4216,N00009,Boeing 737-600
888,Newark Liberty International Airport,Nashville International Airport,50,4242,4405,4242,4405,N00009,Boeing 737-600
948,Nashville International Airport,Hartsfield-Jackson Atlanta International Airport,40,4646,4746,4646,4746,N00009,Boeing 737-600
996,Hartsfield-Jackson Atlanta International Airport,Los Angeles International Airport,61,4782,5082,4782,5082,N00009,Boeing 737-600
1062,Los Angeles International Airport,George Bush Intercontinental Airport,119,5108,5342,5108,5342,N00009,Boeing 737-600
1118,George Bush Intercontinental Airport,Los Angeles International Airport,101,5378,5609,5378,5609,N00009,Boeing 737-600
1185,Los Angeles International Airport,Phoenix Sky Harbor International Airport,119,5635,5757,5635,5757,N00009,Boeing 737-600
1217,Phoenix Sky Harbor International Airport,Logan International Airport,80,5793,6137,5793,6137,N00009,Boeing 737-600
1283,Logan International Airport,LaGuardia Airport,110,6163,6251,6163,6251,N00009,Boeing 737-600
1310,LaGuardia Airport,O'Hare International Airport,119,6277,6441,6277,6441,N00009,Boeing 737-600
1344,O'Hare International Airport,Los Angeles International Airport,17,6477,6756,6477,6756,N00009,Boeing 737-600
1424,Los Angeles International Airport,Minneapolis-Saint Paul International Airport,119,6782,7040,6782,7040,N00009,Boeing 737-600
1491,Minneapolis-Saint Paul International Airport,Dallas/Fort Worth International Airport,95,7076,7253,7076,7253,N00009,Boeing 737-600
1550,Dallas/Fort Worth International Airport,Logan International Airport,119,7279,7542,7279,7542,N00009,Boeing 737-600
1573,Logan International Airport,Los Angeles International Airport,116,7578,7947,7578,7947,N00009,Boeing 737-600
1672,Los Angeles International Airport,Philadelphia International Airport,119,7983,8339,7983,8339,N00009,Boeing 737-600
1761,Philadelphia International Airport,O'Hare International Airport,119,8365,8523,8365,8523,N00009,Boeing 737-600
1809,O'Hare International Airport,Ronald Reagan Washington National Airport,70,8549,8700,8549,8722,N00009,Boeing 737-600
1863,Ronald Reagan Washington National Airport,O'Hare International Airport,70,8976,9126,8976,9126,N00009,Boeing 737-600
1922,O'Hare International Airport,Los Angeles International Airport,119,9152,9431,9152,9431,N00009,Boeing 737-600
1980,Los Angeles International Airport,Dallas/Fort Worth International Airport,41,9457,9677,9457,9677,N00009,Boeing 737-600
2038,Dallas/Fort Worth International Airport,San Francisco International Airport,50,9713,9955,9713,9955,N00009,Boeing 737-600
2125,San Francisco International Airport,John F. Kennedy International Airport,119,10054,10431,10054,10431,N00009,Boeing 737-600
2192,John F. Kennedy International Airport,Denver International Airport,70,10467,10733,10467,10733,N00009,Boeing 737-600
2255,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,60,10759,10977,10759,10977,N00009,Boeing 737-600
2309,Hartsfield-Jackson Atlanta International Airport,Los Angeles International Airport,61,11013,11313,11013,11313,N00009,Boeing 737-600
2392,Los Angeles International Airport,Seattle-Tacoma International Airport,86,11339,11525,11339,11525,N00009,Boeing 737-600
2447,Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,85,11561,11894,11561,11894,N00009,Boeing 737-600
2503,Hartsfield-Jackson Atlanta International Airport,O'Hare International Airport,119,11920,12072,11920,12072,N00009,Boeing 737-600
2541,O'Hare International Airport,Los Angeles International Airport,17,12108,12387,12108,12387,N00009,Boeing 737-600
2604,Los Angeles International Airport,George Bush Intercontinental Airport,1,12413,12647,12413,12647,N00009,Boeing 737-600
2671,George Bush Intercontinental Airport,San Francisco International Airport,40,12683,12948,12683,12948,N00009,Boeing 737-600
2749,San Francisco International Airport,Newark Liberty International Airport,30,12984,13358,12984,13358,N00009,Boeing 737-600
2825,Newark Liberty International Airport,Los Angeles International Airport,119,13394,13746,13394,13746,N00009,Boeing 737-600
2900,Los Angeles International Airport,Logan International Airport,119,13782,14162,13782,14162,N00009,Boeing 737-600
2999,Logan International Airport,LaGuardia Airport,110,14188,14276,14188,14276,N00009,Boeing 737-600
3022,LaGuardia Airport,Logan International Airport,115,14302,14390,14302,14390,N00009,Boeing 737-600
3045,Logan International Airport,San Francisco International Airport,119,14426,14805,14426,14805,N00009,Boeing 737-600
3125,San Francisco International Airport,George Bush Intercontinental Airport,119,14841,15111,14841,15111,N00009,Boeing 737-600
3181,George Bush Intercontinental Airport,Los Angeles International Airport,119,15137,15368,15137,15368,N00009,Boeing 737-600
3232,Los Angeles International Airport,San Francisco International Airport,119,15394,15506,15394,null,N00009,Boeing 737-600
28,Denver International Airport,Philadelphia International Airport,60,88,351,88,351,N00010,Boeing 737-600
60,Philadelphia International Airport,Denver International Airport,65,377,636,377,636,N00010,Boeing 737-600
130,Denver International Airport,Detroit Metropolitan Airport,45,672,879,672,879,N00010,Boeing 737-600
179,Detroit Metropolitan Airport,Denver International Airport,45,905,1110,905,1110,N00010,Boeing 737-600
324,Denver International Airport,Philadelphia International Airport,60,1528,1791,1528,1791,N00010,Boeing 737-600
355,Philadelphia International Airport,Los Angeles International Airport,119,1827,2174,1827,2174,N00010,Boeing 737-600
434,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,96,2210,2516,2210,2516,N00010,Boeing 737-600
515,Hartsfield-Jackson Atlanta International Airport,Newark Liberty International Airport,119,2542,2708,2542,2708,N00010,Boeing 737-600
558,Newark Liberty International Airport,Dallas/Fort Worth International Airport,15,2744,2976,2744,2976,N00010,Boeing 737-600
635,Dallas/Fort Worth International Airport,Denver International Airport,80,3206,3361,3206,3361,N00010,Boeing 737-600
696,Denver International Airport,Los Angeles International Airport,45,3387,3564,3387,3564,N00010,Boeing 737-600
736,Los Angeles International Airport,Philadelphia International Airport,101,3600,3956,3600,3956,N00010,Boeing 737-600
831,Philadelphia International Airport,Los Angeles International Airport,66,3992,4339,3992,4339,N00010,Boeing 737-600
930,Los Angeles International Airport,John F. Kennedy International Airport,119,4375,4739,4375,4739,N00010,Boeing 737-600
992,John F. Kennedy International Airport,O'Hare International Airport,85,4765,4929,4765,4929,N00010,Boeing 737-600
1033,O'Hare International Airport,Los Angeles International Airport,17,4965,5244,4965,5244,N00010,Boeing 737-600
1105,Los Angeles International Airport,Denver International Airport,16,5270,5448,5270,5448,N00010,Boeing 737-600
1144,Denver International Airport,Tampa International Airport,30,5484,5741,5484,5741,N00010,Boeing 737-600
1214,Tampa International Airport,Fort Lauderdale-Hollywood International Airport,35,5767,5856,5767,5856,N00010,Boeing 737-600
1249,Fort Lauderdale-Hollywood International Airport,Denver International Airport,30,6086,6361,6086,6361,N00010,Boeing 737-600
1331,Denver International Airport,San Diego International Airport,30,6397,6573,6397,6573,N00010,Boeing 737-600
1377,San Diego International Airport,Phoenix Sky Harbor International Airport,55,6599,6707,6599,6707,N00010,Boeing 737-600
1410,Phoenix Sky Harbor International Airport,O'Hare International Airport,119,6733,6976,6733,6976,N00010,Boeing 737-600
1471,O'Hare International Airport,Nashville International Airport,70,7002,7131,7002,7131,N00010,Boeing 737-600
1511,Nashville International Airport,Charlotte Douglas International Airport,20,7157,7268,7157,7268,N00010,Boeing 737-600
1556,Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,55,7526,7627,7526,7627,N00010,Boeing 737-600
1612,Hartsfield-Jackson Atlanta International Airport,Los Angeles International Airport,119,7663,7963,7663,7963,N00010,Boeing 737-600
1678,Los Angeles International Airport,George Bush Intercontinental Airport,119,7989,8223,7989,8223,N00010,Boeing 737-600
1732,George Bush Intercontinental Airport,O'Hare International Airport,100,8259,8445,8259,8445,N00010,Boeing 737-600
1789,O'Hare International Airport,Phoenix Sky Harbor International Airport,5,8471,8711,8471,8711,N00010,Boeing 737-600
1864,Phoenix Sky Harbor International Airport,Denver International Airport,50,8966,9116,8966,9116,N00010,Boeing 737-600
1917,Denver International Airport,Los Angeles International Airport,45,9152,9329,9152,9329,N00010,Boeing 737-600
1959,Los Angeles International Airport,Philadelphia International Airport,119,9355,9711,9355,9711,N00010,Boeing 737-600
2044,Philadelphia International Airport,O'Hare International Airport,119,9747,9905,9747,9905,N00010,Boeing 737-600
2100,O'Hare International Airport,Phoenix Sky Harbor International Airport,119,9931,10171,9931,10171,N00010,Boeing 737-600
2168,Phoenix Sky Harbor International Airport,Denver International Airport,50,10406,10556,10406,10556,N00010,Boeing 737-600
2225,Denver International Airport,Phoenix Sky Harbor International Airport,50,10582,10731,10582,10731,N00010,Boeing 737-600
2254,Phoenix Sky Harbor International Airport,O'Hare International Airport,119,10767,11010,10767,11010,N00010,Boeing 737-600
2319,O'Hare International Airport,Newark Liberty International Airport,65,11036,11199,11036,11199,N00010,Boeing 737-600
2364,Newark Liberty International Airport,George Bush Intercontinental Airport,119,11225,11458,11225,11458,N00010,Boeing 737-600
2453,George Bush Intercontinental Airport,Seattle-Tacoma International Airport,100,11580,11871,11580,11871,N00010,Boeing 737-600
2489,Seattle-Tacoma International Airport,Denver International Airport,40,11897,12093,11897,12093,N00010,Boeing 737-600
2544,Denver International Airport,Phoenix Sky Harbor International Airport,50,12119,12268,12119,12268,N00010,Boeing 737-600
2574,Phoenix Sky Harbor International Airport,Los Angeles International Airport,5,12304,12426,12304,12426,N00010,Boeing 737-600
2619,Los Angeles International Airport,Detroit Metropolitan Airport,119,12452,12760,12452,12760,N00010,Boeing 737-600
2699,Detroit Metropolitan Airport,O'Hare International Airport,5,12786,12889,12786,12889,N00010,Boeing 737-600
2770,O'Hare International Airport,Los Angeles International Airport,119,13032,13311,13032,13311,N00010,Boeing 737-600
2797,Los Angeles International Airport,O'Hare International Airport,119,13337,13621,13337,13621,N00010,Boeing 737-600
2868,O'Hare International Airport,George Bush Intercontinental Airport,105,13657,13842,13657,13842,N00010,Boeing 737-600
2918,George Bush Intercontinental Airport,Los Angeles International Airport,119,13868,14099,13868,14099,N00010,Boeing 737-600
2981,Los Angeles International Airport,San Francisco International Airport,119,14125,14237,14125,14237,N00010,Boeing 737-600
3031,San Francisco International Airport,Logan International Airport,119,14361,14751,14361,14751,N00010,Boeing 737-600
3100,Logan International Airport,Los Angeles International Airport,119,14787,15156,14787,15156,N00010,Boeing 737-600
3184,Los Angeles International Airport,Dallas/Fort Worth International Airport,119,15192,15412,15192,15412,N00010,Boeing 737-600
3244,Dallas/Fort Worth International Airport,San Francisco International Airport,119,15438,15680,15438,15680,N00010,Boeing 737-600
3293,San Francisco International Airport,Seattle-Tacoma International Airport,100,15706,15862,15706,15862,N00010,Boeing 737-600
3320,Seattle-Tacoma International Airport,George Bush Intercontinental Airport,95,15898,16195,15898,16195,N00010,Boeing 737-600
3341,George Bush Intercontinental Airport,Los Angeles International Airport,119,16221,16452,16221,null,N00010,Boeing 737-600
21,O'Hare International Airport,Seattle-Tacoma International Airport,119,74,351,74,351,N00011,Boeing 737-600
61,Seattle-Tacoma International Airport,Denver International Airport,40,377,573,377,573,N00011,Boeing 737-600
123,Denver International Airport,San Diego International Airport,30,599,775,599,775,N00011,Boeing 737-600
162,San Diego International Airport,Phoenix Sky Harbor International Airport,55,811,919,811,919,N00011,Boeing 737-600
188,Phoenix Sky Harbor International Airport,O'Hare International Airport,119,945,1188,945,1188,N00011,Boeing 737-600
244,O'Hare International Airport,Miami International Airport,105,1214,1431,1214,1431,N00011,Boeing 737-600
297,Miami International Airport,Los Angeles International Airport,119,1467,1808,1467,1808,N00011,Boeing 737-600
368,Los Angeles International Airport,John F. Kennedy International Airport,119,1844,2208,1844,2208,N00011,Boeing 737-600
445,John F. Kennedy International Airport,Los Angeles International Airport,119,2244,2598,2244,2598,N00011,Boeing 737-600
531,Los Angeles International Airport,San Francisco International Airport,119,2624,2736,2624,2736,N00011,Boeing 737-600
573,San Francisco International Airport,San Diego International Airport,80,2762,2893,2762,2893,N00011,Boeing 737-600
609,San Diego International Airport,Detroit Metropolitan Airport,50,2929,3235,2929,3235,N00011,Boeing 737-600
667,Detroit Metropolitan Airport,Los Angeles International Airport,81,3271,3573,3271,3573,N00011,Boeing 737-600
737,Los Angeles International Airport,Dallas/Fort Worth International Airport,119,3599,3819,3599,3819,N00011,Boeing 737-600
795,Dallas/Fort Worth International Airport,Newark Liberty International Airport,119,3855,4090,3855,4090,N00011,Boeing 737-600
865,Newark Liberty International Airport,Detroit Metropolitan Airport,100,4116,4251,4116,4251,N00011,Boeing 737-600
900,Detroit Metropolitan Airport,John F. Kennedy International Airport,100,4277,4414,4277,4414,N00011,Boeing 737-600
949,John F. Kennedy International Airport,Denver International Airport,70,4656,4922,4656,4922,N00011,Boeing 737-600
1032,Denver International Airport,Seattle-Tacoma International Airport,40,4948,5143,4948,5143,N00011,Boeing 737-600
1077,Seattle-Tacoma International Airport,Los Angeles International Airport,119,5169,5356,5169,5356,N00011,Boeing 737-600
1122,Los Angeles International Airport,San Francisco International Airport,119,5392,5504,5392,5504,N00011,Boeing 737-600
1157,San Francisco International Airport,George Bush Intercontinental Airport,119,5530,5800,5530,5800,N00011,Boeing 737-600
1241,George Bush Intercontinental Airport,San Francisco International Airport,40,5836,6101,5836,6101,N00011,Boeing 737-600
1264,San Francisco International Airport,Denver International Airport,70,6137,6327,6137,6327,N00011,Boeing 737-600
1324,Denver International Airport,Minneapolis-Saint Paul International Airport,35,6353,6511,6353,6511,N00011,Boeing 737-600
1358,Minneapolis-Saint Paul International Airport,Denver International Airport,35,6537,6695,6537,6695,N00011,Boeing 737-600
1406,Denver International Airport,Newark Liberty International Airport,65,6731,6999,6731,6999,N00011,Boeing 737-600
1480,Newark Liberty International Airport,George Bush Intercontinental Airport,119,7025,7258,7025,7258,N00011,Boeing 737-600
1553,George Bush Intercontinental Airport,San Francisco International Airport,119,7294,7559,7294,7559,N00011,Boeing 737-600
1585,San Francisco International Airport,Los Angeles International Airport,119,7585,7697,7585,7697,N00011,Boeing 737-600
1625,Los Angeles International Airport,Newark Liberty International Airport,119,7733,8095,7733,8095,N00011,Boeing 737-600
1705,Newark Liberty International Airport,Dallas/Fort Worth International Airport,119,8131,8363,8131,8363,N00011,Boeing 737-600
1767,Dallas/Fort Worth International Airport,Newark Liberty International Airport,40,8389,8624,8389,8624,N00011,Boeing 737-600
1830,Newark Liberty International Airport,Seattle-Tacoma International Airport,90,8660,9007,8660,9007,N00011,Boeing 737-600
1896,Seattle-Tacoma International Airport,O'Hare International Airport,119,9043,9324,9043,9324,N00011,Boeing 737-600
1957,O'Hare International Airport,George Bush Intercontinental Airport,80,9350,9535,9350,9535,N00011,Boeing 737-600
2008,George Bush Intercontinental Airport,Los Angeles International Airport,101,9571,9802,9571,9802,N00011,Boeing 737-600
2073,Los Angeles International Airport,Minneapolis-Saint Paul International Airport,119,9828,10086,9828,10086,N00011,Boeing 737-600
2163,Minneapolis-Saint Paul International Airport,San Francisco International Airport,90,10171,10431,10171,10431,N00011,Boeing 737-600
2193,San Francisco International Airport,Los Angeles International Airport,96,10457,10569,10457,10574,N00011,Boeing 737-600
2231,Los Angeles International Airport,O'Hare International Airport,57,10600,10884,10600,10884,N00011,Boeing 737-600
2292,O'Hare International Airport,LaGuardia Airport,90,10920,11084,10920,11084,N00011,Boeing 737-600
2339,LaGuardia Airport,Dallas/Fort Worth International Airport,40,11110,11344,11110,11344,N00011,Boeing 737-600
2404,Dallas/Fort Worth International Airport,Philadelphia International Airport,119,11370,11598,11370,11598,N00011,Boeing 737-600
2466,Philadelphia International Airport,Denver International Airport,65,11856,12115,11856,12115,N00011,Boeing 737-600
2550,Denver International Airport,San Francisco International Airport,70,12141,12330,12141,12330,N00011,Boeing 737-600
2591,San Francisco International Airport,Dallas/Fort Worth International Airport,25,12366,12612,12366,12612,N00011,Boeing 737-600
2663,Dallas/Fort Worth International Airport,Newark Liberty International Airport,40,12638,12873,12638,12873,N00011,Boeing 737-600
2727,Newark Liberty International Airport,Charlotte Douglas International Airport,60,12899,13038,12899,13038,N00011,Boeing 737-600
2778,Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,55,13286,13387,13286,13387,N00011,Boeing 737-600
2830,Hartsfield-Jackson Atlanta International Airport,O'Hare International Airport,119,13423,13575,13423,13575,N00011,Boeing 737-600
2864,O'Hare International Airport,Dallas/Fort Worth International Airport,119,13601,13774,13601,13774,N00011,Boeing 737-600
2905,Dallas/Fort Worth International Airport,O'Hare International Airport,119,13800,13974,13800,13974,N00011,Boeing 737-600
2954,O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,45,14000,14153,14000,14153,N00011,Boeing 737-600
2997,Hartsfield-Jackson Atlanta International Airport,Newark Liberty International Airport,119,14179,14345,14179,14345,N00011,Boeing 737-600
3038,Newark Liberty International Airport,Baltimore/Washington International Airport,50,14371,14457,14371,14457,N00011,Boeing 737-600
3075,Baltimore/Washington International Airport,Phoenix Sky Harbor International Airport,35,14493,14797,14493,14797,N00011,Boeing 737-600
3120,Phoenix Sky Harbor International Airport,Los Angeles International Airport,119,14823,14945,14823,14945,N00011,Boeing 737-600
3153,Los Angeles International Airport,Newark Liberty International Airport,111,14981,15343,14981,15343,N00011,Boeing 737-600
3228,Newark Liberty International Airport,Dallas/Fort Worth International Airport,15,15379,15611,15379,17771,N00011,Boeing 737-600
3375,Dallas/Fort Worth International Airport,O'Hare International Airport,119,17797,17971,17797,17971,N00011,Boeing 737-600
3380,O'Hare International Airport,Los Angeles International Airport,119,18007,18286,18007,18286,N00011,Boeing 737-600
3391,Los Angeles International Airport,John F. Kennedy International Airport,119,18322,18686,18322,18686,N00011,Boeing 737-600
3409,John F. Kennedy International Airport,Los Angeles International Airport,119,18722,19076,18722,19076,N00011,Boeing 737-600
3422,Los Angeles International Airport,O'Hare International Airport,119,19112,19396,19112,19396,N00011,Boeing 737-600
3438,O'Hare International Airport,San Francisco International Airport,119,19422,19712,19422,19712,N00011,Boeing 737-600
3454,San Francisco International Airport,Denver International Airport,70,19748,19938,19748,19938,N00011,Boeing 737-600
3467,Denver International Airport,Austin-Bergstrom International Airport,25,19964,20133,19964,20133,N00011,Boeing 737-600
3479,Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,60,20159,20250,20159,null,N00011,Boeing 737-600
34,Hartsfield-Jackson Atlanta International Airport,O'Hare International Airport,119,336,488,336,488,N00012,Boeing 737-600
91,O'Hare International Airport,George Bush Intercontinental Airport,51,514,699,514,699,N00012,Boeing 737-600
145,George Bush Intercontinental Airport,Los Angeles International Airport,101,725,956,725,956,N00012,Boeing 737-600
197,Los Angeles International Airport,Philadelphia International Airport,119,992,1348,992,1348,N00012,Boeing 737-600
278,Philadelphia International Airport,Logan International Airport,105,1374,1479,1374,1479,N00012,Boeing 737-600
320,Logan International Airport,Denver International Airport,50,1515,1795,1515,1795,N00012,Boeing 737-600
363,Denver International Airport,Dallas/Fort Worth International Airport,75,1821,1977,1821,1977,N00012,Boeing 737-600
400,Dallas/Fort Worth International Airport,O'Hare International Airport,119,2003,2177,2003,2177,N00012,Boeing 737-600
436,O'Hare International Airport,LaGuardia Airport,119,2213,2377,2213,2377,N00012,Boeing 737-600
486,LaGuardia Airport,Logan International Airport,115,2403,2491,2403,2491,N00012,Boeing 737-600
510,Logan International Airport,Hartsfield-Jackson Atlanta International Airport,105,2517,2703,2517,2703,N00012,Boeing 737-600
556,Hartsfield-Jackson Atlanta International Airport,John F. Kennedy International Airport,119,2729,2896,2729,2896,N00012,Boeing 737-600
612,John F. Kennedy International Airport,Los Angeles International Airport,119,2932,3286,2932,3286,N00012,Boeing 737-600
681,Los Angeles International Airport,LaGuardia Airport,119,3322,3686,3322,3686,N00012,Boeing 737-600
767,LaGuardia Airport,Dallas/Fort Worth International Airport,119,3722,3956,3722,3956,N00012,Boeing 737-600
832,Dallas/Fort Worth International Airport,John F. Kennedy International Airport,119,3982,4219,3982,4219,N00012,Boeing 737-600
891,John F. Kennedy International Airport,Detroit Metropolitan Airport,100,4245,4382,4245,4382,N00012,Boeing 737-600
950,Detroit Metropolitan Airport,Denver International Airport,45,4656,4861,4656,4861,N00012,Boeing 737-600
1019,Denver International Airport,George Bush Intercontinental Airport,70,4887,5066,4887,5066,N00012,Boeing 737-600
1059,George Bush Intercontinental Airport,Denver International Airport,75,5092,5269,5092,5269,N00012,Boeing 737-600
1111,Denver International Airport,John F. Kennedy International Airport,65,5305,5575,5305,5575,N00012,Boeing 737-600
1177,John F. Kennedy International Airport,George Bush Intercontinental Airport,30,5601,5836,5601,5836,N00012,Boeing 737-600
1250,George Bush Intercontinental Airport,Denver International Airport,75,6096,6273,6096,6273,N00012,Boeing 737-600
1314,Denver International Airport,Salt Lake City International Airport,10,6299,6425,6299,6425,N00012,Boeing 737-600
1340,Salt Lake City International Airport,Harry Reid International Airport,10,6451,6573,6451,6573,N00012,Boeing 737-600
1378,Harry Reid International Airport,Los Angeles International Airport,119,6599,6700,6599,6700,N00012,Boeing 737-600
1408,Los Angeles International Airport,San Francisco International Airport,119,6726,6838,6726,6838,N00012,Boeing 737-600
1440,San Francisco International Airport,George Bush Intercontinental Airport,40,6874,7144,6874,7144,N00012,Boeing 737-600
1541,George Bush Intercontinental Airport,Seattle-Tacoma International Airport,100,7250,7541,7250,7541,N00012,Boeing 737-600
1570,Seattle-Tacoma International Airport,Denver International Airport,40,7577,7773,7577,7773,N00012,Boeing 737-600
1638,Denver International Airport,San Francisco International Airport,70,7799,7988,7799,7988,N00012,Boeing 737-600
1682,San Francisco International Airport,Phoenix Sky Harbor International Airport,119,8014,8167,8014,8167,N00012,Boeing 737-600
1723,Phoenix Sky Harbor International Airport,O'Hare International Airport,119,8203,8446,8203,8446,N00012,Boeing 737-600
1790,O'Hare International Airport,Washington Dulles International Airport,70,8472,8620,8472,8620,N00012,Boeing 737-600
1827,Washington Dulles International Airport,San Francisco International Airport,50,8656,9004,8656,9004,N00012,Boeing 737-600
1895,San Francisco International Airport,Los Angeles International Airport,96,9030,9142,9030,9142,N00012,Boeing 737-600
1926,Los Angeles International Airport,O'Hare International Airport,57,9178,9462,9178,9462,N00012,Boeing 737-600
1990,O'Hare International Airport,Philadelphia International Airport,119,9488,9646,9488,9646,N00012,Boeing 737-600
2033,Philadelphia International Airport,Los Angeles International Airport,119,9682,10029,9682,10029,N00012,Boeing 737-600
2128,Los Angeles International Airport,Phoenix Sky Harbor International Airport,119,10055,10177,10055,10177,N00012,Boeing 737-600
2169,Phoenix Sky Harbor International Airport,Los Angeles International Airport,119,10406,10528,10406,10528,N00012,Boeing 737-600
2220,Los Angeles International Airport,O'Hare International Airport,119,10564,10848,10564,10848,N00012,Boeing 737-600
2280,O'Hare International Airport,John F. Kennedy International Airport,90,10874,11039,10874,11039,N00012,Boeing 737-600
2324,John F. Kennedy International Airport,Dallas/Fort Worth International Airport,40,11075,11309,11075,11309,N00012,Boeing 737-600
2389,Dallas/Fort Worth International Airport,John F. Kennedy International Airport,119,11335,11572,11335,11572,N00012,Boeing 737-600
2461,John F. Kennedy International Airport,Denver International Airport,70,11608,11874,11608,11874,N00012,Boeing 737-600
2495,Denver International Airport,Los Angeles International Airport,119,11900,12077,11900,12077,N00012,Boeing 737-600
2542,Los Angeles International Airport,Philadelphia International Airport,119,12113,12469,12113,12469,N00012,Boeing 737-600
2628,Philadelphia International Airport,Los Angeles International Airport,119,12505,12852,12505,12852,N00012,Boeing 737-600
2723,Los Angeles International Airport,Salt Lake City International Airport,85,12878,13024,12878,13311,N00012,Boeing 737-600
2798,Salt Lake City International Airport,Los Angeles International Airport,75,13337,13483,13337,13483,N00012,Boeing 737-600
2846,Los Angeles International Airport,LaGuardia Airport,119,13519,13883,13519,13883,N00012,Boeing 737-600
2930,LaGuardia Airport,Dallas/Fort Worth International Airport,119,13919,14153,13919,14153,N00012,Boeing 737-600
2998,Dallas/Fort Worth International Airport,Newark Liberty International Airport,119,14179,14414,14179,14414,N00012,Boeing 737-600
3056,Newark Liberty International Airport,Los Angeles International Airport,119,14450,14802,14450,14802,N00012,Boeing 737-600
3124,Los Angeles International Airport,John F. Kennedy International Airport,111,14838,15202,14838,15202,N00012,Boeing 737-600
3195,John F. Kennedy International Airport,O'Hare International Airport,119,15228,15392,15228,15392,N00012,Boeing 737-600
3239,O'Hare International Airport,Philadelphia International Airport,119,15428,15586,15428,15586,N00012,Boeing 737-600
3274,Philadelphia International Airport,Hartsfield-Jackson Atlanta International Airport,119,15612,15768,15612,15768,N00012,Boeing 737-600
3310,Hartsfield-Jackson Atlanta International Airport,Washington Dulles International Airport,45,15794,15936,15794,15936,N00012,Boeing 737-600
3330,Washington Dulles International Airport,O'Hare International Airport,70,16166,16314,16166,19080,N00012,Boeing 737-600
3423,O'Hare International Airport,Denver International Airport,100,19106,19288,19106,19288,N00012,Boeing 737-600
3433,Denver International Airport,Phoenix Sky Harbor International Airport,50,19324,19473,19324,19473,N00012,Boeing 737-600
3442,Phoenix Sky Harbor International Airport,Denver International Airport,50,19499,19649,19499,19649,N00012,Boeing 737-600
3452,Denver International Airport,San Francisco International Airport,70,19675,19864,19675,19864,N00012,Boeing 737-600
3460,San Francisco International Airport,Los Angeles International Airport,119,19890,20002,19890,20002,N00012,Boeing 737-600
3469,Los Angeles International Airport,Dallas/Fort Worth International Airport,119,20028,20248,20028,null,N00012,Boeing 737-600
35,Dallas/Fort Worth International Airport,George Bush Intercontinental Airport,119,336,437,336,437,N00013,Boeing 737-600
87,George Bush Intercontinental Airport,Denver International Airport,75,463,640,463,640,N00013,Boeing 737-600
131,Denver International Airport,Nashville International Airport,20,666,861,666,861,N00013,Boeing 737-600
175,Nashville International Airport,O'Hare International Airport,65,887,1016,887,1016,N00013,Boeing 737-600
211,O'Hare International Airport,Phoenix Sky Harbor International Airport,119,1052,1292,1052,1292,N00013,Boeing 737-600
265,Phoenix Sky Harbor International Airport,Dallas/Fort Worth International Airport,119,1318,1497,1318,1497,N00013,Boeing 737-600
335,Dallas/Fort Worth International Airport,Los Angeles International Airport,119,1766,1983,1766,1983,N00013,Boeing 737-600
402,Los Angeles International Airport,Newark Liberty International Airport,119,2019,2381,2019,2381,N00013,Boeing 737-600
487,Newark Liberty International Airport,O'Hare International Airport,31,2407,2569,2407,2569,N00013,Boeing 737-600
525,O'Hare International Airport,Minneapolis-Saint Paul International Airport,119,2595,2708,2595,2708,N00013,Boeing 737-600
559,Minneapolis-Saint Paul International Airport,O'Hare International Airport,119,2744,2858,2744,2858,N00013,Boeing 737-600
621,O'Hare International Airport,Los Angeles International Airport,119,2942,3221,2942,3221,N00013,Boeing 737-600
647,Los Angeles International Airport,O'Hare International Airport,119,3257,3541,3257,3541,N00013,Boeing 737-600
